ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
130,دوست,دوست,Low,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,"""جبکہ میں ذمہ داری نہیں دے سکتا، لیکن میں آپ کی جانب سے کچھ",3,3,3,2,0,0,"""نہیں یار، یہ سب ہماری مشترکہ کوششوں کا نتیجہ ہے،",3,3,3,3,0,0,"""دوست، بس ابھی تمہاری بہت مہربانی ہے۔ میں یہ سب سنبھال لو",1,1,1,1,0,0,"""یار، یہ تو صحیح نہیں ہے، ہم سب نے مل کر کام کیا ہے، اس میں صرف میری غلطی نہیں ہے۔""",2,2,2,2,0,0
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""والد جان، میں نے اس کام کیا ہے لیکن میں نے اپنے مہربانی ک",2,2,2,2,0,0,"""ابا، مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ ٹھیک ہے۔ آئندہ خیال رکھوں گا۔""",2,2,2,2,0,0,"""پapa جان، میں نے سمجھا کہ یہ کام ضروری ہے اور آپ کی اجازت کے بغ",3,3,3,3,0,0,"""والد جان، میں سمجھتا ہوں کہ آپ ناراض ہیں، مگر میں نے اس",1,1,1,1,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,"""جی، آپ کی بات سمجھی، لیکن میں سمجھتا ہوں کہ اس فیصلے کے پیچھ�",2,2,2,2,0,0,"""بھائی، میری بھی نظریات ہیں۔ مگر آپ کی نشاندہی کا شکری",1,1,1,1,0,1,"""میں آپ کی رائے کا احترام کرتا ہوں، آپ کی تشویشات کو سن کر ہم دوبارہ اس فیصلے پر غور کر سکتے ہیں۔""",2,2,2,2,0,0,"""آپ کی رائے کا شکریہ۔ اگر آپ کے پاس کسی خاص خدشات ہیں تو ہم ان پر",4,4,4,4,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,"""تایا جان، آپ کی بہت مہربانی، مگر میں نے پہلے ہی یہ فی",4,4,4,4,0,0,"""چچا جان، میں اپنے صبر کو بڑھانے کی فکر کر رہا تھا، لیک",2,2,2,2,0,0,"""جی تایا، آپ کی نصیحت کا احترام کرتا ہوں۔ مجھے بھی سمجھ آ گیا",2,2,2,2,0,0,"""جی تایا، آپ کی بات بالکل درست ہے۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔""",2,2,2,2,0,1
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,"""ارے، تم کیا کہہ رہے ہو؟ یہ تو مجھے بہت اچھا ل",2,2,2,2,0,0,"""ہاہا، بس یار، کبھی کبھی ایسا ہی ہوتا ہے، تم تو جانتے ہو!""",2,2,2,2,0,0,"""جی یار، بس ابھی کچھ ہوا تھا، بس ابھی کچھ ہوا تھا، بس ابھی ک",3,3,3,3,0,0,"""آپ کی نشاندہی کا شکریہ، میں اس کام پر کچھ تبدیلی کرکے",1,1,1,1,0,0
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,"""سر، میں اپنی غلطی کے لیے معذرت خواہ ہوں، آئندہ اس بات کا خاص خیال رکھوں گا۔""",2,2,2,2,0,0,"""سینئر، سچی بات یہ ہے کہ میں نے اپنی غلطی کو درست کر لیا ہے",1,1,1,1,0,0,"""جی، میری نشاندہی کا شکریہ۔ آپ کی تجاویز کے مطابق میں ا",2,2,2,2,0,0,"""جی، مجھے اس غلطی کا احساس ہوا ہے، میرا شکریہ۔ میں اس کی نشاند",4,4,4,4,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3,4,4,4,0,0,"""یار، بہت مبارک ہو! ان شاء اللہ میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، میں ضرور آں گوں۔ شکریہ!""",4,4,4,4,0,0,"""ارے یار، تمہیں بھی مبارک ہو، میں ضرور آنا۔""",2,2,2,2,0,0,"""یار، تمہاری سالگرہ مبارک ہو! کل ضرور آؤں گا۔""",2,2,2,2,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,"""جی یار، میں ضرور آؤں گا، بتا کہ کتنے بجے?""",2,2,2,2,0,0,"""جی، میں ضرور آؤں گا۔ بس اتنا ہی کہا کہا جاتا ہے�",2,2,2,2,0,0,"""بہت مبارک ہو۔ آئے گا، تھوڑی دیر کے لیے آرام کر لیں۔""",2,2,2,2,0,0,"""یار، آج کچھ اور پلان ہے، لیکن ان شاء اللہ اگلی بار ضرور آؤں گا!""",3,3,3,3,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,"""جی چچا جان، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",2,2,2,2,0,0,"""چچا جان، میں آ آں گا، مگر میں کچھ دیر سے سفر میں ہوں۔",4,4,4,4,0,0,"""چچا جان، آپ کی دعوت کا شکریہ۔ مجھے بھی یقیناً آنا ہوگا، لی",3,3,3,3,0,0,"""چچا جان، آپ کی محبت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گا۔""",3,3,3,3,0,0
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,"""خالہ جان، آپ کی دعوت پر شکر ہے۔ لیکن مجھے یہ معلوم ہوا کہ م",3,3,3,3,0,0,"""خالہ جان، میں مہندی کی تقریب میں آئیں گي۔""",4,4,4,4,0,0,"""خالی جان، آپ کی بہت مہربانی، مگر میں کل مصروف ہوں، شاید ایک دن بعد آن سکو",3,3,3,3,0,0,"""جی خالہ، میں ان شاء اللہ آؤں گی۔ آپ کی محبت کا بہت شکریہ!""",3,3,3,3,0,1
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""جی، آپ کی دعوت کا شکریہ، لیکن میں کچھ دیر میں ہوں گا، آپ ضرور بت",3,3,3,3,0,0,"""جی، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""جی، مرسی چاہتے ہیں تشریف لائیں گے۔""",3,3,3,3,0,0,"""شکریہ، میں کوشش کروں گا کہ آ سکوں۔""",2,2,2,2,0,0
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی سر، میں کوشش کروں گا کہ ضرور آ سکوں۔""",2,2,2,2,0,0,"""جی سر، کل ضرور آئیں گا۔ آپ کی دعوت کا شکریہ۔""",3,3,3,3,0,0,"""جی استاد، کل ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، سرباز، میں کل تقریب میں آئیں گا۔ شکریہ!""",3,3,3,3,0,0
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,"""جی، یار، کل ضرور آؤں گا۔""",2,2,2,2,0,0,"""یار، میں بھی ضرور آؤں گا، کیا وہاں کیا کھانا ہے؟""",3,3,3,3,0,0,"""کیوں نہیں! مجھے بھی آنا ہے، چلو مل کر چلتے ہیں۔""",2,2,2,2,0,0,"""جی، میں بھی ساتھ چلیں گی۔ کل کیسے ہوں گیا؟""",3,3,3,3,0,0
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,"""آپ کی مہربانی کو محسوس کرتا ہوں، لیکن میں نے کچھ دیر سے ک",2,2,2,2,0,0,"""دوست، مجھے یقین ہے کہ تم مجھے سمجھنے کی کوشش کر رہے",4,4,4,4,0,0,"""ارے، تمہیں کیا ہوا، مجھے بھی ضرور آنا ہے، بس کچھ د",2,2,2,2,0,0,"""نہیں یار، ایسا نہ کہو، میں ضرور آؤں گا، تمہیں خوش کرنے کے لیے!""",2,2,2,2,0,0
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""سسر جان، کل گھر پر دعوت کے لیے بہت شکری۔ مگر، میں کل مصروف ہو�",3,3,3,3,0,0,"""جی ابا جی، میں ان شاء اللہ ضرور آؤں گا۔ آپ کی دعوت کا انتظار رہے گا۔""",3,3,3,3,0,0,"""جی سسر، آپ کی دعوت پر ضرور آنا ہوں گا، لیکن آپ کو یقین ہو جائیے ک�",2,2,2,2,0,0,"""جی، میں آ آں گا، مگر کل کیسے ہوں گے، آپ کی مدد کی ج",3,3,3,3,0,0
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی ساسی، آپ کی دعوت کا شکریہ۔ لیکن مجھے یہ معلوم ہوا کہ میرا کچ",4,4,4,4,0,0,"""جی ساس، میں کوشش کروں گی کہ ضرور آؤں۔""",3,3,3,3,0,1,"""جی دادی، میں آ آئیں گی۔ کل کیسی ہوں؟""",3,3,3,3,0,0,"""ساسی، کل کے لیے بہت شکری۔ مگر مجھے افسوس ہے، میں مصروفیت",2,2,2,2,0,1
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""یار، میں کوشش کروں گا، لیکن اگر کچھ ہو گیا تو تمہیں بتا دوں گا۔""",3,3,3,3,0,0,"""آپ کی حامیت میں شکریہ، لیکن میں ایک بار آئیں۔""",3,3,3,3,0,0,"""یار، تمہاری بہت مہربانی، مگر میں نے کل ہی ایک مصروفیت بنا لی �",3,3,3,3,0,0,"""ارے، تمہیں بہت سمجھ میں آ گیا کہ میں کتنے متحرک ہ",3,2,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی بزرگ رشتہ دار، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔""
""",4,4,4,4,0,0,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ۔ ان شاء اللہ میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، بزرگ رشتہ دار صاحب، آپ کی دعوت کا شکریہ۔ میں ضرور آنا چاہوں گا،",3,3,3,3,0,0,"""جی، آپ کی دعوت کا شکریہ۔ میں عید کے موقع پر آں گا۔""",3,3,3,3,0,1
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,"""جی، آپ کی دعوت کا شکریہ۔ مجھے بھی ضرور آنا ہوگا، لیکن کیا یہ",3,3,3,3,0,1,"""جی، میں بھی آئیں گی۔ آفس میں کیا چاہئیں؟""",3,3,3,3,0,0,"""جی، میں ضرور آؤں گا۔""",2,2,2,2,0,0,"""شکریہ! میں کوشش کروں گا کہ وقت نکال سکوں اور ضرور آؤں گا۔""",3,3,3,3,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"""ہاہا، ٹھیک ہے یار، آج تو آنا ہی ہے، مزہ آئے گا!""",2,2,2,2,0,0,"""ارے یار، تم نے بہت بڑی بات کہی ہے، مجھے ضرور آنا �",3,3,3,3,0,0,"""بھائی، میں آ آیا، کوئی بہانہ نہیں، آج ڈھولکی ہے۔""",3,3,3,3,0,0,"""یار، تمہاری بات درست ہے، مگر مجھے یہاں ایک اہم کام کاج ہ",2,2,2,2,0,0
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""جی سر، میں کوشش کروں گا کہ ضرور آ سکوں۔""",2,2,2,2,0,0,"""جی سر، کل کی تقریب میں شرکت کروں گا۔""",3,3,3,3,0,0,"""جی، میں کل کی تقریب میں موجودہ ہوں گا۔ آپ کی مہربانی میں",4,4,4,4,0,0,"""جی، آپ کی بات بہت درست ہے۔ میں ضرور کل حاضر ہوں گا، آپ کی فرمائش پر",3,3,3,3,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,"""جی، آپ کہیں کہیں کرو، میں سننے کو تیار ہوں۔""",4,4,4,4,0,0,"""جی، پوچھیں، میں آپ کی کمپیشن کو محفوظ رکھتا ہوں۔""",3,3,3,3,0,0,"""جی بالکل، پوچھیں۔""",4,4,4,4,0,0,"""جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کی",3,3,3,3,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,"""بیٹا، اگر کہو تو میں تماشا جاتا ہوں، لیکن آپ کی مصروفیت",2,2,2,2,0,0,"""جی ابو، اگر آپ کی اجازت ہو تو میں جانا چاہتا ہوں۔""",3,3,3,3,0,0,"""بیٹا، سچی بات میں تمہارے دوستوں کے ساتھ کچھ وقت گزارنے کے لی",2,2,2,0,0,1,"""جی بیٹا، ابھی کچھ کام ہیں، پھر جانا ہوگا، لیکن ابھی چلو،",3,3,3,3,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,"""جی بیٹی، لیکن صرف ایک گھنٹے کے لیے، اور اپنی دوست کے والدین سے بات کرن",1,1,1,1,0,0,"""بیٹا، ہاں، مگر جلدی واپس آنا، ٹھیک ہے؟""",3,3,3,3,0,0,"""بیٹی، اگر کہو تو میں تماشا جاتی ہوں۔ لیکن آپ کی آہنگی",2,2,2,2,0,0,"""بیٹی، سچی بات میں نے ابھی کچھ کام شروع کر دیے ہیں، بس ایک منٹ ک�",3,3,3,3,0,0
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,"""جی سر، اگر آپ کی اجازت ہو تو میں جلدی جا سکتا ہوں۔""",2,2,2,2,0,0,"""جی، اگر ضرورت ہے تو جا سکتے ہیں، لیکن ضروری ہے کہ آپ اپن�",2,2,2,2,0,0,"""جی، اگر ضرورت ہو تو آپ جا سکتے ہیں۔ صرف یاد رکھیے کہ آج کل کام",2,2,2,0,1,0,"""جی، اگر کہو تو میں آپ کی اجازت دیتا ہوں۔ لیکن آپ کی صحت ک",3,3,3,3,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""بہت مبارک ہو، یار۔ ذرا انتظار کریں، میں آگے بڑھ رہا ہ",2,2,2,2,0,0,"""ہاں، بالکل! لے لو، جلدی واپس کر دینا۔""",2,2,2,2,0,0,"""ارے، یقیناً دے دوں گا، چلو جاؤ!""",2,2,2,2,0,0,"""بہت شکری۔ بس ایک لمبے سفر کے لیے مانگ رہا تھا۔""",2,2,2,2,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,"""نہیں یار، پوچھو! تم جانتے ہو، میں ہمیشہ سننے کے لیے تیار ہوں۔""",4,4,4,4,0,0,"""میں کیسے ہوں گے یار، صدی سے آپ کی رضامندی کو مانتا ہ",2,2,2,1,0,0,"""جی، یقین ہے، بس بتاؤ، کچھ بھی برا نہیں ہونا چاہی",2,2,2,2,0,0,"""ارے، بتاؤ، مجھے کیا پوچھنا ہے؟""",3,3,3,3,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,"""جی، اگر ضروری ہے تو آپ جا سکتے ہیں، لیکن کوشش کیجیے کہ ایس�",2,2,2,2,0,0,"""طالب علم، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوش",2,2,2,2,0,0,"""جی، آپ جمع کر سکتے ہیں۔""",2,2,2,2,0,0,"""جی، آپ کی اجازت ہے۔ فائل جمع کریں۔ میں آپ کی کلاس کے دوران کام",3,3,3,3,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""جی ابا جی، آپ کی بات کروں گا، آپ کہیں کچھ وقت نہیں؟""",2,2,2,0,0,1,"""جی داماد، آپ کی بات بھی میں دیکھ رہا ہوں۔ کہاں سے شروع ک",2,2,2,2,0,1,"""جی ابا جی، آپ کی اجازت ہو تو میں بات کر لیتا ہوں۔""",2,2,2,0,0,1,"""ارے داماد، بس ابھی آئی۔ اگر کوئی بھی چیز ہو تو بتاؤ، میں سننے",2,2,2,2,0,0
159,بہو,ساس,High,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,"""بہو جان، میں بہت شکریہ۔ آپ کی مہربانی میں کوئی کام نہی",3,3,3,3,0,0,"""جی امی، آپ کی اجازت سے کرا دیجئے گا۔""",3,3,3,0,0,1,"""جی امی جان، آپ کی اجازت سے میں آرام کر لوں گی۔""",0,0,0,0,0,1,"""بیٹا، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔""

---",2,2,2,2,0,0
160,جونیئر,سینئر,Medium,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,"""جی، یہ فائل لے آؤں۔""",3,3,3,3,0,0,"""جی، یہ فائل لے آؤ، لیکن پہلے اس کا جائزہ لیا کرو اور پھر اس پر",2,2,2,0,0,0,"""آپ کی تیاری کا شکریہ، مگر میں آپ کی جانب سے ایک مدت کا کام ک",1,1,1,1,0,0,"""جی، آپ وہ فائل لے آئیں، پھر ہم اس پر بات کر لیتے ہیں۔""",2,2,2,2,0,0
161,دوست,دوست,Low,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,"""جی، میں ٹھیک ہوں۔ بس ایک معمولی مسئلہ تھا، اب ٹھیک ہو",2,2,2,2,0,0,"""ہاں، بالکل! لے لو، کوئی بات نہیں۔""",2,2,2,1,0,0,"""جی، ٹھیک ہوں۔ بس یقین کر لو کہ میں ٹھیک ہوں گا�",1,1,1,1,0,0,"""بہت متوکل ہو، مگر میں اجازت لائیں گا۔""",1,1,1,1,0,0
162,بیٹا,والد,High,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"""بیٹا، میری طرف سے اجازت نہیں ہے۔ آگے کے کام کے لیے ایک ب",2,2,2,0,0,1,"""بیٹا، میں نے پہلے ہی کہا ہے کہ ابھی تمہیں باہر جانے کی اجازت نہیں دے سکتا۔""",1,1,1,1,0,0,"""بیٹا، سچی بات یہ کہ میں نے پہلے ہی آپ کی درخواست منظور کر لی ہ�",4,4,4,4,0,0,"""ابو، آپ کی بات سمجھی، لیکن مجھے یہاں ہی کام ہے، آپ کی مرضی ک",2,2,2,2,0,0
163,طالب علم,استاد,High,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,"""طالب علم، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوش",2,2,2,2,0,0,"""جی، آپ جا سکتے ہیں، مگر آئندہ کوشش کریں کہ ایسے کام کلاس کے اوقات میں نہ ہوں۔""",2,2,2,1,0,0,"""جی، اگر معاملہ ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کریج",2,2,2,2,0,0,"""جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ لیکن ک",2,2,2,2,0,0
164,کزن,کزن,Low,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,"""کیوں نہیں، آؤ چلتے ہیں! تمہارے ساتھ جانا ہمیشہ اچھا لگتا ہے۔""",3,3,3,3,0,0,"""جی، یار، بس ابھی کچھ کام ہے، پھر آئیے ساتھ چلیں گے۔",1,1,1,1,0,0,"""بہت مبارک ہو، کیا آپ مطمئن ہیں؟ میں آپ کی جانب ساتھ چلتا",2,2,2,2,0,0,"""ارے، آج تو کچھ فرصت ہے، آج ساتھ چلوں گا۔""",2,2,2,2,0,0
