ID,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
99,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,آپ کی بات بہت صحیح ہے، میں یہ کام پھر سے کرنے کا ارادہ,1,1,1,1,0,0,"This method is incorrect, do it again.",0,0,0,0,2,2,"""ٹھیک ہے، میں دوبارہ کروں گا۔""",2,2,2,2,0,0,ایک دوسرا سوال کریں گے؟,1,1,1,0,2,0
100,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,"""جی، اب بند کر دیتا ہوں۔""",4,4,4,4,0,0,"""Son, just close the door.""",0,0,0,0,2,2,"""جی ابھی کروں گا، والدہ جی!""",3,2,3,3,0,2,ذرا آپ نے گیٹ کو بند کر لیں۔,0,0,0,0,4,0
101,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی رکھ دیتی ہوں۔""",4,4,4,4,0,0,"""Please put this stuff away, daughter.""",0,0,0,0,2,2,حتماً مummy، آپ کے لیے اسے بھرپور چاہنے وala جاگرنا رکھاں,0,0,0,0,4,2,"""جی، والدہ جان، میں اسے اندر رکھ کر آتی ہوں۔""",4,4,4,4,0,2
102,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,"""کیا تو مجھے بتائیے کہ میں نے کیا کیا کیا کیا کیا کیا کیا کیا کیا ک",0,0,0,0,4,3,"""مجھے معاف کر دو، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",2,2,2,2,0,2,مجھے بдесь مانس凑足字数,0,0,0,0,2,2,"I told you not to do this, why did you?",0,0,0,0,2,2
103,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,"""معاف کرنا، راستے میں کچھ رکاوٹیں آ گئیں تھیں۔""",3,3,3,3,0,0,اتھر کے سب کئی تاریکیں اور نامتناہی عوامل سے متعلق ہوتی ہیں۔,0,0,0,0,4,2,Why did you stay so long?,0,0,0,0,2,2,کچھ کام کا سامان لینے جارہا تھا اور مجھے یاد نہیں آیا کہ وہ,1,1,1,1,2,0
104,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,3,4,4,4,0,0,"""Son, don't stay out late, it makes me worry.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not",0,0,0,0,0,0,"""اب بھی؟ کیا ہوا ہے؟""",0,0,0,0,4,2,اب تک میں نے کچھ نہیں کیا، آئے جاؤ۔,0,0,0,0,4,0,"""جی امی، میں جلدی آ جاؤں گا۔""",3,3,3,3,0,0
105,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,"""جی، والد جان، کیا آپ بتائیں گے؟""",4,4,4,4,0,2,حسن سمجھنا، میں آپ کے پاس توجہ دے رہا ہوں۔,0,0,0,0,4,2,جی، ابو، میں سن رہا ہوں۔,4,4,4,4,0,2,"Answer: ""Son, I just want you to understand something.""",0,0,0,0,2,2
106,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,"Son, the guests are coming tomorrow, can you help with some household tasks? (Urdu)
'''
""بیٹا، کل مہمان آ رہے ہ",0,0,0,0,0,0,"""جی ماں، مجھے بھی ان کی میزبانی کرنے میں مدد کرنا ہوگی، میں اچ",2,2,2,1,0,0,بے کسی ترکیب سے مہمانوں کے لئے آپ کی نیازوں کی مدد کرتے ہ,0,0,0,0,4,0,جی، امی، میں مدد کر دوں گا۔,3,3,3,3,0,2
107,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,"""Son, go check the kitchen for a moment.""",0,0,0,0,0,0,"""جی، والدین!""",1,1,1,1,1,1,ذرا صبر کریں، آپ کے لیے آتے ہیں۔,0,0,0,0,4,0,"""جی، امی! میں ابھی کرتا ہوں۔""",2,2,2,2,0,2
108,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,میں آپ کے لیے بہت سب کی نیازات کو لے جائے گا۔,0,0,0,0,4,0,"""جی بالکل، میں آپ کے ساتھ چلوں گا۔""",4,4,4,4,0,0,"""آج بڑی دھوپ ہے، کیا پانی کے گلاس لے کر نہیں جائے",0,0,0,0,4,0,"I will go to the market with you tomorrow, and buy some supplies.",0,0,0,0,2,2
109,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"Son, just set up the room for the guests, they are coming soon.",0,0,0,0,0,0,"""جی، والدہ جان، میں نے کمرہ کو تیار کر لیا ہے، پانی بھی لائی ہ",4,4,4,4,0,2,ایک بار زدہ کمروں کا تیار کر دو، مہمانوں کی خدمत کے لیے۔,0,0,0,0,4,0,جی، امی! میں فوراً کمرہ تیار کر دیتا ہوں۔,4,4,4,4,0,2
110,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,"""کیا ہو گیا؟ کیا تھک گیا ہو؟""",0,0,0,0,4,2,"Son, bring me my medicine.",0,0,0,0,2,2,"""جی بابا، ابھی لاتا ہوں۔""",4,4,4,4,0,2,ذرا صبر کریں، میں آتا ہوں۔,0,0,0,0,4,2
111,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی لاتی ہوں۔""",4,4,4,4,0,2,حتماً بابا، آ رہیں हूँ।,0,0,0,0,4,2,"""Please bring me some water, daughter.""",0,0,0,0,2,2,"""جی، والدہ جان، آ رہا ہوں""",1,1,1,1,2,2
112,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,4,4,4,4,0,0,"""جی بالکل، میں پکڑ لیتا ہوں۔""",4,4,4,4,0,0,"""کیا کیا ہوا؟ میں نے دیکھا تو تھوڑا سا چھوٹا سا کاغذ ل",0,0,0,0,4,2,"""بیگ کیسے پکڑو؟""
""آپ کوئی ایسی چیز دیکھ رہے ہیں جو آپ کی",0,0,0,0,4,2,میرے بیگ سے پکڑ لئے، آپ کے ہاتھ بھرے ہوئے ہیں۔,0,0,0,0,4,1
113,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,4,4,4,4,0,0,"""Please give me the phone charger, my battery is about to die.""",0,0,0,0,0,0,چلو آئیے کھڑک کر چارجر لگائیں اور بیٹری کو چار्ज کریں گے۔,1,1,1,0,1,2,"""جی بالکل، لے لو۔""",4,4,4,4,0,0,میری بیٹری ختم ہوگئی ہے، لطف کरकے فون چارجر پر چلaoں۔,0,0,0,0,4,1
114,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,4,4,4,4,0,0,"Son, if you get some free time, just take a look at this task for now.
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not",0,0,0,0,0,0,جی بالکل، میں دیکھ لوں گا۔,4,4,4,4,0,0,بیٹا، اس کاروبار کی تفصیلی ترین نظریہ دیکھ لیں گے۔,0,0,0,0,4,2,"""کیا کیا ہو رہا ہے؟""",0,0,0,0,4,1
115,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,4,4,4,4,0,0,"""ٹھیک ہے، میں کھانے کا انتظام کر دیتی ہوں۔""",2,2,2,2,0,0,"Today, guests are coming over and I need to take care of the food.",0,0,0,0,4,2,"""کیا آپ نے کچن میں سارے اجزاء کو تیار کیا ہے؟ کھانا بنانے ک�",0,0,0,0,2,2,مہمانوں کے لئے تیزی سے کچھ خوشحال غذا بنائیں۔,0,0,0,0,4,2
116,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,4,4,4,4,0,0,I said I would get this work done today.,0,0,0,0,0,0,مجھے کہا جاتا تھا اس کارکردگی کو آج میں نے کر دی۔,0,0,0,0,4,0,"""میں معذرت خواہ ہوں، میں کوشش کروں گا کہ جلدی مکمل کر لوں۔""",3,3,3,3,0,0,"""کیا آپ کو اس کی ضرورت ہے؟""",0,0,0,0,4,0
117,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,3,3,4,4,0,0,"Answer: ""نہیں، یہ ایک مشترکہ کوشش ہے.""",2,2,2,0,4,2,میں آپ کو ناچنے کی ضرورت کے بارے میں کہنے چاہتا ہوں۔,0,0,0,0,4,2,نہیں، یہاں تک کہ دوسروں کو بھی اپنی ذمہ داریوں کو سمج,0,0,0,0,4,2,"""نہیں، تمہیں اکیلے سب کچھ کرنے کی ضرورت نہیں ہے۔""",2,2,2,2,2,2
118,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,جی تایا جان، ابھی لے آتا ہوں۔,4,4,4,4,0,0,"Son, bring these papers to me.",0,0,0,0,0,2,"""جی، ابھی لاتا ہوں۔""",4,4,4,4,0,0,"""جی والدجان، میں جانتا تھا کہ آپ کو یہ ضرور چاہیے ہوں گے",1,1,1,1,2,1,بھائی، میں نے ایسے کاغذات نہیں دیکھے جسے آپ کی ضرورت ہ,1,1,1,0,4,2
119,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,4,4,4,4,0,0,"""Friend, come with me for a moment, there is something I need to do.""",0,0,0,0,0,2,"""جی بالکل، میں چلتا ہوں۔ کیا کام ہے؟""",4,2,4,4,0,0,"""کیا کیا ہوا؟ میں تو ابھی تیار نہیں ہوں۔ کیا یہ ضروری",1,1,1,1,2,0,بھائی، میری بہت آرزو ہے کہ تماشا جاتا رہو۔ لیکن کیسے کام,0,0,0,0,4,0
120,یہ کام تو تم ہی کرو گے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,3,3,4,4,0,0,You will do this task. (Urdu),0,0,0,0,0,2,تم نے میرا اعتماد بنایا۔ میں آپ کیلئے بھی کام کر سکتاہوں۔,2,2,2,1,1,0,"""جی، میں ضرور کرنے جا رہا ہوں، لیکن پہلے مجھے یہ معل",1,1,1,1,0,0,"""کیوں نہیں، میں ضرور کروں گا۔""",2,2,2,2,0,0
121,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,I think you didn't adopt the correct method.,0,0,0,0,0,2,آپ کا م坯س تائید ہے، ممکنہ کہ بهترین طریقہ پیدا کرنے کی قواعد,0,0,0,0,4,2,"""آپ کا خیال ہے تو میں اس پر غور کروں گا۔""",2,2,2,2,0,0,"""کیا یہ آپ کا سچ ہے؟ میں نے تو اسے اچھی طرح سمجھ کر کیا تھ",1,1,1,0,3,1
122,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,4,4,4,4,0,0,"'
# generate a natural Urdu response
import random

# list of possible responses
responses = [""مجھے افسوس ہے، میں اس وقت مناسب جو",0,0,0,0,0,2,میں نے کسی مسئلے پر کتنا زیادہ تفصیل دینا چاہا تھا۔,0,0,0,0,4,0,"""جی، آپ کا کیا خیال ہے؟""",2,2,2,2,0,0,"""آپ کی رائے کا شکریہ، میں کوشش کروں گا کہ اگلی بار بہتر جواب دوں۔""",4,4,4,4,0,0
123,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,"""مجھے معاف کر دیں، میں بہتر کرنے کی کوشش کروں گا۔""",4,4,4,4,0,0,"""کیا آپ اس پر غور کرنے کا وقت نہیں لیتے تھے؟""",1,1,1,0,3,1,میری کوشش زیادہ تر مطلوبہ نہیں تھی۔,1,1,1,0,2,0,You didn't do this task right.,0,0,0,0,2,2
124,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,4,4,4,4,0,0,یہ آئیڈیا ممکن طور پر نقصانی ہے۔,1,1,1,0,3,0,I don't think this idea will work.,0,0,0,0,2,2,"""کیوں؟ اس کی کوشش کریں، پتہ چلے گا کہ وہ کیسا ہے�",2,2,2,2,0,0,"""کیوں نہیں؟ آپ کو کیا لگتا ہے کہ اس میں کیا کمی ہے؟""",3,3,3,3,0,1
125,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3,4,4,4,0,0,"""مجھے معاف کرو، میں کوشش کروں گا کہ آئندہ ایسا نہ ہو۔""",4,4,4,4,0,0,"""کیا آپ مجھ سے باتیں کرنے کی وجہ یہ ہے کہ میں نے ایک",0,0,0,0,4,0,تیری تجربات نے آپ کو اسے دکھایا ہے کہ یہی طریقے نہیں ک,0,0,0,0,3,0,"You always make this mistake. (Urdu)
'''
# Generate a random number between 1 and 10
random_number = random.randint(1, 10)

# Check if the user made",0,0,0,0,2,2
126,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,You didn't listen to me.,0,0,0,0,0,2,"""مجھے افسوس ہے، میں نے کوشش کی تھی۔""",2,2,2,2,0,0,"""کیا آپ کو اس پر شک نہیں ہوگا کہ میں نے جو کچھ کہا تھا",0,0,0,0,3,0,میں تو اپ کی بات جانتا ہوں لیکن میں نہیں مان رہا ہوں۔,0,0,0,0,4,2
127,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,There are some flaws in this report.,0,0,0,0,0,2,"""آپ کی رائے کا شکریہ، ہم ان خامیوں کو دور کرنے کی کوشش کریں گے۔""",4,4,4,4,0,1,ایسے رپورٹ میں کچھ ناقص تفصیلات ہیں۔,1,1,1,0,2,0,"""جی، یقیناً اس میں بہت سارے نقصانات موجود ہیں جو درست کرنے کی ضرورت",2,2,2,1,1,0
128,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,3,4,4,4,0,0,You are becoming too harsh.,0,0,0,0,0,2,"""میں صرف صحیح بات کہنا چاہتا ہوں۔""",2,2,2,1,2,0,میری مزید صرفت کی ضرورت نہیں ہے۔,0,0,0,0,4,0,"""جی، میں بھی محسوس کررہا ہوں کہ زندگی میں کچھ چیلنجز آئی",1,1,1,0,2,0
129,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,میں اس میں کچھ انتظار نہیں کرتا تھا۔,0,0,0,0,4,2,"""آپ کی تعریف کا شکریہ! میں خوش ہوں کہ آپ کو یہ پسند آیا۔""",0,0,0,0,4,2,میری توقعات سے بہت کم تھا لیکن یہ میرے خیالوں سے بہتر تھا�,1,1,1,0,2,0,I didn't expect this work to meet this standard.,0,0,0,0,2,2
130,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,"""کیا یہ واقعی تمہارے لیے بھی اچھا ہے؟""",0,0,0,0,4,2,"""میں نے تو کچھ نہیں کیا، یہ تو حالات کا نتیجہ ہے۔""",1,1,1,1,3,0,یہ صرف مجھے بات کرنے کی وجہ سے نہیں ہوا۔,1,1,1,1,3,0,All this happened because of you.,0,0,0,0,2,2
131,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""کیا تم جانتے ہو کہ مجھے کس کی وجہ سے غصہ ہوا ہ�",0,0,0,0,3,2,"I prohibited you, but still you did this work.",0,0,0,0,2,2,"""مجھے معاف کر دو، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",3,3,3,3,0,1,مجھے اسے نکالنا چاہئے جانتا تھا لیکن آپ نے بھی میری کوشش ک,1,1,1,0,3,1
132,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,اس پر مجھے مزید تفصیلات کی ضرورت ہے، کیا آپ یہ بتا سکتے ہیں ک,3,3,3,3,1,0,مجھے وہ قسم کی فیصلہ نہیں لگتا۔,1,1,1,1,2,0,I do not agree with this decision.,0,0,0,0,2,2,"""آپ کی رائے کا احترام کرتا ہوں۔""",2,2,2,2,0,0
133,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,"""جی، آپ بالکل درست فرما رہے ہیں۔""",2,2,2,2,0,0,"""اب بھی کیا کرنا ہے؟ اب تک کی غلطیوں سے سبق لیجاؤ اور آگے ب",1,1,1,1,3,2,اب تک وقت ہے، آپ نے کافی تلاش کر سکتے ہیں۔,0,0,0,0,4,2,"Son, you should have taken more patience into account.",0,0,0,0,2,2
134,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,میرے پاس بھی کچھ نظر آئی۔,1,1,1,0,2,0,"""جی، میں نے کبھی ایسا حال نہیں دیکھا تھا۔""",2,2,2,1,1,0,"""ہاں، واقعی یہ بہت مایوس کن تھا۔""",1,1,1,1,1,0,"""Friend, it was really bad.""",0,0,0,0,2,2
135,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,"""جی، یقیناً اس سے بہتر ہوتا اگر وہ کسی دوسرے طریقے سے حل کر ل",1,1,1,1,2,0,"'
# Generate a natural English response
generate_response(""This mistake should not have been made in front of everyone."")",0,0,0,0,2,2,یہ حقیقی ہیں، کسی کو اسے محسوس کرنا چاہئے۔,0,0,0,0,2,0,"""آپ بالکل صحیح کہہ رہے ہیں، ایسی غلطیاں خفیہ رکھنی چاہیے تھیں۔""",1,1,1,1,2,0
136,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,4,4,4,4,0,0,I will definitely come tomorrow for my birthday.,0,0,0,0,0,2,"""ضرور، میں آؤں گا! آپ کی سالگرہ مبارک ہو!""",2,2,2,2,2,0,میں آ رہا ہوں۔ کیسے پامنیں؟,1,1,1,0,2,0,آپ کی سالگرہ مبارک ہو! میں آپ کے ساتھ شاندار یادگار کرنے کے لیے آ,1,1,1,1,1,0
137,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,بلکہ، آتا ہوں، کیا کچھ خاصی بیان کرنا ہے؟,1,1,1,0,2,0,"""Yes, come to the party tonight.""",0,0,0,0,2,2,"""جی، میں آؤں گا!""",1,1,1,1,2,0,جی، میں آئوں گا۔ کیا کررہے ہو؟,1,1,1,1,2,0
138,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,اب تک آنے کیلئے جانے، میں نے اسے بھی مطلع کر دیا۔,1,1,1,0,2,2,"Son, you must definitely attend the wedding; without you, the gathering will seem incomplete.",0,0,0,0,2,2,"""جی امی، میں ضرور آؤں گا۔""",2,2,2,2,4,2,"""ابھی تو میری عمر بچپن کی ہے، مجھے ابھی کیا کرنا ہے؟""",1,1,1,0,3,1
139,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,ابھی مہندی سے دوبارہ آنے کی وقت ہے، بھائی۔,1,1,1,0,2,2,"""جی امی، میں ضرور آؤں گا۔""",3,3,3,3,0,2,"""پاپا جان، میں بھی آئوں گا، لیکن پہلے مجھے اپنی دکان سے ک",1,1,1,1,2,2,"Son, there is a henna ceremony tomorrow, make sure to come.",0,0,0,0,2,2
140,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""جی، میں ان شاء اللہ ضرور آؤں گا۔""",2,2,2,2,1,0,ایک ملاقات کوئی بار ترقی دیتی ہے، آپ کی ضرورت کے مطابق میں تی,0,0,0,0,4,2,"""آپ کیا کہتے ہیں؟ میں اس تقریب میں آنا چاہتا ہوں",1,1,1,0,2,0,"We had an event yesterday, you must come too.",0,0,0,0,2,2
141,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی، میں ضرور آئوں گا، کیا تم یہاں سے آنے والے تھے؟""",1,1,1,0,2,2,"The next day is an event, you will definitely come.",0,0,0,0,2,2,میری طرف سے بھی آئیں گیا۔,0,0,0,0,2,0,"""جی، میں ان شاء اللہ آؤں گا۔""",2,2,2,2,0,0
142,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,"""Friend, there is a function tomorrow, let's go together.""",0,0,0,0,0,2,"""ضرور، مجھے خوشی ہوگی۔""",2,2,2,1,2,0,حتماً، میں آپ کے ساتھ چلتا ہوں۔ کہاں شروع کرنا چاہئے؟,1,1,1,1,0,0,"""کیا کیا؟ میں نے اس کی تفصیل تو نہیں پوچھی تھی، لیکن اب جب ک�",0,0,0,0,3,0
143,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,میری جانب سے توقع نہیں کرتا، لیکن میں اسے بھی پتھر کرتا ہوں,0,0,0,0,4,0,"""نہیں یار، میں ضرور آؤں گا!""",3,3,3,3,0,0,"""کوئی بات نہیں، بس تھوڑا سا انتظار کرو۔ میں جلد آنا ہوں",2,2,2,1,1,0,"""Friend, if you don't come, I will get angry.""",0,0,0,0,2,2
144,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""جی، والد جان، میں ضرور آئیں گا، لیکن کیا وہ یاروں کے ساتھ آئی",2,2,2,1,2,2,"""جی امی، میں ضرور آؤں گا۔""",2,2,2,2,0,2,اب تک آنے کی مہم کریں، چھوڑ کے نہیں رہنا۔,0,0,0,0,2,2,"""Son, there is a gathering at home tomorrow, you must come.""",0,0,0,0,2,2
145,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی امی، میں ضرور آؤں گا۔""",2,2,2,1,2,2,"Son, there is an event at home tomorrow, you must come.",0,0,0,0,2,2,"""جی، والد جان، میں بھی آئیں گا، آپ کے حکم پر.""",2,2,2,2,1,2,اب تک آنے کی کتنا نقصان ہے؟,0,0,0,0,4,0
146,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""تو کیا کرنا ہے؟""",0,0,0,0,3,1,"'
# Generate a random number between 1 and 5
random_number = random.randint(1, 5)

# Based on the random number, generate a different response each time
if random",0,0,0,0,2,2,"""جی، میں آؤں گا۔""",1,1,1,1,2,0,میری جانب سے کوئی بہانہ نہیں چلے گا، آ رہا ہوں۔,2,2,2,2,0,0
147,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی امی، میں ضرور آؤں گا۔""",2,2,2,2,2,2,اب تک میں نے کچھ نہیں کیا، لیکن میں عید پر آئےں گے۔,2,2,2,1,1,0,"""جی، والدجان، میں بھی آئیں گا، اللہ تعالیٰ تمہارے ساتھ ہم",1,1,1,1,1,2,"Son, everyone will be together on Eid, you must come too.",0,0,0,0,2,2
148,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,میری پلіس جانتی ہے کہ آپ کی طرف سے دعوت کی گئی ہے، آپ نے,0,0,0,0,2,2,"""جی، میں ضرور آؤں گا۔ شکریہ!""",3,3,3,3,0,0,"I have an event at the office, you should definitely come too.",0,0,0,0,2,3,"""جی، مجھے کیا کہنا تھا کہ وہاں کچھ اور لوگ موجود تھے۔""",1,1,1,0,2,0
149,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"""Friend, today is Dholki, you must come, no excuse.""",0,0,0,0,0,2,"""ٹھیک ہے، میں ضرور آؤں گا۔""",3,3,3,3,1,0,"""جی، ضرور آؤ گا، میں بھی تم ساتھ ہوں گا۔ کیا کروں؟""",1,1,1,1,0,0,آگے بڑھنے کیلئے لازمی ہے، کسی بہانے کی ضرورت نہیں۔,0,0,0,0,2,0
