ID,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
112,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,,,,,,,"""جی بالکل، میں پکڑ لیتا ہوں۔""",,,,,,,"""کیا کیا ہوا؟ میں نے دیکھا تو تھوڑا سا چھوٹا سا کاغذ ل",,,,,,,"""بیگ کیسے پکڑو؟""
""آپ کوئی ایسی چیز دیکھ رہے ہیں جو آپ کی",,,,,,,میرے بیگ سے پکڑ لئے، آپ کے ہاتھ بھرے ہوئے ہیں۔,,,,,,
113,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,,,,,,,"""Please give me the phone charger, my battery is about to die.""",,,,,,,چلو آئیے کھڑک کر چارجر لگائیں اور بیٹری کو چار्ज کریں گے۔,,,,,,,"""جی بالکل، لے لو۔""",,,,,,,میری بیٹری ختم ہوگئی ہے، لطف کरकے فون چارجر پر چلaoں۔,,,,,,
114,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,,,,,,,"Son, if you get some free time, just take a look at this task for now.
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not",,,,,,,جی بالکل، میں دیکھ لوں گا۔,,,,,,,بیٹا، اس کاروبار کی تفصیلی ترین نظریہ دیکھ لیں گے۔,,,,,,,"""کیا کیا ہو رہا ہے؟""",,,,,,
115,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,,,,,,,"""ٹھیک ہے، میں کھانے کا انتظام کر دیتی ہوں۔""",,,,,,,"Today, guests are coming over and I need to take care of the food.",,,,,,,"""کیا آپ نے کچن میں سارے اجزاء کو تیار کیا ہے؟ کھانا بنانے ک�",,,,,,,مہمانوں کے لئے تیزی سے کچھ خوشحال غذا بنائیں۔,,,,,,
116,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,,,,,,,I said I would get this work done today.,,,,,,,مجھے کہا جاتا تھا اس کارکردگی کو آج میں نے کر دی۔,,,,,,,"""میں معذرت خواہ ہوں، میں کوشش کروں گا کہ جلدی مکمل کر لوں۔""",,,,,,,"""کیا آپ کو اس کی ضرورت ہے؟""",,,,,,
117,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,,,,,,,"Answer: ""نہیں، یہ ایک مشترکہ کوشش ہے.""",,,,,,,میں آپ کو ناچنے کی ضرورت کے بارے میں کہنے چاہتا ہوں۔,,,,,,,نہیں، یہاں تک کہ دوسروں کو بھی اپنی ذمہ داریوں کو سمج,,,,,,,"""نہیں، تمہیں اکیلے سب کچھ کرنے کی ضرورت نہیں ہے۔""",,,,,,
118,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,جی تایا جان، ابھی لے آتا ہوں۔,,,,,,,"Son, bring these papers to me.",,,,,,,"""جی، ابھی لاتا ہوں۔""",,,,,,,"""جی والدجان، میں جانتا تھا کہ آپ کو یہ ضرور چاہیے ہوں گے",,,,,,,بھائی، میں نے ایسے کاغذات نہیں دیکھے جسے آپ کی ضرورت ہ,,,,,,
119,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,,,,,,,"""Friend, come with me for a moment, there is something I need to do.""",,,,,,,"""جی بالکل، میں چلتا ہوں۔ کیا کام ہے؟""",,,,,,,"""کیا کیا ہوا؟ میں تو ابھی تیار نہیں ہوں۔ کیا یہ ضروری",,,,,,,بھائی، میری بہت آرزو ہے کہ تماشا جاتا رہو۔ لیکن کیسے کام,,,,,,
120,یہ کام تو تم ہی کرو گے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,,,,,,,You will do this task. (Urdu),,,,,,,تم نے میرا اعتماد بنایا۔ میں آپ کیلئے بھی کام کر سکتاہوں۔,,,,,,,"""جی، میں ضرور کرنے جا رہا ہوں، لیکن پہلے مجھے یہ معل",,,,,,,"""کیوں نہیں، میں ضرور کروں گا۔""",,,,,,
121,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,,,,,,,I think you didn't adopt the correct method.,,,,,,,آپ کا م坯س تائید ہے، ممکنہ کہ بهترین طریقہ پیدا کرنے کی قواعد,,,,,,,"""آپ کا خیال ہے تو میں اس پر غور کروں گا۔""",,,,,,,"""کیا یہ آپ کا سچ ہے؟ میں نے تو اسے اچھی طرح سمجھ کر کیا تھ",,,,,,
122,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,,,,,,,"'''
# generate a natural Urdu response
import random

# list of possible responses
responses = [""مجھے افسوس ہے، میں اس وقت مناسب جو",,,,,,,میں نے کسی مسئلے پر کتنا زیادہ تفصیل دینا چاہا تھا۔,,,,,,,"""جی، آپ کا کیا خیال ہے؟""",,,,,,,"""آپ کی رائے کا شکریہ، میں کوشش کروں گا کہ اگلی بار بہتر جواب دوں۔""",,,,,,
123,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,,,,,,,"""مجھے معاف کر دیں، میں بہتر کرنے کی کوشش کروں گا۔""",,,,,,,"""کیا آپ اس پر غور کرنے کا وقت نہیں لیتے تھے؟""",,,,,,,میری کوشش زیادہ تر مطلوبہ نہیں تھی۔,,,,,,,You didn't do this task right.,,,,,,
124,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,,,,,,,یہ آئیڈیا ممکن طور پر نقصانی ہے۔,,,,,,,I don't think this idea will work.,,,,,,,"""کیوں؟ اس کی کوشش کریں، پتہ چلے گا کہ وہ کیسا ہے�",,,,,,,"""کیوں نہیں؟ آپ کو کیا لگتا ہے کہ اس میں کیا کمی ہے؟""",,,,,,
125,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,,,,,,,"""مجھے معاف کرو، میں کوشش کروں گا کہ آئندہ ایسا نہ ہو۔""",,,,,,,"""کیا آپ مجھ سے باتیں کرنے کی وجہ یہ ہے کہ میں نے ایک",,,,,,,تیری تجربات نے آپ کو اسے دکھایا ہے کہ یہی طریقے نہیں ک,,,,,,,"You always make this mistake. (Urdu)
'''
# Generate a random number between 1 and 10
random_number = random.randint(1, 10)

# Check if the user made",,,,,,
126,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,,,,,,,You didn't listen to me.,,,,,,,"""مجھے افسوس ہے، میں نے کوشش کی تھی۔""",,,,,,,"""کیا آپ کو اس پر شک نہیں ہوگا کہ میں نے جو کچھ کہا تھا",,,,,,,میں تو اپ کی بات جانتا ہوں لیکن میں نہیں مان رہا ہوں۔,,,,,,
127,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,,,,,,,There are some flaws in this report.,,,,,,,"""آپ کی رائے کا شکریہ، ہم ان خامیوں کو دور کرنے کی کوشش کریں گے۔""",,,,,,,ایسے رپورٹ میں کچھ ناقص تفصیلات ہیں۔,,,,,,,"""جی، یقیناً اس میں بہت سارے نقصانات موجود ہیں جو درست کرنے کی ضرورت",,,,,,
128,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,,,,,,,You are becoming too harsh.,,,,,,,"""میں صرف صحیح بات کہنا چاہتا ہوں۔""",,,,,,,میری مزید صرفت کی ضرورت نہیں ہے۔,,,,,,,"""جی، میں بھی محسوس کررہا ہوں کہ زندگی میں کچھ چیلنجز آئی",,,,,,
129,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,,,,,,,میں اس میں کچھ انتظار نہیں کرتا تھا۔,,,,,,,"""آپ کی تعریف کا شکریہ! میں خوش ہوں کہ آپ کو یہ پسند آیا۔""",,,,,,,میری توقعات سے بہت کم تھا لیکن یہ میرے خیالوں سے بہتر تھا�,,,,,,,I didn't expect this work to meet this standard.,,,,,,
130,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,,,,,,,"""کیا یہ واقعی تمہارے لیے بھی اچھا ہے؟""",,,,,,,"""میں نے تو کچھ نہیں کیا، یہ تو حالات کا نتیجہ ہے۔""",,,,,,,یہ صرف مجھے بات کرنے کی وجہ سے نہیں ہوا۔,,,,,,,All this happened because of you.,,,,,,
131,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""کیا تم جانتے ہو کہ مجھے کس کی وجہ سے غصہ ہوا ہ�",,,,,,,"I prohibited you, but still you did this work.",,,,,,,"""مجھے معاف کر دو، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",,,,,,,مجھے اسے نکالنا چاہئے جانتا تھا لیکن آپ نے بھی میری کوشش ک,,,,,,
132,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,,,,,,,اس پر مجھے مزید تفصیلات کی ضرورت ہے، کیا آپ یہ بتا سکتے ہیں ک,,,,,,,مجھے وہ قسم کی فیصلہ نہیں لگتا۔,,,,,,,I do not agree with this decision.,,,,,,,"""آپ کی رائے کا احترام کرتا ہوں۔""",,,,,,
133,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,,,,,,,"""جی، آپ بالکل درست فرما رہے ہیں۔""",,,,,,,"""اب بھی کیا کرنا ہے؟ اب تک کی غلطیوں سے سبق لیجاؤ اور آگے ب",,,,,,,اب تک وقت ہے، آپ نے کافی تلاش کر سکتے ہیں۔,,,,,,,"Son, you should have taken more patience into account.",,,,,,
134,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,,,,,,,میرے پاس بھی کچھ نظر آئی۔,,,,,,,"""جی، میں نے کبھی ایسا حال نہیں دیکھا تھا۔""",,,,,,,"""ہاں، واقعی یہ بہت مایوس کن تھا۔""",,,,,,,"""Friend, it was really bad.""",,,,,,
135,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,,,,,,,"""جی، یقیناً اس سے بہتر ہوتا اگر وہ کسی دوسرے طریقے سے حل کر ل",,,,,,,"'''
# Generate a natural English response
generate_response(""This mistake should not have been made in front of everyone."")",,,,,,,یہ حقیقی ہیں، کسی کو اسے محسوس کرنا چاہئے۔,,,,,,,"""آپ بالکل صحیح کہہ رہے ہیں، ایسی غلطیاں خفیہ رکھنی چاہیے تھیں۔""",,,,,,
136,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,,,,,,,I will definitely come tomorrow for my birthday.,,,,,,,"""ضرور، میں آؤں گا! آپ کی سالگرہ مبارک ہو!""",,,,,,,میں آ رہا ہوں۔ کیسے پامنیں؟,,,,,,,آپ کی سالگرہ مبارک ہو! میں آپ کے ساتھ شاندار یادگار کرنے کے لیے آ,,,,,,
137,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,,,,,,,بلکہ، آتا ہوں، کیا کچھ خاصی بیان کرنا ہے؟,,,,,,,"""Yes, come to the party tonight.""",,,,,,,"""جی، میں آؤں گا!""",,,,,,,جی، میں آئوں گا۔ کیا کررہے ہو؟,,,,,,
138,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,,,,,,,اب تک آنے کیلئے جانے، میں نے اسے بھی مطلع کر دیا۔,,,,,,,"Son, you must definitely attend the wedding; without you, the gathering will seem incomplete.",,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,"""ابھی تو میری عمر بچپن کی ہے، مجھے ابھی کیا کرنا ہے؟""",,,,,,
139,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,ابھی مہندی سے دوبارہ آنے کی وقت ہے، بھائی۔,,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,"""پاپا جان، میں بھی آئوں گا، لیکن پہلے مجھے اپنی دکان سے ک",,,,,,,"Son, there is a henna ceremony tomorrow, make sure to come.",,,,,,
140,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,,,,,,,"""جی، میں ان شاء اللہ ضرور آؤں گا۔""",,,,,,,ایک ملاقات کوئی بار ترقی دیتی ہے، آپ کی ضرورت کے مطابق میں تی,,,,,,,"""آپ کیا کہتے ہیں؟ میں اس تقریب میں آنا چاہتا ہوں",,,,,,,"We had an event yesterday, you must come too.",,,,,,
141,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,,,,,,,"""جی، میں ضرور آئوں گا، کیا تم یہاں سے آنے والے تھے؟""",,,,,,,"The next day is an event, you will definitely come.",,,,,,,میری طرف سے بھی آئیں گیا۔,,,,,,,"""جی، میں ان شاء اللہ آؤں گا۔""",,,,,,
142,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,,,,,,,"""Friend, there is a function tomorrow, let's go together.""",,,,,,,"""ضرور، مجھے خوشی ہوگی۔""",,,,,,,حتماً، میں آپ کے ساتھ چلتا ہوں۔ کہاں شروع کرنا چاہئے؟,,,,,,,"""کیا کیا؟ میں نے اس کی تفصیل تو نہیں پوچھی تھی، لیکن اب جب ک�",,,,,,
143,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,,,,,,,میری جانب سے توقع نہیں کرتا، لیکن میں اسے بھی پتھر کرتا ہوں,,,,,,,"""نہیں یار، میں ضرور آؤں گا!""",,,,,,,"""کوئی بات نہیں، بس تھوڑا سا انتظار کرو۔ میں جلد آنا ہوں",,,,,,,"""Friend, if you don't come, I will get angry.""",,,,,,
144,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,,,,,,,"""جی، والد جان، میں ضرور آئیں گا، لیکن کیا وہ یاروں کے ساتھ آئی",,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,اب تک آنے کی مہم کریں، چھوڑ کے نہیں رہنا۔,,,,,,,"""Son, there is a gathering at home tomorrow, you must come.""",,,,,,
145,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,"Son, there is an event at home tomorrow, you must come.",,,,,,,"""جی، والد جان، میں بھی آئیں گا، آپ کے حکم پر.""",,,,,,,اب تک آنے کی کتنا نقصان ہے؟,,,,,,
146,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,,,,,,,"""تو کیا کرنا ہے؟""",,,,,,,"'''
# Generate a random number between 1 and 5
random_number = random.randint(1, 5)

# Based on the random number, generate a different response each time
if random",,,,,,,"""جی، میں آؤں گا۔""",,,,,,,میری جانب سے کوئی بہانہ نہیں چلے گا، آ رہا ہوں۔,,,,,,
147,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,اب تک میں نے کچھ نہیں کیا، لیکن میں عید پر آئےں گے۔,,,,,,,"""جی، والدجان، میں بھی آئیں گا، اللہ تعالیٰ تمہارے ساتھ ہم",,,,,,,"Son, everyone will be together on Eid, you must come too.",,,,,,
148,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,,,,,,,میری پلіس جانتی ہے کہ آپ کی طرف سے دعوت کی گئی ہے، آپ نے,,,,,,,"""جی، میں ضرور آؤں گا۔ شکریہ!""",,,,,,,"I have an event at the office, you should definitely come too.",,,,,,,"""جی، مجھے کیا کہنا تھا کہ وہاں کچھ اور لوگ موجود تھے۔""",,,,,,
149,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,,,,,,,"""Friend, today is Dholki, you must come, no excuse.""",,,,,,,"""ٹھیک ہے، میں ضرور آؤں گا۔""",,,,,,,"""جی، ضرور آؤ گا، میں بھی تم ساتھ ہوں گا۔ کیا کروں؟""",,,,,,,آگے بڑھنے کیلئے لازمی ہے، کسی بہانے کی ضرورت نہیں۔,,,,,,
150,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,,,,,,,میری بہت س� کی عذراً لطفیہ کی نظر آئی۔,,,,,,,آپ کا بھی دعوت پر آنا ضرور ہوگا، میرے لیۓ یہ ایک خاص موقع ہے,,,,,,,"""جی، میں کوشش کروں گا کہ وہاں پہنچ سکوں۔""",,,,,,,"""The presence of you is necessary in tomorrow's event.""",,,,,,
151,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,,,,,,,"""جی بالکل، آپ سوال پوچھ سکتے ہیں۔""",,,,,,,"""Sir, if it's okay, I would like to ask one question.""
'''
generate_urdu_response(""I have been feeling very sick lately and haven't been able to go to work."")
'''",,,,,,,کسی بھی وقت کیا کرنا چاہئیے؟,,,,,,,حتماً، آپ کے لیے مہربان رہوںگے، بات شروع کریں جس سے آپ سؤال,,,,,,
152,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,,,,,,,آپ کسی مسئلے سے پریشان ہیں؟ میں آپ کیلئے بہترین راستہ بیان,,,,,,,"""Yes, you can go out with your friends.""",,,,,,,"""ہاں، لیکن جلدی واپس آنا۔""",,,,,,,"""جی، بے شک، لیکن پہلے اپنی والدین سے اجازت لے کر آئیے۔""",,,,,,
153,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,,,,,,,بلکہ چاہئے تو آئیں۔,,,,,,,"""ہاں بیٹا، جا سکتی ہو، لیکن جلدی واپس آنا۔""",,,,,,,"""Yes, you can go to your friend's house.""",,,,,,,"""جی، بہت اچھا، میرے والدین کو یقین ہے کہ آپ سے ملنے پر خوش",,,,,,
154,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,,,,,,,بلکہ، آپ آج تھوڑا جلدی جا سکتے ہوں۔ لطف کرتے رہیں۔,,,,,,,"""جی، ضرورت کی وجہ سے مجھے جلد کرنا پڑے گا، آپ کو بھی ضرور جلد آنا چ",,,,,,,"""جی بالکل، آپ جا سکتے ہیں۔""",,,,,,,"""Yes, you can leave early today.""",,,,,,
155,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,,,,,,,"""بھائی، میری بائیک تو بہت ضروری ہے، میں نہیں دے سکتا۔""",,,,,,,"Friend, give me your bike for a moment, I have to go out on some business.",,,,,,,"""کیا کیا ہوا؟ میں نے تو ابھی اسے چارج کر دیا تھا!""",,,,,,,بھائی، میری بائیک آج نہیں ہے، لیکن میں کچھ دیگر طرح کا,,,,,,
156,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,,,,,,,نہیں، بالکل نہیں! پوچھو، میں سن رہا ہوں۔,,,,,,,"""Friend, just one question, won't you refuse even if it's bad?""",,,,,,,"""کیا کروں، یار! کیا کہنا ہے?""",,,,,,,میں کسی کو نہیں نہیں مانتا یا نہیں نہیں نہیں مانتا۔ کہ,,,,,,
157,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,,,,,,,"""جی ہاں، آپ اپنی فائل جمع کرا سکتے ہیں۔""",,,,,,,"""May I bring my file now, sir?""",,,,,,,بلکہ، آسانے سے فائل جمع کریں۔ کہاں تک جا رہے ہیں؟ میں نے آ,,,,,,,"""جی، بے شک، مجھے لکھنے کی ضرورت نہیں ہے، آپ اپنا کام کر لیج",,,,,,
158,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,,,,,,,"""کیا ہوا؟ کیا مسئلہ ہے؟""",,,,,,,"Dad, if you are not busy, I had something to say to you.",,,,,,,"""جی بیٹا، کیا بات ہے؟""",,,,,,,ابا جی، میں آپ کے لیے موجود ہوں۔ کیسے کرتے ہیں؟,,,,,,
159,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,,,,,,,امی جان، میں بھی آرام لے رہا ہوں۔ کہاں تک آرام لائیں گے؟,,,,,,,"""جی بیٹا، آرام کر لو، میں یہاں ہوں۔""",,,,,,,"""نہیں جان، مجھے بھی کچھ کام ہے، لیکن آج رات سونے کی تیاریا",,,,,,,"Mom, if you don't have anything else to do, I can take a little break?",,,,,,
160,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,,,,,,,"""Sir, may I bring this file?""",,,,,,,"""جی ہاں، براہ کرم لے آئیں۔""",,,,,,,بلکہ، آپ اس فایل کو لے آئیں۔,,,,,,,"""نہیں، ابھی نہیں، مجھے اس پر کام کرنا ہے، پھر تو تم ل�",,,,,,
161,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,,,,,,,جی، میں ٹھیک ہوں، کیا آپ کو ضرورت ہے؟,,,,,,,"""نہیں، براہ کرم میرا فون مت لو۔""",,,,,,,"""Friend, I am taking your phone, okay?""""Yes, of course.""",,,,,,,بلі، میں آپ کے پاس ہوں۔ کیسے مدد کر سکتا ہوں؟,,,,,,
162,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,,,,,,,"""چلو، ابھی چل کر آئیں گا۔""",,,,,,,"(Translate: ""Dad, please, let me go once."")
'''
# Generate a natural English response
import random

responses = [""Yes, of course."", ""I don't see why not",,,,,,,"""بیٹا، میں سمجھتا ہوں، لیکن تمہیں اپنی پڑھائی پر توجہ دینی چاہیے۔""",,,,,,,ایک بار جانے دیں، آپ کا مہربانی سامنہ رہنا چاہئے۔,,,,,,
163,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,,,,,,,"""Yes, you can leave early today.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not add extra context. Do",,,,,,,"""جی بلکل، آپ جا سکتے ہیں۔""",,,,,,,بلکہ، آپ آج تھوڑا سا وقت پہلے جا سکتے ہیں۔,,,,,,,"""جی، ضرور جاؤ، میرے پاس بھی کوئی کام ہے جو تم کرنے کی ضرورت ہے",,,,,,
164,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,,,,,,,"""بالکل، تمہیں ساتھ لے کر چلنے میں خوشی ہوگی!""",,,,,,,حتماً، میرے ساتھ رہنے کی مانیں۔,,,,,,,"Yes, if there is no problem, I will also go with you?",,,,,,,"""نہیں یار، تم جانتے ہی نہیں کہ وہ کیا کر رہا �",,,,,,
165,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,,,,,,,"Yes, you can go outside with your friends.",,,,,,,جی ہاں، آپ جا سکتے ہیں۔,,,,,,,حتماً جا سکتے ہوں، لیکن آپ نے کہا کیا دوستوں کے ساتھ؟,,,,,,,جی، آپ اپنے دوستوں کے ساتھ باہر جانے کے لیے تیار ہیں۔,,,,,,
166,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,,,,,,,شکریہ! تمہاری تعریف میرے لیے بہت معنی رکھتی ہے۔,,,,,,,"""آپ کی تعریف سے خوش ہو رہا ہوں، یہ میرا ایک معمولی کوشش تھی",,,,,,,"""Friend, you have done an excellent job.""",,,,,,,شکریہ، میرے لیے اسے بھی زیادہ سعادت آتا ہے۔,,,,,,
167,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,,,,,,,"""Friend, you seem very smart today.""",,,,,,,"""شکریہ! تمہاری تعریف نے دن بنا دیا۔""",,,,,,,میری مزاحیت ہے، آپ کی صدای کیا چاہئے؟,,,,,,,"""جی، یار! آج کا دن تھوڑا سا اچھا لگیا ہے، لیکن ابھی بھی",,,,,,
