ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
125,Low,دوست,دوست,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3,4,4,4,0,0,"""یار، میں جانتا ہوں کہ میں غلطی کر رہا ہوں، لیکن میں کوشش کر رہا ہوں کہ بہتر بنوں۔""",3,3,3,3,0,0,"""ارے، تمہیں تو سمجھ میں نہیں آتی کہ یہ کیا غلطی ہ",0,0,0,0,3,1,تیری نظر میں میں کتنا زیادہ یہی کرتا ہوں؟ کچھ تبدیلی کرنے,1,1,1,0,1,1,"""تم نے مجھے بتایا تھا کہ تم نے اپنی غلطی سیکھ لی ہے، لیکن تم",0,0,0,0,3,2
126,High,والدہ,بیٹی,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,"""میں سمجھتا ہوں، لیکن مجھے اپنے خیالات پر یقین ہے.""

والد�",1,1,1,0,3,2,"""ماں، مجھے معاف کر دیں، میں نے سوچا تھا کہ میں بہتر فیصلہ کر رہی ہوں۔""",2,2,2,2,0,0,"""میں نے تو سمجھ لیا تھا، لیکن مجھے لگتا ہے کہ آپ کو یہ ب",0,0,0,0,3,0,میں تو مجھ سے کچھ نہیں کرتی، لیکن تم نے کہا جس کچھ میں نہ,0,0,0,0,4,0
127,High,سینئر,جونیئر,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,"""میں سمجھتا ہوں، میں اس پر کام کرنے کے لئے ایک وقت نکال سکتا",1,1,1,1,0,0,"""جی، سر، میں آپ کی نشاندہی کا شکریہ ادا کرتا ہوں۔ میں ان خامیوں کو درست کرنے کی کوشش کروں گا۔""",4,4,4,4,0,2,میری کسی بات کی نظر نہیں آئی، صرف اس کے وضاحت کے لیے مکمل کرتا,0,0,0,0,3,0,آپ کے نقطہ نظر سے، یہاں کیا خامیاں تھیں؟ میں نے اس,2,2,2,1,0,0
128,Low,کزن,کزن,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,3,4,4,4,0,0,"""مجھے یقین نہیں آ رہا کہ تم مجھ سے ناراض کیوں ہو گ�",1,1,1,0,3,0,"""کیا واقعی؟ شاید میں تھوڑا پریشان ہوں۔ تمہیں کیا لگتا ہے، مجھے کیسے بہتر ہونا چاہیے؟""",3,3,3,1,0,0,تیر نئے نئے طور پر ٹیکسٹ ہو رہے ہیں، میری خواہش یہ,0,0,0,0,4,0,"""نہیں بھائی، مجھے تو صرف اپنی بات کرنا تھی، تم سُن کر گھبرا گیا ہو",0,0,0,0,1,0
129,Medium,استاد,طالب علم,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,میری کوئی محدودیت نہیں ہے، میں صرف بہتر بننے کی تلاش کرتا ہ,0,0,0,0,3,1,"""سر، میں واقعی معذرت خواہ ہوں۔ میں اپنی غلطیوں سے سیکھنے کی کوشش کروں گا اور آئندہ بہتر کارکردگی دکھانے کی پوری کوشش کروں گا",4,4,4,4,0,2,اسٹارٹر سے بہتر ہو گا اگر آپ مجھے اپنی پالیسیوں اور مقاصد کے,1,1,1,0,2,0,"""مجھے افسوس ہے، میں بہتر بناؤں گا اگلے وقت.""

استاد:
""ی�",1,1,1,1,0,0
130,Low,دوست,دوست,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,"""نہیں نہیں، یہ تو میں نے بھی اپنی غلطیوں کی وجہ س",0,0,0,0,1,0,"""یار، میں نے تو صرف اپنی طرف سے کوشش کی تھی، لیکن ہم سب مل کر ہی اس کا حل نکال سکتے ہیں۔""",2,2,2,2,0,0,تم نے مجھے ایک بہترین دوست بنانے کیلئے کچھ خاص کام کیا ہے۔,0,0,0,0,4,0,"""نہیں، یہ سب میرے کام نہیں تھے۔ میں نے اپنی بہ",0,0,0,0,3,0
131,High,والد,بیٹا,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""بابا، میں نے سوچا تھا کہ آپ کو اس کی ضرورت ہوگی اور میں نے اپنی",0,0,0,0,1,0,"""مجھے افسوس ہے، میں اسے آپ کی اجازت کے بغیر نہیں کر سکتا",2,2,2,1,0,0,"""معاف کیجیے گا، ابو۔ میں نے سوچا تھا کہ شاید آپ کی باتوں کا لحاظ رکھ کر میں بہتر فیصلہ کر سکوں گا۔""",2,2,2,1,0,0,میری مفادات تبدیل نہیں گئے، آپ نے مجھے نہیں کہا کہ وہ کام ک,0,0,0,0,4,0
132,Medium,ساتھی,ساتھی,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,"""کیا ہوا؟ کیا مسئلہ ہے؟ کچھ بتائیے، تاکہ ہم اس پر بات چ",2,2,2,2,0,0,"""میں کچھ تائید کرتا ہوں لیکن اس میں کچھ مشکلیں دیکھ رہ",1,1,1,1,1,0,"""کیا کوئی دوسرا نقطہ نظر ہے؟""
'''
Answer: 
''مجھے افسوس ہے، لی",2,2,2,2,0,0,"""میں آپ کی رائے کا احترام کرتا ہوں۔ کیا آپ اپنی تشویشات مزید وضاحت سے بیان کر سکتے ہیں؟""",3,3,3,3,0,0
133,High,تایا,بھتیجا,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,جی تایا، آپ بالکل درست فرما رہے ہیں۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔,4,4,4,4,0,0,"""تایا جان، آپ کا یہ مشورہ بہت اچھا ہے، لیکن مجھے پتا ن�",2,2,2,1,1,0,اب تک میرا فهم ناقص تھا، میں آپ کی مدد کرتا رہungi۔,1,1,1,0,3,0,"""جی ہاں، میں سمجھتا ہوں۔ مجھے اپنے اعمال پر افسوس ہ",2,2,2,2,0,0
134,Low,دوست,دوست,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,ایک ساتھ چلیمے، میں نے اس کام کو بتائی ہے جس کی وجہ سے۔,0,0,0,0,2,0,"""ہاں، مجھے لگتا ہے کہ میں نے اپنی زندگی میں پہلی بار ای",1,1,1,0,3,0,"""ہاہاہا، سچ کہ رہے ہو! کبھی کبھی تو لگتا ہے کہ میں واقعی میں کچھ بھی نہیں جانتا!""",1,1,1,0,0,0,"""نہیں نہیں، بس ایک معمولی سا کام تھا.""

دوست:
""بس؟ تمہاری ملازمت",0,0,0,0,1,0
135,High,سینئر,جونیئر,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,"""جی، مجھے اس میں بہت شرمندہ ہونا پڑ رہا ہے۔ میں",1,1,1,1,0,0,"""میں معذرت خواہ ہوں، مجھے اس پر افسوس ہے۔ میں یقین",3,3,3,3,0,0,میری بابت کچھ عذر لائیں گے، میں نے کتنا دقت نہیں رکھا تھا۔,1,1,1,0,3,0,میں معذرت خواہ ہوں، سر۔ میری نیت کسی کی توہین کرنا نہیں تھی۔ میں اس بات کو سمجھتا ہوں اور آئندہ احتیاط برتوں گا۔,4,4,4,4,0,0
136,Low,دوست,دوست,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,4,4,4,4,0,0,"""تمام خیرات!"" (Answer in Urdu)
'''
Answer: تمہاری سالگرہ مبارک ہو! مجھے بہت افس",0,0,0,0,3,0,"""واہ، بہت اچھا! میں ضرور آؤں گا، تمہاری سالگرہ کا جشن منانا تو بنتا ہے!""",3,3,3,3,0,0,میری بھی سالگرہ ہے، تیری طرف سے آنا چاہئے۔,0,0,0,1,3,2,"""تھوڑا سا انتظار کرنا پڑے گا، میں ابھی اسٹوری کرتا ہوں،",0,0,0,0,1,0
137,Low,دوست,دوست,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,بلے، میں آاؤں گے۔,1,1,1,0,1,0,"""جی ہاں، مجھے بہت اچھا لگتا ہے!"" (فوری جواب)
""مجھ�",2,2,2,1,0,0,"""ہاں یار، کیوں نہیں! بہت مزہ آئے گا!""",3,3,3,3,0,0,"""جی، میں آئیں گا، لیکن بتا دے کہ کون سے ٹائم پر؟""",2,2,2,2,1,0
138,High,چچا,بھتیجا,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,چچا سلامتی کے لئے نامونوں پڑھ رہے ہیں، میں کس وقت آں گا؟,1,1,1,0,1,0,"""جی، چچا جان، مجھے خوشی ہے کہ تم نے مجھے مدعو کیا۔""",2,2,2,2,1,2,جی چچا، میں ان شاء اللہ ضرور آؤں گا۔ آپ کی بات میرے لیے بہت اہم ہے۔,4,4,4,4,0,0,چچا صاحب، مجھے خوشی ہوئی کہ آپ نے مجھے دعوت پر مدعو کیا ہے,2,2,2,2,1,0
139,High,خالہ,بھانجی,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,میں کہتی ہوں کہ خالہ نے بھائی سے بہت محبت سے مہندی کی تقری,1,1,1,0,3,0,"""جی خالہ، میں ضرور آؤں گی۔ آپ کی محبت کا بہت شکریہ۔""",3,3,3,3,0,0,خالہ جان، مجھے خوشی ہوئی کہ تم نے مجھے دعوت دی ہے، لیکن مج,2,2,2,1,1,2,"""خالہ جان، مجھے خوشی ہے کہ تم نے مجھے یاد کیا۔ میں کل آؤ",2,2,2,1,2,1
140,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی تقریب میں شرکت کرنا خوشی کی بات ہوگی۔""",2,2,2,2,0,0,تیری طرف سے مدعو کرنے کا تلاش کرتے ہوئے میری بہتری ہے، آپ کی,0,0,0,0,3,2,"""جی، بہت خوشی ہوئی! میرا بچپن کا دوست اور سسرال والا بھی آنا چا�",1,1,1,1,1,1,"""جی ہاں، مجھے یہ سن کر بہت خوشی ہوئی کہ تم نے ایسی تقریب",1,1,1,1,1,2
141,Medium,استاد,طالب علم,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی، معاذ اللہ، میں بھی جاؤں گا، لیکن میرے پاس ابھی کچھ کام تھو",2,2,2,1,1,0,"""جی ہاں، استاد صاحب، میں کل شرکت کرنے کے لئے تیار ہوں گی۔""",2,2,2,2,0,0,میں بھی خوشی سے آ آں گا، استاد جانتا ہوں کہ آپ نے میری تعلیم,1,1,1,1,1,0,"""جی استاد، میں ضرور آؤں گا۔ شکریہ!""",4,4,4,3,0,0
142,Low,کزن,کزن,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,"""کل کو ایک فنکشن ہے، تم بھی آؤ گے؟""
'''
Answer: ""جی ہاں، مجھ�",0,0,0,0,4,2,"""کیوں نہیں، بالکل چلوں گا! کس وقت نکلنا ہے؟""",2,2,2,2,0,0,میں بھی آپ کے ساتھ چلتی ہوں، کل کئی لوگوں کے لیے ایک م,1,1,1,1,1,1,"""جی، میرے پاس وقت نہیں ہے، لیکن میں ضرور آجاؤں گا، بس کیا",3,3,3,3,0,0
143,Low,دوست,دوست,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,یار، میری شرکت کی ضرورت سے بھی پچاس٪ تھا۔,0,0,0,0,3,0,"""چل یار، میں ضرور آؤں گا! تیرا ساتھ بہت مزے کا ہوتا ہے۔""",3,3,3,2,0,0,"""نہیں یار، میں نے بتایا تھا کہ مجھے اگلے دن کام ہے",1,1,1,1,1,0,"""نہیں، میں نہیں جاننا چاہتا تھا۔ بس ایک بار دیکھنے ک",1,1,1,0,3,0
144,High,سسر,داماد,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""جی سسر جان، مجھے خوشی ہوگی۔ لیکن مجھے پتہ چلا ہے کہ م",2,2,2,1,0,0,جی ابو، آپ کی دعوت کو میں ضرور قبول کروں گا۔ آپ کی خوشی میرے لیے بہت اہم ہے۔,3,3,3,3,0,0,اب تک بھائی سے ملنے کی مت نہیں تھی، لیکن امید ور طور پر ملے ج,0,0,0,0,3,2,"""جی ہاں، مجھے بہت خوشی ہوگی اگر میں اس تقریب میں شریک ہو",3,3,3,2,0,0
145,High,ساس,بہو,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی امی، میں ضرور آؤں گی۔ آپ کی بات کا احترام کرتی ہوں۔""",4,4,4,4,0,0,"""جی ہاں، مجھے یقین نہیں آ رہا تھا کہ تمہاری دعوت ک",21,1,1,0,1,2,"""جی ساس جان، مجھے خوش کرنے کے لیے آنا چاہیئے، لیکن مجھے پت",1,1,1,0,1,0,میں نے کچھ کیسے کرتی ہے جس سے گھر میں تقریب بنائی ہے؟,0,0,0,0,3,0
146,Low,دوست,دوست,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""ٹھیک ہے، مجھے تو لگتا تھا کہ تم اس میں شامlate ہو جاؤ گ",1,1,1,1,1,0,"""مجھے یقین ہے کہ تم اس تقریب میں شریک ہونا پسند کریں گے۔ بس",0,0,0,0,1,1,"""ٹھیک ہے یار، میں آؤں گا! تم نے کہا ہے تو پھر تو ضرور آنا ہے۔""",4,4,4,4,0,0,میری حمایت میں مطمئن ہو، آ جائے گا۔,0,0,0,0,3,0
147,High,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی چچا، میں ضرور آؤں گا۔ آپ کی بات کا بہت خیال رکھوں گا۔""",3,3,3,3,0,0,میں کہ رہunga، جس کی طرف سے دعوت ہوئی ہے۔,0,0,0,0,3,1,"""جی، چاہتا ہوں کہ آج وہاں جاؤں، لیکن مجھے یہ",1,1,1,1,1,1,"""جی ہاں، مجھے بہت خوشی ہوئی۔ میں بھی آؤں گا اور",3,3,3,3,0,0
148,Medium,ساتھی,ساتھی,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,میری طرف سے بہت س�کار، آafs میں کچھ جدید کام کرتے ہوں، آپ نے,0,0,0,0,3,0,"""شکریہ! میں کوشش کروں گا کہ وقت نکال سکوں۔ یہ بہت اچھا موقع ہوگا ملنے کا۔""",3,3,3,2,0,0,"""جی ہاں، مجھے بھی اس میں شامل کرنا چاہتا تھا."" (Answer)
'''
Answer: ""جی",1,1,1,0,0,0,"""جی ضرور، مجھے بھی جانا ہوگا، بتاؤ کون سی تقریب ہے اور کس کا",1,1,1,1,0,0
149,Low,دوست,دوست,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"""یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ ن�",0,0,0,0,4,2,"""چل یار، ڈھولکی تو چھوڑ، میں تو بس تمہاری چائے کی خاطر آ رہا ہوں!""",3,3,3,1,0,0,"""ٹھیک ہے، میں تو پہلے سے تیار تھا، بس ابھی کتنی جلدی؟ ا",2,2,2,2,1,0,یار، میری طرف سے بھی اسی طرح فکر کرتا ہوں، آگے بڑھنے کیل,0,0,0,0,3,0
150,High,سینئر,جونیئر,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,میری بات بھی اہم ہے، میں نے کچھ جدید فکریں بتائی ہیں جو,0,0,0,0,3,2,"""جی، بھائی صاحب، مجھے یقین ہے کہ وہاں جانے سے کوئی مسئل",1,1,1,1,1,1,"""جی بالکل، میں اپنی پوری کوشش کروں گا کہ وہاں موجود رہوں۔""",4,4,4,4,0,0,"""جی ہاں، مجھے کل کی تقریب میں شرکت کرنے کی ضرورت ہے.""

[Out] ""جی",3,3,3,2,0,0
151,High,طالب علم,استاد,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,جی بالکل، آپ سوال پوچھ سکتے ہیں۔,4,4,4,4,0,0,"""تمام طالب علموں کو، مجھے سمجھ میں لانا مشکل نہیں ہے، لیکن مجھ",0,0,0,0,3,0,"""جی، بے شک! کیا ہوا؟""",2,2,2,2,0,0,آپ کے لئے میری بہتری کی ضرورت ہے، لطفی سے بولیں جانے کیلئ,0,0,0,0,3,0
152,High,بیٹا,والد,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,میری تیزی سے پاس چلنا چاہئے، بیٹا۔ آج کی درخواست کو نہی,0,0,0,0,3,0,"""میں نے تمہاری بہت محنت دیکھی ہے اور مجھے یقین ہے",0,0,0,0,1,2,"""بیٹا، تمہیں معلوم ہے کہ باہر جانے کے لیے کچھ ذمہ داریاں بھی ہوتی ہیں۔ پہلے اپنے کام مکمل کرو، پھر میں سوچوں گا۔""",3,3,3,3,0,0,"""کوئی مسئلہ نہیں بیٹا، لیکن یہ تو میرا وعدہ تھا کہ آپ کو پ",2,2,2,1,0,0
153,High,بیٹی,والدہ,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,میں نے اسے پڑھائی ہے لیکن میں آپ کی طرف سے اجازت مانگنا چ,0,0,0,0,3,0,"""بیٹا، پہلے مجھے یہ بتاؤ کہ تم کس کے ساتھ جا رہی ہو اور کب واپس آؤ گی۔""",4,4,4,3,0,0,"""تمہاری عمر ابھی بہت کم ہے۔ تمہیں اس وقت یہاں رک کر پ�",1,1,1,1,1,0,"""جی بے، لیکن تم کو پابندی سے کچھ نہ کرو اور وقت پر واپس آ جاؤ، مجھے",1,1,1,1,0,0
154,Medium,ملازم,افسر,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,ملازم، میری زاوچ کے طے کرتے ہु� آپ کیا کام کر سکتے ہیں، لی,0,0,0,0,3,2,"""جی، یقیناً جائیے، بس ڈھلنے کا وقت ہے، مجھے بھی جلد",3,3,3,4,0,0,جی بالکل، اگر یہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ لیکن براہ کرم اپنے کام کا خیال رکھیں اور کل تک مکمل کر لیں۔,3,3,3,3,0,0,"""مجھے یقین ہے کہ آپ کوئی اور چیز کر رہے ہیں جو بہت",0,0,0,0,1,0
155,Low,دوست,دوست,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""ہاں یار، لے لو، کوئی بات نہیں!""",4,4,4,4,0,0,"""یار، میں نے تو ابھی آپ کو بتایا تھا کہ مجھے جلدی جانا پڑے گا",1,1,1,0,1,0,"""چلو چلو، چند منٹ کے لیے دے دیں، فون پر آوازیں سن کر گھبرا جاؤ�",0,0,0,0,3,1,چھوڑ دو، آسانی سے ملیں گے۔,0,0,0,0,3,0
156,Low,دوست,دوست,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,"""نہیں یار، بالکل نہیں! پوچھو، میں سننے کے لیے تیار ہوں۔""",4,4,4,4,0,0,"""کیوں نہیں؟ میں تمہاری بہترین مدد کرنے کے لئے تیار �",1,1,1,1,0,0,"""کیا ہوا، بتاؤ، میں کیا سوچتا ہوں اس پر!""",2,2,2,1,0,0,میں آپ کی بیانات کو مفہومت سے لیتا ہوں، برا تو نہیں نہ مانو,1,1,1,1,3,0
157,High,طالب علم,استاد,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,جی ہاں، آپ اپنی فائل جمع کرا سکتے ہیں۔ براہ کرم آگے آئیں۔,2,2,2,2,0,0,"""جی ہاں، طالب علم، آپ اس عمل کو مکمل کرنے کے لئے کلاس کے بعد مجھ سے",1,1,1,1,0,0,بلکہ، میری خواہش یہ ہے کہ صبح کل کے درس کے بعد فایل جمع کریں۔,2,2,2,1,0,0,"""کیا ہوا، بچے! ابھی کیا ہوگا؟ جب تک کلاس ختم نہیں",2,2,2,1,1,0
158,High,داماد,سسر,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""جی بھٹج، کیا ہوا؟ میں کچھ کام کروانے والا تھا، اب کہاں؟",0,0,0,0,1,0,"""جی بچہ، بتاؤ کیا ہوا ہے؟""
'''
Answer: 
''سسر: ""جی بچہ، بتا�",1,1,1,1,0,1,"""بیٹا، تمہیں میری اجازت ہے، بتاؤ کیا بات ہے؟""",2,2,2,2,0,0,ابا جی، میری خواہش یہ ہے کہ آپ مجھ سے پہلے بات کرتے ہوں۔,0,0,0,0,4,2
