ID,Topic,Power_Distance,Sensitivity,Register,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational _Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational _Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational _Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational _Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
126,Handling Criticism & Disagreements,High,Neutral,Informal,والدہ,بیٹی,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,"""میں سمجھتا ہوں، لیکن مجھے لگتا ہے کہ تم نے صحیح ن",1,1,1,1,3,2,"""ماں، مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ بہتر ہوگا۔""",3,3,3,3,0,0,"""ماں، مجھے لگتا ہے کہ تمہیں مجھ پر زیادہ زور دیتے �",0,0,0,0,4,3,مам، میری تائید کرنے کی کوشش کرتی ہوں لیکن تم نے مجھ سے کچھ پت,0,0,0,0,3,3
127,Handling Criticism & Disagreements,High,Neutral,Formal,سینئر,جونیئر,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,"""میں سمجھتا ہوں، مجھے یقین نہیں ہے کہ کیا مسئل",1,1,1,1,1,1,"""جی سر، میں ان خامیوں کو دور کرنے کی کوشش کروں گا۔ کیا آپ مجھے خاص طور پر ان مسائل کے بارے میں بتا سکتے ہیں؟""",3,3,3,2,0,0,میری کسی بات کی نکال نہیں سکتے ہیں، لطفان آپ کو کہاں پر مش,0,0,0,0,3,3,آپ نے دیکھا ہوگا کہ اس رپورٹ میں کچھ اعداد و شمار درست نہی�,1,1,1,0,2,2
128,Handling Criticism & Disagreements,Low,Positive,Informal,کزن,کزن,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,3,4,4,4,0,0,"""مجھے یقین نہیں آ رہا، تم میرے ساتھ کیوں اس حد تک سخت ہو",0,0,0,0,3,1,"""کیا واقعی؟ میں تو بس اپنی بات صاف صاف کہنا چاہتا ہوں۔""",2,2,2,2,1,0,میں کچھ اچھی طور سے نہیں ہو رہا ہوں، تم کیسے ہیں؟,0,0,0,0,2,1,نہیں بھائی، مجھے تو لگتا ہے کہ تم بھی اس سے کم نہی�,2,2,2,1,2,1
129,Handling Criticism & Disagreements,Medium,Negative,Formal,استاد,طالب علم,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,میری کوششوں میں کچھ نقصانہ ہو گئے جس لیے آپ نے ناراضی کیا,0,0,0,0,2,1,"""معاف کیجیے گا، استاد! میں اپنی غلطیوں سے سیکھنے کی کوشش کروں گا۔""",4,4,4,3,0,0,استاد صاحب، میں نے بہت کوشش کی ہے لیکن یہ کیا کروڑوں کا کام,1,1,1,1,2,1,"""مجھے افسوس ہے، میں اپنے بہترین انداز میں کام کرنے کی کوشش کر",3,3,4,2,0,0
130,Handling Criticism & Disagreements,Low,Negative,Informal,دوست,دوست,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,"""نہیں نہیں، یہ تو میرا بھی کچھ حصہ تھا، لیکن مجھے",1,1,1,1,1,1,"""یار، میں نے تو صرف اپنی طرف سے کوشش کی تھی، تم بھی تو اس میں شامل تھے۔""",2,2,2,2,1,0,ایک بار ایک بار مجھے بتاتے رہیں، میں کتنی ذمہ دار ہوں۔,0,0,0,0,3,3,"""تم نے یہ سب کیوں نہیں سنبھالا؟""
'''
Answer:
دوست: ""یہ سب تمہاری",1,1,1,0,4,2
131,Handling Criticism & Disagreements,High,Negative,Formal,والد,بیٹا,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""ابھی تو مجھے اپنے فیصلے کا کوئی نقصان نہیں ہوا، لیکن اگر آپ",0,0,0,0,4,3,"""میں نے سوچا کہ اس میں کوئی فرق نہیں پڑتا، اور مجھے ی",1,0,1,0,4,3,"""معاف کیجیے، ابو، میں نے سوچا تھا کہ شاید آپ کی بات کا خیال رکھوں گا، لیکن غلطی ہوگئی۔""",4,4,4,4,0,0,میں کہتا ہوں کہ میں کچھ مفید کام کرنا چاہتے ہیں، لیک,0,0,0,0,3,3
132,Handling Criticism & Disagreements,Medium,Neutral,Formal,ساتھی,ساتھی,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,"""کیا کیا ہوا، کیا مسئلہ ہے؟ اس پر بات کرنے کے لئے کچھ وقت",1,1,1,0,2,2,میری تائید ہے کہ میں اس فیصلے سے متفق نہیں ہوں۔,0,0,0,0,2,2,"""کیا کوئی دوسرا نقطہ نظر ہے؟""
'''
Answer: ""میں اس فیصلے سے متفق ن�",2,2,2,2,1,1,"""کیوں نہیں؟ کیا آپ اپنی وجوہات بتا سکتے ہیں؟""",2,3,2,2,1,0
133,Handling Criticism & Disagreements,High,Positive,Formal,تایا,بھتیجا,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,"""جی تایا، آپ بالکل صحیح فرما رہے ہیں۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔""",4,4,4,4,0,0,تایا جی، آپ کی بات سمجھ گئی لیکن مجھے کیا کرنا پڑتا ہے؟ وہ لوگ م,2,1,2,1,1,1,اب تک میری قسمت چاہئے تو میں نے کتنا تحمل کیا ہے۔ مجھے بتائیں,1,1,1,0,3,2,"""جی ہاں، میں سمجھتا ہوں۔ مجھے اپنے اعمال پر افسوس ہ",4,4,4,2,0,0
134,Handling Criticism & Disagreements,Low,Neutral,Informal,دوست,دوست,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,میں نے اس کام سے کچھ نہیں مالتا، وہ لوگ نیک طور پر کام کرتے تھ,0,0,0,0,3,2,"""کیا کرنا تھا؟ مجھے لگتا تھا کہ میں نے اپنی زندگی کا سب سے بڑ",1,1,1,0,2,1,"""ہاں یار، میں جانتا ہوں، لیکن کبھی کبھی خراب کام بھی مزے کا ہوتا ہے!""",4,3,4,3,0,0,"""نہیں، بس ایک معمولی چیز تھی.""

دوست: ""بس؟ تم نے مجھے بتایا تھا ک�",2,2,2,1,1,1
135,Handling Criticism & Disagreements,High,Negative,Formal,سینئر,جونیئر,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,میں اسے پہلے ہی سمجھ کر رکھنا چاہتا تھا، لیکن مجھے ل,1,1,1,1,2,2,"""میں اس کا پورا مطلب سمجھ نہیں پایا، براہ مہربانی مجھے وضاحت کری�",2,2,3,1,1,1,میری بابت کچھ مہربانی کرنے کی ضرورت تھی۔,0,0,0,0,3,3,"""میں معذرت خواہ ہوں، میں نے سوچا کہ یہ بات واضح کر دینا ضروری ہے تاکہ ہم سب سیکھ سکیں۔""",3,3,3,1,1,1
136,Invitation to Celebrations,Low,Positive,Informal,دوست,دوست,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,4,4,4,4,0,0,"""تمام خیر و عافیت!"" (Answer in English)
'''
Answer: ""تمام خیر و عافیت!"" (Answer in English)
'''",0,0,0,0,2,1,"""واہ، بہت مبارک ہو! میں ضرور آؤں گا، کیا وقت ہے؟""",2,4,4,2,1,0,میں کل آئے گا، میری بھی سالگرہ ہے۔,1,1,1,1,2,1,"""تھوڑی دیر پہلے آ جاؤ، میں اپنے بچوں کو چھوڑ کر جان",0,0,0,0,3,2
137,Invitation to Celebrations,Low,Neutral,Informal,دوست,دوست,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,بلایا، آنا چاہتا ہوں۔ کیا کسی نئے بھائی-ہوئی بھی آ رہ,1,1,1,0,1,1,"""جی ہاں، مجھے بہت اچھا لگتا ہے!"" <<1>> (فون کال کے",2,1,2,1,2,1,"""ہاں یار، کیوں نہیں! بہت مزہ آئے گا۔ کس وقت ملنا ہے؟""",3,2,3,2,1,0,"""جی، آج رات ضرور آنا ہے، تھوڑی دیر سے پہلے تو ہی آ",1,1,1,1,2,1
138,Invitation to Celebrations,High,Positive,Formal,چچا,بھتیجا,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,میری بہن کی شادی ہے اور میں اس کی جانب سے نہیں جائتا۔,0,0,0,0,3,3,"""جی ہاں، چچا جان!"" (Answer)
'''
Answer: ""جی ہاں، چچا جان!""
Reasoning: بھتی",1,1,1,1,1,0,"""چچا، میں ضرور آؤں گا! آپ کی باتوں کا انتظار رہے گا۔""",3,2,3,2,0,0,چھوٹے بھائی نے بتایا تھا کہ وہ شام سے گاڑی میں آئی,0,0,0,0,3,3
139,Invitation to Celebrations,High,Positive,Formal,خالہ,بھانجی,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,میں کہتا ہوں کہ محبت سے مدعو ہوئی ہوئی وہ میں لگتا ہے ک,0,0,0,0,3,3,"""خالہ، میں تو ضرور آؤں گی! بہت انتظار ہے اس دن کا۔""",4,3,4,3,0,0,"""خالہ جان، مجھے خوشی ہوئی کہ تم نے مجھے مدعو کیا ہے،",3,2,3,2,2,2,"""خالہ جان، مجھے افسوس ہے، لیکن میں کل واپسی کے لئے اپنے",2,2,2,1,1,0
140,Invitation to Celebrations,Medium,Neutral,Formal,پڑوسی,پڑوسی,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی تقریب کا انتظار رہے گا۔""",1,1,1,1,1,0,میری خواہش کئی بار کرنا چاہئے کہ آپ ضرور تشریف لائیں۔,0,0,0,0,3,3,"""جی، بہت خوشی ہوئی! کیا تقریب کی وجہ ہے؟ اور کس کا جشن ہ�",3,2,3,2,1,0,"""تمام تر مبارکباد! مجھے خوشی ہے کہ تم اس تقریب میں شرکت کرنے کے لیے",1,1,1,1,2,1
141,Invitation to Celebrations,Medium,Positive,Formal,استاد,طالب علم,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی، معزز استاد صاحب! میں ضرور آنگا، اللہ تعالیٰ کا شکر ہو کہ مجھے ی,1,1,1,1,1,0,"""جی، میں جانتا ہوں، مجھے بہت خوشی ہوتی ہے کہ می�",2,1,2,1,1,1,موقوف ہونے سے بھی خوشامد ہوں، آئے گا۔,0,0,0,0,3,3,"""جی استاد، میں کوشش کروں گا کہ وقت پر پہنچ سکوں۔""",2,2,2,2,0,0
142,Invitation to Celebrations,Low,Positive,Informal,کزن,کزن,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,"""یقیناً! مجھے بھی بہت دیر سے بتایا گیا تھا، لیکن میں نے",1,1,1,1,1,1,"""کیوں نہیں! مجھے تو بہت مزہ آئے گا۔ کس وقت چلنا ہے؟""",3,2,3,2,0,0,"""میری لڑکی، آپ کیا نہیں کرتی؟ کل ایک فنکشن بنائیں، تو بھی",0,0,0,0,3,2,"""جی، مجھے تو یقین ہے کہ وہاں میرے لئے کوئی دلچسپ",1,1,1,0,2,1
143,Invitation to Celebrations,Low,Negative,Informal,دوست,دوست,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,میری شرکت کیلئے آئے گا، میں بھی اسے کہ رہا ہوں۔,0,0,0,0,3,3,"""اچھا یار، میں ضرور آؤں گا! تمہاری خوشی کے لیے کچھ بھی کر سکتا ہوں۔""",3,3,3,3,0,0,"""نہیں یار، میں بھی جانتی ہوں کہ آپ کو یہ تقریب کا انتظار �",1,1,1,0,3,2,"""نہیں، میں نہیں جان سکتا."" <<-1>>1
Answer: ""میں نہیں",0,0,0,0,4,3
144,Invitation to Celebrations,High,Positive,Formal,سسر,داماد,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""جی سسر جان، مجھے خوشی ہوگی، لیکن مجھے یقین ہے کہ بیوی اور ب",2,2,2,2,1,1,"""جی ابو، میں ضرور آؤں گا۔ آپ کی دعوت کا انتظار رہے گا۔""",3,3,3,3,0,0,اب تک میں نہیں تھا، لیکن حال میں میں بڑھا ظہروं کے وسط ہ,0,0,0,0,3,3,"""جی ہاں، مجھے بہت خوشی ہوگی اگر میں اس دعوت میں شریک ہو",4,3,4,3,0,0
145,Invitation to Celebrations,High,Neutral,Formal,ساس,بہو,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی امی، میں ضرور آؤں گی۔ آپ کی تیاریوں میں مدد بھی کروں گی۔""",3,3,3,3,1,0,"""جی ہاں، مجھے یقین ہے کہ میں اس تقریب میں شرکت کرنا چاہ",2,2,2,2,1,1,"""جی ساس جان، مجھے خوش کرنے کی کوشش کریں گے؟ کیا وہاں کچھ خاص کام",2,2,2,0,1,1,میرے بیٹا، آپ کی دعوت سے بہت خوشی ہے، کل میں آئےں جس می,0,0,0,0,3,3
146,Invitation to Celebrations,Low,Negative,Informal,دوست,دوست,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""چلو، مجھے یقین ہے کہ وہ سب کچھ اچھا ہوگا، تمہ",1,1,1,0,2,1,"""نہیں، بس آ جاؤ! یہ ایک بار کی بات ہے!"" (اس کا نام) کہتے",0,0,0,0,3,2,"""ٹھیک ہے، میں آؤں گا! تم نے مجھے قائل کر لیا ہے۔""",2,2,2,2,0,0,میری حمایت میں آئیں گے، میں آپ کی نیازوں کے ذرعے کام کر,0,0,0,0,3,3
147,Invitation to Celebrations,High,Positive,Formal,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی چچا، میں ضرور آؤں گا! عید کی خوشیوں میں سب کے ساتھ ملنا بہت اچھا لگتا ہے۔""",4,4,4,4,0,0,میں آ آں گا، بابا۔,1,1,1,0,2,2,جی، چاہتا تھا کہ میں بھی آج۔ لیکن مجھے ایک اور کام تھا جو می�,2,1,1,1,1,0,"""جی، میں بھی آؤں گا۔ آپ کی دعوت سن کر خوشی ہوئی۔""
'''
narrative = """"""
ع",4,4,4,3,0,0
148,Invitation to Celebrations,Medium,Neutral,Formal,ساتھی,ساتھی,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,میری طرف سے بہت س�کر، آafs میں کیا چاہئے ہے؟ میں آئیں,1,1,1,0,2,1,"""ضرور، میں آؤں گا! یہ اچھا موقع ہوگا سب سے ملنے کا۔""",4,2,4,2,1,0,"""جی ہاں، مجھے یقین ہے کہ میں اسے نہیں چھو�",2,2,2,0,1,1,"""جی، مجھے تو یقین ہے کہ میں جاؤں گا، لیکن کیا وہاں",2,2,2,2,0,0
149,Invitation to Celebrations,Low,Positive,Informal,دوست,دوست,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"""میرے دوست، مجھے واقعی اس تقریب میں شامل ہونے کی ضرورت ہے! یہ ایک موقع",1,1,1,1,1,0,"""بھائی، ڈھولکی تو بہت مزے کی ہوتی ہے، لیکن میری تو آج کل نیند پوری کرنے کی ضرورت ہے! مگر تمہاری خاطر آؤں گا، بس",3,2,3,2,0,1,"""ٹھیک ہے، میرے ساتھی! مجھے تو یہی پتہ تھا کہ تم ب",1,1,1,1,2,1,"""یار، میری طرف سے بھی کچھ بہانہ نہیں، آگے بڑھنے کا وقت ہے",2,2,2,2,1,0
150,Invitation to Celebrations,High,Negative,Formal,سینئر,جونیئر,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,میری باندھنی کام کی وجہ سے م نہیں پہنچ سکتا۔,0,0,0,0,3,3,جی، بھائی جان، مجھے یقین ہے کہ وہاں میرا حصہ لینے س�,1,1,1,0,2,2,"""جی بالکل، میں کوشش کروں گا کہ وہاں موجود رہوں۔""",4,3,4,3,0,0,"""میں کل حاضر ہوں گا، سینئر.""

[Output] ""میں کل حاضر ہوں گا، سینئر",4,3,4,3,0,0
151,Asking for Permission,High,Positive,Formal,طالب علم,استاد,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,جی بالکل، آپ سوال پوچھ سکتے ہیں۔ کیا جاننا چاہتے ہیں؟,3,3,3,3,0,0,"""تمام، بہترین سوالات کے لئے تیار رہو.""

طالب علم:
""اس بارے میں کیا خیال",1,1,1,0,2,1,"""جی ضرور، بچہ! کیا پوچھنا ہے؟""",3,2,3,2,1,0,آپ کیسے مدد کرتا ہوں؟ پوچھیں جس سے میری کمپیٹنسی کو بڑ,1,1,1,1,2,1
152,Asking for Permission,High,Neutral,Formal,بیٹا,والد,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,ابو، میرے بیٹا، آپ کیلئے خوشی ہے لیکن آپ کی عمر کے واقعیت,0,0,0,0,3,3,"""تمہاری عمر ابھی بہت چھوٹی ہے۔ تمہیں اسکول اور پڑھ",1,1,1,0,3,2,"""بیٹا، تمہیں کس وقت واپس آنا ہے؟ اور کہاں جا رہے ہو؟""",2,2,2,2,0,0,"""جی، بے شک، لیکن صرف ایک یا دو دن کے لئے اور یہاں پر کسی کو بتا کر کہ",4,4,4,2,0,0
153,Asking for Permission,High,Positive,Informal,بیٹی,والدہ,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,میں آپ کیلئے اجازت دیں گي، لیکن پہلے آپ نے کیسے ملاقات کرت,0,0,0,0,3,3,"""بیٹا، کس کے گھر جا رہی ہو؟ اور کتنی دیر رہو گی؟""",1,1,1,1,0,0,"""جی ہاں، بس اس کی ماں کو مطلع کرنا ہے۔ تمہاری دوست کے گھر جان�",2,2,2,2,0,0,"""جی بچی، تو جاسکتی ہیں، لیکن پہلے مجھے بتا کہ وہ کون سی",2,2,2,2,2,1
154,Asking for Permission,Medium,Neutral,Formal,ملازم,افسر,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,ملازم، آپ کی وجہ سے میری اجازت ہے، لیکن میں نے کام کے ذریعے ک,0,0,0,0,3,3,"""جی، آپ بہتر ہیں، مجھے ملکہ کا کچھ کام کرنا ہے اور می�",1,1,1,0,2,2,جی بالکل، آپ جا سکتے ہیں۔ بس یہ یقینی بنائیں کہ آپ کے تمام کام مکمل ہیں۔,4,4,4,4,0,0,"""مجھے افسوس ہے، لیکن آپ کو کام پر موجود رہنا چاہئے. اگر آپ کو کسی اور چیز",1,1,1,0,3,2
155,Asking for Permission,Low,Positive,Informal,دوست,دوست,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""ہاں یار، لے لو، لیکن جلدی واپس کر دینا۔""",3,3,3,3,1,0,"""یقیناً! بس چند منٹ کے لیے۔""
'''
### English
You are playing the role of a friend. Generate a natural English response that fits",1,1,1,1,1,0,"""کیوں یار؟ ابھی تو تھوڑا سا عرصہ ہی گزرا ہے، چلو",1,1,1,0,2,1,یار، میری بائیک آج نہیں ہے، لیکن میں آپ کی جانب تیار ہوں۔,1,1,1,0,2,1
156,Asking for Permission,Low,Neutral,Informal,دوست,دوست,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,نہیں یار، برا کیوں مانوں گا؟ پوچھو، میں سننے کے لیے تیار ہوں۔,4,4,4,4,0,0,"""جی ہاں، بلاشبہ، مجھے یقین ہے کہ تم اس بارے میں کوئ",2,2,2,1,1,0,"""کیا ہوا، بتاؤ! میں کیا سوچتا ہوں اس پر؟""",3,3,4,1,0,0,میں آپ کی خواہشون کو میٹ رہا ہوں، لیکن برا بھی مان سکتا,1,1,1,0,2,1
157,Asking for Permission,High,Neutral,Formal,طالب علم,استاد,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,جی بالکل، آپ اپنی فائل ابھی جمع کر سکتے ہیں۔,3,3,3,3,1,0,"""جی ہاں، یہ ضروری ہے کہ آپ اپنے کام کو مکمل کریں اور اسے مج",1,1,1,1,0,0,بلے، بچہ، آپ نے کام کیا جانے کے لیے اجازت لیں۔ فایل جمع کریں,0,0,0,0,3,3,"""جی، بچو! ابھی جاؤ اور اپنے کمرے پر چلے جائیے، میرے پاس وقت",1,1,1,0,3,2
158,Asking for Permission,High,Positive,Formal,داماد,سسر,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""جی بھٹک، کیا ہوا؟ میں نے سمجھا کہ تم اچانک آنے والے ن�",0,0,0,0,2,2,"""تمام!"" [فوری طور پر] ""کیا مسئلہ ہے؟""
'''
The speaker is playing the role of the father-in-law (saser).",1,1,1,0,2,2,"""بیٹا، بالکل، کیا بات ہے؟ تم بے جھجک بتاؤ۔""",4,4,4,4,0,0,ابا جی، میں آپ کے لیے پڑھتے تھے۔ کیسے چلیں؟,0,0,0,0,3,3
