ID,Judge,A,B,C,D
144,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
145,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
146,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
147,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
148,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
149,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
150,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
151,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
152,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
153,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
154,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
155,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
156,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
157,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
158,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
159,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
160,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
161,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
162,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
163,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
164,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
165,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
166,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
167,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
168,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
169,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
170,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
171,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
172,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
173,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
174,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
175,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
176,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
177,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
178,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
179,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
180,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
181,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
182,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
183,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
184,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
185,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
186,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
187,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
188,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
189,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
190,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
191,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
192,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
193,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
194,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
195,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
196,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
197,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
198,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
199,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
200,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
201,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
202,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
203,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
204,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
205,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
206,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
207,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
208,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
209,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
210,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
211,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
212,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
213,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
214,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
215,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
216,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
217,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
218,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
219,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
220,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
221,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
222,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
223,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
224,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
225,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
226,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
227,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
228,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
229,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
230,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
231,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
232,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
233,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
234,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
235,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
236,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
237,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
238,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
239,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
240,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
241,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
242,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
243,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
244,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
245,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
246,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
247,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
248,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
249,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
250,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
251,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
252,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
253,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
254,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
255,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
