ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
125,دوست,دوست,Low,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,,,,,,,"""جب کہ یہی غلطی ہے، لیکن آپ کی تنقید بہت مفید ہے۔ میں ا",3,3,3,3,0,0,"""جی، میں سمجھ گیا کہ یہ میرا رواج ہے، لیکن مجھے بتایا کرو ک",2,2,2,2,0,0,"""میں سمجھتا ہوں کہ مجھے اپنی غلطیوں پر غور کرنا چاہیے، شکریہ کہ تم نے مجھے یاد دلایا۔""",0,0,0,0,0,0,"""میرے دوست، میں نے یہ غلطی بار بار کی ہے، مگر اب میں نے یہ سم",2,2,2,2,0,0
126,والدہ,بیٹی,High,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,,,,,,,"""والدین جان، میں آپ کی بہت شکریہ کرتا ہوں لیکن میری بات می",2,2,2,2,0,0,"""امی، مجھے افسوس ہے کہ میں نے آپ کی توقعات پر پورا نہیں اترا۔ میں کوشش کروں گا کہ آئندہ بہتر رہوں۔""",3,3,3,3,0,1,"""امی، مجھے کہیں سمجھ میں نہیں آیا کہ آپ کے کیا کہنا ت",1,1,1,0,0,0,"""والدہ جان، مجھے واقعی افسوس ہوا، مگر میں نے آپ کی بات سمجھی تھی۔",1,1,1,0,0,1
127,سینئر,جونیئر,High,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,,,,,,,"""آپ کی نشاندہی کا شکریہ، میں آپ کی تجاویز کے مطابق ان مسائل",2,2,2,2,0,0,"""آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ",3,3,3,3,0,0,"""جی، آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان خامیوں پر کام ک",2,2,2,2,0,0,"""آپ کی نشاندہی کا شکریہ، میں ان خامیوں کو جلد درست کر دوں گا۔""",2,2,2,2,0,0
128,کزن,کزن,Low,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,,,,,,,"""بس یار، کبھی کبھی ایسا ہو جاتا ہے۔""",1,1,1,1,0,0,"""جی یار، مجھے تو صرف باتوں کا سچا رخ دکھایا کرتا ہے، کسی کو کوئ",3,3,3,3,0,0,"""آپ کی نشاندہی کا شکریہ، لیکن میں کچھ کم کرکے کام کری",1,1,1,1,0,0,"""جی یار، مگر زندگی میں کبھی کبھی سخت فیصلے کرنا پڑتے ہیں، بس",1,1,1,0,0,0
129,استاد,طالب علم,Medium,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,,,,,,,"""استاد صاحب، مجھے افسوس ہے کہ میں آپ کی توقعات پر پورا نہ اتری۔ میں",2,2,2,2,0,0,"""سر، مجھے آپ کی توقع سے زیادہ کوشش کرنے کی کوشش کرتے ہوئے ب�",4,4,4,4,0,0,"""استاد جان، میں آپ کی ترجیحات کو بھی ملاحظہ کر رہا ہوں، لیکن",1,1,1,0,0,0,"""سر، میں اپنی غلطیوں سے سیکھنے کی کوشش کروں گا اور آئندہ بہتر کارکردگی دکھانے کی پوری کوشش کروں گا۔""",2,2,2,0,0,0
130,دوست,دوست,Low,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,,,,,,,"""جبکہ میں بھی مسئلے کا مشارکت کر رہا تھا، لیکن تم نے میری جانب",2,2,2,2,0,0,"""نہیں یار، یہ سب کچھ ہماری مشترکہ کوششوں کا نتیجہ ہ",2,2,2,1,0,0,"""دوست، سچی بات یہ ہے کہ میں نے اپنے فیصلے سے یہ سب ک",0,0,0,0,0,0,"""یار، یہ تو صحیح نہیں ہے۔ ہم سب نے مل کر کام کیا ہے، اس میں صرف میری ذمہ داری نہیں ہے۔""",1,1,1,0,0,0
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""والد جان، میں نے اس کام کیا ہے لیکن آپ کی ناراضی کے بارے می",1,1,1,1,0,0,"""ابا، مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ ٹھیک ہے، آئندہ دھیان رکھوں گا۔""",1,1,1,1,0,0,"""بابا، مجھے آپ کی نصیحت یاد تھی، لیکن مجھے پتہ نہ تھا کہ یہ",3,3,3,3,0,0,"""والد صاحب، مجھے افسوس ہے، مگر میں نے سوچا کہ یہ کام بہترین",1,1,1,1,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,,,,,,,"""جی، بات سمجھی۔ کیا ہوا جس پر آپ اختلاف کر رہے ہیں وہ کیا �",2,2,2,2,0,0,"""آپ کی نظر کا شکریہ۔ میں بھی اس کے بارے میں کچھ ملاحظے کر ر",1,1,1,1,0,0,"""آپ کا نقطہ نظر سمجھتا ہوں، لیکن کیا ہم اس پر مزید بات کر سکتے ہیں تاکہ بہتر حل تلاش کر سکیں؟""",2,2,2,2,0,0,"""آپ کی رائے کا شکریہ۔ ہماری کمیٹی نے اس فیصلے پر احتیاط سے غور",4,4,4,4,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,,,,,,,"""جی، آپ کی نصیحت درست ہے۔ مستقبل میں میں اپنی زبان پر زیادہ احتیاط برتاؤ کرنا",4,4,4,4,0,0,"""جی، میں اس کے لیے شکریہ۔ آپ کی مشورہ کا اہمیت کو میں ج",2,2,2,2,0,0,"""جی، آپ کی بات بہت درست ہے، چاہے مجھے کچھ دیر لگے، لیکن اب",1,1,1,1,0,0,"""جی تایا، آپ بالکل درست فرما رہے ہیں۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔""",2,2,2,2,0,0
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,,,,,,,"""یار، تم تو کیا کہہ رہے ہو؟""",1,1,1,1,0,0,"""ہاہاہا، تم تو ہمیشہ ہی مذاق کرتے ہو، لیکن میں جانتا ہوں کہ تمہیں میری محنت پسند ہے!""",1,1,1,1,0,0,"""جی، یہ تو بہت ہی خراب تھا۔""",2,2,2,2,0,0,"""جبکہ میں اس کو میلنے کی کوشش کر رہا تھا، لیکن یہ حقیقت",1,1,1,1,0,0
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,,,,,,,"""سر، میں معذرت خواہ ہوں، یہ میری غلطی ہے اور میں اس سے سبق سیکھوں گا۔""",1,1,1,1,0,0,"""آپ کی بہت مہربانی، مگر میں نے یہ غلطی کسی کو بتانے کے بجائ�",1,1,1,1,0,0,"""جب کہ میں بھی بہت مضبوط ہوتا ہوں، لیکن آپ کی جانب سے مہربان",2,2,2,2,0,0,"""جی، آپ کی نشاندہی کا شکریہ۔ میں اس غلطی کے لیے اپنی ذمہ داری قب",4,4,4,4,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,,,,,,,"""بہت مبارک ہو! ان شاء اللہ میں ضرور آؤں گا۔""",2,2,2,2,0,0,"""شکریہ یار، میں کل آئیں گی۔""",4,4,4,4,0,0,"""ارے یار، تمہیں مبارک ہو، مجھے بھی ضرور آنا ہوگا۔""",1,1,1,1,0,1,"""ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔""",2,2,2,2,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,,,,,,,"""جی، یقیناً آنا ہوں گا۔ کیا کیا کر رہے ہو?""",2,2,2,2,0,0,"""جی، میں ضرور آؤں گا، بس آپ کی دعوت کا شکریہ۔""",2,2,2,2,0,0,"""آئیں گے، بھائی۔ میں آج کی پارٹی کے لیے آؤں گا۔""",3,3,3,3,0,0,"""یار، آج رات تو کچھ اور مصروفیت ہے، لیکن اگلی بار ضرور آؤں گا!""",2,2,2,2,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,,,,,,,"""جی چچا جان، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",1,1,1,1,0,0,"""چچا جان، آپ کی بہت مہربانی، مگر آپ کو مطمئن کریں، میں ض",2,2,2,2,0,0,"""جی چچا جان، آپ کی دعوت پر ضرور آنا، مگر ابھی کچھ کام باقی ہیں، آپ کا بھ",3,3,3,3,0,0,"""چچا جان، آپ کی محبت کا شکریہ، ان شاء اللہ میں ضرور آؤں گا۔""",2,2,2,2,0,0
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی خالہ جان، مجھے بہت خوشی ہوگی، ضرور آنا۔""",2,2,2,2,0,0,"""جی، خالہ جان، ضرور آں گوں۔""",3,3,3,3,0,0,"""خالہ جان، آپ کی بہت مہربانی، مگر مجھے افسوس ہے، میں کل و�",3,3,3,3,0,0,"""خالہ، بہت شکریہ! ان شاء اللہ میں ضرور آؤں گی۔""",2,2,2,2,0,0
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,,,,,,,"""جی، آپ کی دعوت کا شکریہ۔ میں ضرور آؤں گا، آپ کی دعوت کا انتظار کر رہا",3,3,3,3,0,0,"""جی، میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، میں ضرور آں گا۔ ممنون۔""",2,2,2,2,0,0,"""شکریہ! میں کوشش کروں گا کہ وقت نکال سکوں۔""",2,2,2,2,0,0
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,,,,,,,"""جی سر، میں کوشش کروں گا کہ ضرور آؤں۔""",2,2,2,2,0,0,"""جی سر، کل ضرور آئیں گا، آپ کی دعوت کا شکریہ۔""",3,3,3,3,0,0,"""جی استاد، کل ضرور آؤں گا۔""",2,2,2,2,0,0,"""جی، مرسلاً آئیں گے۔ شکریہ کل تقریب کی۔""",3,3,3,3,0,0
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,,,,,,,"""جی، میں بھی چلوں گا، بس ابھی کچھ دیر انتظار کرنا ہوگا۔""",2,2,2,2,0,0,"""جی، یقیناً چلوں گا، تمہیں ضرور کوشش کرو گا کہ میں کھان�",3,3,3,3,0,0,"""بہت شکریہ! مگر مجھے کل کچھ اور مصروفیات ہیں، اس لیے نہیں جا سکوں گا۔""",2,2,2,1,0,0,"""بہت مبارک ہو، میں بھی ساتھ چلیں گی۔""",2,2,2,2,0,0
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,,,,,,,"""بھائی، میں آ آیا گا، لیکن آج کے کام کے دوران میں آئیں گ",2,2,2,2,0,0,"""بہت خوب، یار!"" (Answer in English)",4,4,4,4,0,0,"""یار، تمہیں یقین ہو کہ میں ضرور آجاؤں گا۔ بس ابھی ک",2,2,2,1,0,0,"""نہیں یار، تم ناراض نہ ہونا، میں ضرور آؤں گا!""",2,2,2,2,0,0
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,,,,,,,"""جی، سر، میں ضرور آؤں گا۔""",2,2,2,2,0,1,"""جی ابو، ان شاء اللہ میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، والدہ جی، آپ کی دعوت پر ضرور آؤں گا۔""",2,2,2,2,0,0,"""جی، میں آ آں گوں۔ بہت مبارک ہوں۔""",2,3,3,2,0,1
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی، امی، میں ضرور آؤں گا۔ آپ کی دعوت کا شکریہ!""",3,3,3,3,0,0,"""جی ساس، میں کوشش کروں گی کہ ضرور آ سکوں۔""",3,3,3,3,0,1,"""جی، میں آئیں گے، کل مہربانی ہو گئی ہے۔""",3,3,3,3,0,1,"""جی اماں، کل ضرور آؤں گا۔""",2,2,2,2,0,0
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,,,,,,,"""یار، میں کوشش کروں گا، مگر کچھ مصروفیات ہیں، ان شاء اللہ اگر ہو سکا تو ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، آ جاؤں گوں، کوئی بہانہ نہیں چلے گا۔""",2,2,2,2,0,0,"""دوست، بس تمہاری بہت مہربانی، مگر میں نے پہلے ہی دوسری",3,3,3,3,0,0,"""یار، تمہیں یقیناً جانا ہوگا، بس کچھ دیر پھر آجاؤں گ",3,2,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,,,,,,,"""جی، میں ضرور آؤں گا۔ عید کی خوشی میں سب اکٹھے ہونا ہماری روای",3,3,3,3,0,1,"""جی چچا، ان شاء اللہ میں ضرور آؤں گا۔ عید کی ملاقات کا انتظار رہے گا!""",2,2,2,2,0,0,"""جی، امی، میں ضرور آؤں گا، اللہ تعالیٰ تم سب کو عید کی مبارکباد فرماے۔",3,3,3,3,0,1,"""جی، میں ضرور آں گوں۔ عید کی خوشی میں آپ کے ساتھ ہونے کی",3,3,3,3,0,0
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,,,,,,,"""جی، بہت ضرور، آپ کی دعوت کا شکریہ۔ مگر مجھے پہلے یہ معلوم کر",3,3,3,3,0,0,"""جی، میں ضرور آئی گی۔ آفس کی خوشی میں میں آپ کے ساتھ ہو",3,3,3,3,0,0,"""جی، میں ضرور آؤں گا۔""",2,2,2,1,0,0,"""شکریہ! میں کوشش کروں گا کہ وقت نکال سکوں۔""",3,3,3,3,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,,,,,,,"""یار، میں کوشش کروں گا، لیکن اگر نہ آ سکا تو تم مجھے معاف کرنا۔""",2,2,2,2,0,0,"""یار، تمہیں بھی کچھ کام ہیں، میں بھی آج ضرور آنا چاہ",3,3,3,3,0,0,"""بھائی، میں آ آں گا، کوئی بہانہ نہیں۔ مزاحیہ میں شرک",3,3,3,3,0,0,"""بہت خوب، یار، بس ابھی کچھ دیر ہو گئی تھی، بس ابھی آ جاؤں",1,1,1,1,0,1
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,,,,,,,"""سر، میں کوشش کروں گا کہ وقت نکال سکوں، مگر کچھ ذاتی مصروفیات ہیں۔""",2,2,2,2,0,0,"""جی سر، کل ضرور حاضر ہوں گا۔""",3,3,3,3,0,0,"""جی، میں کل کی تقریب میں آں گا۔ آپ کی مہربانی میں شکری",4,4,4,4,0,0,"""جی، کل ضرور حاضر ہوں گا۔ آپ کی سفارش پر میں ضرور موجود رہوں گا۔""",3,3,3,3,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,,,,,,,"""جی، پوچھیے، مجھے بتائیے کہ کیا ہوا۔""",4,4,4,4,0,1,"""جی، پوچھیں گے۔ میں آپ کی کمپیوٹر کے بارے میں وضاحت ک",3,3,3,3,0,0,"""جی سر، آپ براہ کرم سوال پوچھیں۔""",4,4,4,4,0,0,"""جی، پوچھنے کے لیے آزاد ہوں۔""",2,2,2,1,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,,,,,,,"""جی، میں آپ کی اجازت دیتا ہوں، لیکن آپ کی صحت کے بارے میں",2,2,2,2,0,0,"""جی ابو، اگر آپ کی اجازت ہو تو میں ضرور جا سکتا ہوں۔""",2,2,2,2,0,0,"""جی بیٹا، صرف کچھ وقت کے لیے، پھر واپس آ جاؤ۔""",2,2,2,0,0,1,"""جی، ابھی جانا ہو سکتی ہے، لیکن کچھ دیر بعد واپس آئیے۔""",3,3,3,3,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,,,,,,,"""جی بیٹی، آج کے لیے ضرور جا سکتی ہو، لیکن کچھ دیر کے لیے اور ف",0,0,0,0,0,1,"""جی بیٹا، مگر جلدی واپس آنا۔""",2,2,2,2,0,0,"""امی، آپ کی اجازت مانگنے کی جارہی ہیں۔ کہا جاے گا۔""",2,2,2,2,0,0,"""جی بیٹی، بس تمہاری دوست کے گھر جا کر واپس آ جاؤ۔""",2,2,2,2,0,0
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,,,,,,,"""جی سر، اگر ممکن ہو تو میں جلدی نکل جاؤں گا۔""",2,2,2,2,0,0,"""جی، اگر ضروری ہے تو جا سکتے ہیں۔ لیکن کوشش کریں کہ آگے",2,2,2,0,0,0,"""جی، اگر ضرورت ہو تو آپ جلدی جا سکتے ہیں۔ صرف یاد رکھیے کہ آئ",3,3,3,3,0,0,"""جی، اگر ممکنہ ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کیजی",3,3,3,3,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,,,,,,,"""بہت مبارک ہو، یار۔ ذرا اپنی بائیک دے دیں گے۔""",3,3,3,3,0,0,"""یار، مجھے معاف کرنا، مگر میں آج بائیک نہیں دے سکتا۔""",1,1,1,1,0,0,"""جی یار، بائیک دے دو، میں بھی جلد آ جاؤں گا۔""",2,2,2,2,0,0,"""بہت معاف، یار، بس ابھی آپ کی بائیک مانگ رہے تھے۔""",2,2,2,0,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,,,,,,,"""نہیں یار، پوچھو، میں سننے کے لیے تیار ہوں۔""",4,4,4,4,0,0,"""جی، برا ہوں گے۔ پوچھو، کیا میں کسی مسئلے میں کچھ نہ",2,2,2,2,0,0,"""جی، بس ایک سوال پوچھنا تھا، بس اتنا۔""",2,2,2,2,0,0,"""جی، بتاؤ، میں سنتا ہوں۔""",2,2,2,1,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,,,,,,,"""جی، اگر ضروری ہے تو جا سکتے ہیں۔ کوشش کیجیے کہ ایسے کام",2,2,2,2,0,0,"""جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کی",2,2,2,2,0,0,"""جی، آپ جمع کر سکتے ہیں۔""",2,2,2,2,0,0,"""جی، آپ کی اجازت کے بعد فайл جمع کریں۔ آئندہ کوشش کیजیے کہ اس ک",3,3,3,3,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,,,,,,,"""جی بیٹا، کیا ہوا؟""",2,2,2,2,0,0,"""جبتے ہوئے آپ کو بات کرنا چاہतی ہوں، اب آپ کی اجازت کی",2,2,2,1,0,0,"""جی بیٹا، میں سن رہا ہوں، آپ بتائیں۔""",4,4,4,4,0,0,"""جی بیٹا، بس ابا جی سے ایک بات کرنی تھی۔""",1,1,1,0,0,0
159,بہو,ساس,High,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,,,,,,,"""جی، بہت محسوس ہوں۔ تھوڑی دیر آرام کرنا چاہتا ہوں۔""",2,2,2,2,0,1,"""جی امی، آپ کو کوئی اور کام نہیں تو میں آرام کر سکتی ہوں۔""",3,3,3,3,0,0,"""جی امی، میں تھوڑی دیر آرام کر لوں گی، آپ فکر نہ کریں۔""",2,2,2,1,0,1,"""جی بیٹا، تم آرام کرو۔""",3,3,3,3,0,0
160,جونیئر,سینئر,Medium,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,,,,,,,"""جی، یہ فائل لے آؤں اور اسے میرے پاس رکھیں۔""",3,3,3,3,0,0,"""جی، یہاں ہے، میں اس پر کام کر رہا ہوں۔""",2,2,2,2,0,0,"""جی، مونیں آپ کی ہدایتوں سے فائدہ بولیں۔""",1,1,1,1,0,0,"""جی، آپ لے آئیں، مجھے اس کی ضرورت ہے۔""",3,3,3,3,0,0
