ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
123,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,,,,,,,"""کیا آپ اس پر یقین کر سکتے ہیں؟ میں نے تو اپنی صلاحیتوں کے مط",,,,,,,"'''
Your father is pointing out an error in your work.",,,,,,,"""معاف کیجیے گا، میں نے دھیان نہیں دیا۔ میں اسے درست کر دوں گا۔""",,,,,,,اب تک کیا کرتے ہیں؟ میری کمیزے کو بھی دیکھ لیں۔,,,,,,
124,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,,,,,,,"'''
The user and their friend are having a discussion on a problem's solution, and they do not agree with the user's proposed idea.",,,,,,,میرے دوست کا خیال ہے یہ آئیڈیا بہت مفید ہو سکتی ہے۔,,,,,,,"""کیوں؟ اس میں کیا نقصان ہے؟""",,,,,,,"""کیوں نہیں؟ کیا آپ کو لگتا ہے کہ کوئی اور طریقہ بہتر ہو سکتا ہے؟""",,,,,,
125,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,,,,,,,تیری رویے میں کچھ ترقی نہیں ہو رہی ہے۔,,,,,,,"""ارے، تم نے مجھے بے وقوف سمجھ لیا، میں تو صرف توجہ دلانے کی کوش",,,,,,,"""میں معذرت خواہ ہوں، میں اس پر غور کروں گا۔""",,,,,,,"#### ""You always make this mistake."" ####
Answer: تم ہمیشہ یہی غلطی کرتے ہو۔
Answer:",,,,,,
126,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,,,,,,,میں کہتا ہوں کہ میں آپ کی بات کچھ ماننے کی کوشش کرتا ہوں,,,,,,,"""مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ بہتر ہے۔ میں آپ کی بات سمجھنے کی کوشش کروں گا۔""",,,,,,,"""کیوں، ماں؟ میں نے تو سمجھ لیا تھا کہ آپ کو یہ بہت اچھ",,,,,,,"'''
The user's mother is expressing disappointment in their behavior regarding an issue.",,,,,,
127,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,,,,,,,ایسے مسائل موجود ہونے کی وجہ سے ایک مختصر فحصہ کرنا ضروری ہے۔,,,,,,,"'''
Answer: ""نہیں، یہ درست نہیں ہے.""",,,,,,,جن مسائل کو دیکھتے ہوئے، یہ رپورٹ مکمل طور پر درست نہیں ہو سکتی,,,,,,,"""آپ کی رائے کا شکریہ، میں ان خامیوں کو دور کرنے کی کوشش کروں گا۔""",,,,,,
128,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,,,,,,,"""شاید، لیکن میں بس اپنی بات واضح کرنا چاہتا ہوں۔""",,,,,,,"""نہیں بھائی، مجھے تو لگتا ہے کہ تم میرے ساتھ نہی�",,,,,,,میں نے اس کی کچھ باتیں بتائی ہیں جس کی وجہ سے وہ میری قواعد ک,,,,,,,"''کیا کوئی مسئلہ ہے؟''
''نہیں، بس ایک لمحہ تھا.''
''ب�",,,,,,
129,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,,,,,,,"'''
I didn't expect this quality of work.",,,,,,,"""آپ کو یہ سمجھنا چاہئیے کہ میں بھی اپنی صلاحیتوں سے کام",,,,,,,ستاد، میری کارکردگی کو ایسا نہیں دیکھتے جس طور پر آپ نے ذکر,,,,,,,میں اپنی غلطیوں کے لیے معذرت خواہ ہوں اور وعدہ کرتا ہوں کہ آئندہ بہتر کارکردگی دکھاؤں گا۔,,,,,,
130,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,,,,,,,ذمہ داری مجھے بھی مل گئی ہے۔,,,,,,,"""نہیں، یہ تو میں نے بھی اپنی جانب سے کوشش کی تھی، لیکن کچ",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""لیکن میں نے تو صرف اپنی رائے دی تھی، باقی سب نے مل کر فیصلہ کیا تھا۔""",,,,,,
131,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,میرے والد کو اس کام کے بارے میں ناراضی ہے جس سے مجھے پہلے کہا,,,,,,,"""مجھے معاف کریں، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",,,,,,,"""کوئی بات نہیں، آپ کو اپنی مرضی کے مطابق کام کرنے کی اجازت ہے، لیکن",,,,,,,''',,,,,,
132,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,,,,,,,"""کیا آپ کو یہ فیصلہ کیوں پسند نہیں آ رہا؟ کیا آپ کا کچھ نقط",,,,,,,میری وجہ بہت سادہ ہے، میں اس موضوع پر کچھ دلائل سے مطمئن نہیں۔,,,,,,,"""آپ کی رائے کا احترام کرتا ہوں، کیا آپ اپنی تشویشات ہمارے ساتھ شیئر کر سکتے ہیں؟""",,,,,,,"'''
A colleague expresses opposition to a proposed decision during a meeting.",,,,,,
133,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,,,,,,,"'''
# Generate a natural Urdu response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",,,,,,,اب تک صبر کرنا چاہئے، میریلی پڑنتے ہیں جس کے بعد کام لگنے وال,,,,,,,تایا جی، وہ تو کچھ باتیں جو تم نے کہیں وہ مجھے بہت پری,,,,,,,"""جی تایا، آپ بالکل صحیح فرما رہے ہیں۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔""",,,,,,
134,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,,,,,,,"""کیا کرنا تھا؟ مجھے پتہ نہیں کہ تم اس سے زیادہ اچھا کام ک",,,,,,,"""ہاں یار، میں جانتا ہوں، لیکن کوشش کر رہا ہوں کہ بہتر ہو جاؤں!""",,,,,,,,,,,,,,میں نے اس کام کو دیکھا تھا، لیکن تم نے کچھ بہتر بنانے کی کوش,,,,,,
135,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,,,,,,,"""میں معذرت خواہ ہوں، میں نے اس بات کا خیال نہیں رکھا۔""",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,یہ غلطی سب کے سامنے نہیں ہونی چاہئی تھی، لیکن اس کو آ,,,,,,,"""آپ کا کہنا کہ یہ غلطی سب کے سامنے نہیں ہونے دی جان",,,,,,
136,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی سالگرہ مبارک ہو!""",,,,,,,میں کل سالگرہ کے لئے بھی آ رہا ہوں۔,,,,,,,"""میں بھی آئیں گا، لیکن مجھے پتہ نہیں کہ تمہارے",,,,,,,"'''
Your friend invites you to attend an event celebrating a special occasion.",,,,,,
137,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,,,,,,,"""جی، میں آئیں گا، بتاؤ کیا ہو رہا ہے وہاں?""",,,,,,,"Answer: ""جی ہاں، مجھے بہت اچھا لگتا ہے!"" (فارمولائی جواب)",,,,,,,بلایں، میں آاؤں۔,,,,,,,"""ہاں، کیوں نہیں! بہت مزہ آئے گا۔""",,,,,,
138,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,,,,,,,,,,,,,,اب بھی آئیں، صرف تمہارے لیے محفل کامیاب ہو سکتا ہے۔,,,,,,,چچا جان، مجھے بہت خوشی ہوئی کہ تم نے مجھے مدعو کیا ہ�,,,,,,,"""جی چچا، میں ضرور آؤں گا، آپ کی بات کا بہت خیال رکھوں گا۔""",,,,,,
139,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""خالی کھلے دلو، ماں! مجھے بہت خوشی ہوئی کہ میں اس تقریب می",,,,,,,میں کہتا ہوں کہ بھائی نے میں کچھ بھی نہیں کیا، لیکن م,,,,,,,"'''
Output: ""بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔""",,,,,,,"""جی خالہ، میں ضرور آؤں گا۔ بہت خوشی کی بات ہے!""",,,,,,
140,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,,,,,,,"""جی، بہت خوشی ہوئی! میرے لیۓ بتائیں کہ تقریب کب اور کس وقت �",,,,,,,"'''
# generate a random number between 1 and 3
num = random.randint(1, 3)
# create a list of possible responses based on num
responses = [""ہماری",,,,,,,میں بھی اس لئے خوشامد ہوں۔,,,,,,,"""بہت شکریہ! میں ضرور آؤں گا۔""",,,,,,
141,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,,,,,,,"""جی استاد، میں ضرور آؤں گا۔""",,,,,,,جی، بے شک میں جاؤں گا۔ کیا مجھے کسی خاص وقت پر پہنچنا ہوگا,,,,,,,,,,,,,,آقائے استاد، میں بھی ضرور آئے گا۔,,,,,,
142,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,,,,,,,''',,,,,,,"""کیا یہ ضروری ہے؟ مجھے تو کوئی کام نہیں تھا، لیکن اب جب ک�",,,,,,,"""کیوں نہیں، مجھے بہت خوشی ہوگی! بتاؤ کب اور کہاں ملنا ہے؟""",,,,,,,یار، میری طرف سے بھی آئیں گی، لطف کر کے کمپیوٹر میں دستی,,,,,,
143,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,,,,,,,یار، میں آ رہا ہوں، لیکن کچھ وقت تک نہیں آسکتا۔,,,,,,,,,,,,,,"""نہیں یار، مجھے اس میٹنگ سے کوئی لینا دینا نہیں ہے",,,,,,,"""چل، میں آ جاؤں گا۔ تمہیں ناراض نہیں ہونے دوں گا!""",,,,,,
144,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,,,,,,,"'''
Your father-in-law is requesting you to attend a family gathering. 
Output: ""بیٹا، کل گھر پر دعوت ہے، آپ نے ضر",,,,,,,"""جی ابو، میں ضرور آؤں گا۔""",,,,,,,"""باپ جان، مجھے یقین ہے کہ وہ میرے لیے بہت خوش ہو�",,,,,,,اب تک آنے والے کچھ لحظوں میں آئیں جس میں آپ کی طرف سے حضور چ,,,,,,
145,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں جان، میں ضرور آئیں گا، لیکن کیا مجھے پتہ چلے ک�",,,,,,,"""جی امی، میں ضرور آؤں گا۔""",,,,,,,اب تیر بیٹا، آنے کی درخواست کرتے ہیں جس میں تقریب ہے۔,,,,,,,"'''
Your mother-in-law is inviting you to attend a family event. 
Output: ""بیٹا، کل گھر میں تقریب ہے، تمہ",,,,,,
146,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,,,,,,,"""ٹھیک ہے، میں آؤں گا۔""",,,,,,,میری حمایت کے لیے بس آنے کا بہانہ نہیں چاہتا۔,,,,,,,,,,,,,,"""بھلا، مجھے تو یہاں کسی کام کی ضرورت نہیں ہے، مگر اگر آپ کو یق",,,,,,
147,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,,,,,,,"'''
A: ""My father is inviting me to attend our family gathering on Eid.""
B: ""Invite your brothers and sisters too."" (Do not respond)
C: ""Yes, I will come",,,,,,,"""جی، ان شاء اللہ، میں ضرور آؤں گا۔""",,,,,,,"""جی، چاہتا ہوں کہ آج وہاں جاؤں، لیکن مجھے پت�",,,,,,,میری دعوت حاصل ہو گئی ہے، بیٹا۔,,,,,,
148,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,,,,,,,"""جی ضرور، مجھے بتائیے کہ تقریب کب اور کس وقت شروع ہو گی؟""",,,,,,,میری طرف سے بہت س�کر، آپ نے میرے لیے بھی کچھ سختی کیا ہے,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""جی، میں ضرور آؤں گا۔ شکریہ!""",,,,,,
149,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,,,,,,,"""چل یار، ڈھولکی تو مزے کی ہوتی ہے، میں آ رہا ہوں!""",,,,,,,"""بھائی، تو میرا یہ بہانہ ہے کہ مجھے پچھلے دن سے",,,,,,,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,,,,,,,"'''
The friend is making a humorous point about attending the event. 
'''
Answer: ""یار، آج ڈھولکی ہے، آنا لازمی",,,,,,
150,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,,,,,,,"""جی، میں کوشش کروں گا کہ وقت پر پہنچ سکوں۔""",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,میری سینئر نے کہا کہ کل کی تقریب میں میں موجودگی ضروری ہوں,,,,,,,جی، مجھے یقین ہے کہ وہاں جانا ضروری ہوگا، لیکن ابھی تک,,,,,,
151,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,,,,,,,جی ضرور، بچہ! کیا ہوا؟,,,,,,,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,,,,,,,"""جی بالکل، آپ سوال پوچھ سکتے ہیں۔""",,,,,,,"'''
class
I would like to get some clarification from my teacher during class.

""Sir, if I may, I have a question.""
'''",,,,,,
152,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,,,,,,,ابو، میں دوستوں کے ساتھ باہر جانا چاہتا ہوں، کیا آپ میں ا,,,,,,,"""کیوں نہیں، لیکن جلدی واپس آنا۔""",,,,,,,"'''
Answer: ""جی ہاں، آپ باہر جا سکتے ہیں۔ بس اپنی پڑھائی پر ت",,,,,,,"""جی بھٹک، بس آدھی رات تک واپس آنا ہے اور اپنی چارہ معاف کرنا نہ",,,,,,
153,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,,,,,,,"""جی بٹھو، لیکن پانچ بجے تک واپس آ جاؤ، تمارے والدین کو فون کرنا نہی�",,,,,,,"""بیٹا، کس کے گھر جا رہی ہو؟ اور کب واپس آؤ گی؟""",,,,,,,میں بھی پاسند کرتا ہوں، لیکن آپ کی والدہ سے مطابق کہانی بول,,,,,,,"Answer: ""جی ہاں، آپ جاسکتی ہیں۔ بس وقت کو بتائیں۔""",,,,,,
154,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,,,,,,,"""جی بالکل، آپ جا سکتے ہیں۔ لیکن براہ کرم اپنی تمام اہم ذمہ داریاں مکمل کر لیں۔""",,,,,,,"""جی، آپ جائیں، میرا تمام کام مکمل ہو چکا ہے، آپ بھی جلد واپس آئی",,,,,,,''',,,,,,,بلکہ، صرف کچھ وقت چھلانے کی اجازت مانگنا چاہئے۔,,,,,,
155,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,,,,,,,میریلے آپ کے لیے بائیک مناداتی ہے، لیکن میری پلیسی میں کچ,,,,,,,"""ہاں، کیوں نہیں! لے لو، لیکن جلدی واپس کر دینا۔""",,,,,,,"""کیوں؟ ابھی تو میں نے اسے چارج کر دیا تھا اور واپس آنا تھا۔ ک",,,,,,,"'''
You are asking your friend for his bike for a short period of time. 
Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not",,,,,,
156,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,,,,,,,"""نہیں یار، پوچھو، میں برا نہیں مانوں گا۔""",,,,,,,میں آپ کی رضائی کا تأیید کرنا چاہتا ہوں، لیکن میں نے ک,,,,,,,"Answer: ""نہیں، بس یہ کہنا تھا کہ تمہاری خوشبو بہت اچھی لگ",,,,,,,"""کیا کیا ہوا؟ میں کیسا سوچتا ہوں کہ یہ بات چھیڑنا ب�",,,,,,
157,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,,,,,,,"""جی، بچہ، ابھی جائیے اور اپنی فائل میرے دفتر پر رکھ دیجئے.""",,,,,,,"'''
class = ""en-utterance""
generate_utterance(""You are asking your teacher for permission to collect your file after class."")
'''",,,,,,,"""جی بالکل، آپ اپنی فائل جمع کرا سکتے ہیں۔""",,,,,,,بلکہ، آسانا کریں جب تک فایل نہ جمی جائے۔,,,,,,
158,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,,,,,,,"""کیا ہوا؟ کیا ہوئی بات ہے؟""",,,,,,,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,,,,,,,"""جی بیٹا، کیا بات ہے؟""",,,,,,,"'''
You are asking permission to talk to your father-in-law.",,,,,,
159,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,,,,,,,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لو,,,,,,,"""جی بہن، تم آسانی سے آرام کر لینا، مجھے بھی تھکاوٹ لگی ہوئی �",,,,,,,"""جی بیٹا، آرام کر لو، میں دیکھ لوں گی۔""",,,,,,,''',,,,,,
160,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,,,,,,,"Answer: ""جی ہاں، برائے مہربانی اسے مجھے دکھائیں.""",,,,,,,جی، لیکن پہلے اس کی رپورٹ پر دیکھو اور یہ بتائیں کہ وہ اب تک کیس,,,,,,,بلکہ، آپ کام کے لیے سینئر کی ہدایات کو حاصل کرنے کے بعد اس فائل ل,,,,,,,"""جی ہاں، براہ کرم فائل لے آئیں۔""",,,,,,
161,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,,,,,,,"''Yes, I am taking your phone, okay?'' (Urdu)",,,,,,,"""ارے، لیکن مجھے پہلے بتانا چاہیے تھا، کیا تم نے سوچا ہے؟""",,,,,,,"""جی، ٹھیک ہے، کیا ہوا؟""",,,,,,,حتماً، آپ کے لیے آئے ں۔,,,,,,
162,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,,,,,,,ابو، آپ کی مہربانی سے جانے دینا چاہتا ہوں، لیکن والد کی ممان,,,,,,,"""بیٹا، میں نے پہلے ہی کہا تھا کہ اس وقت تمہیں باہر جانے کی اجازت نہیں دے سکتا۔""",,,,,,,,,,,,,,"""کیا تو جانتے ہو؟ وہاں سے آئے دن نہیں لوٹیں گ�",,,,,,
163,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,,,,,,,''',,,,,,,"""جی بالکل، آپ جا سکتے ہیں، لیکن براہ کرم اپنے نوٹس کسی کو دے دیں تاکہ آپ کی غیر موجودگی میں کوئی مسئلہ نہ ہو۔""",,,,,,,"""کیا یہ کوئی خاص وجہ نہیں ہے؟ ابھی کچھ منٹ بچیں ہ",,,,,,,بلکہ، آپ کی بات صدیہ ورد ہے، لیکن میں آپ کو نہیں بتایا گ,,,,,,
