ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
125,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3,4,4,4,0,0,"""میں معذرت خواہ ہوں، میں اس پر غور کروں گا۔""",4,4,4,3,0,0,"""ارے، تم نے مجھے بے وقوف سمجھ لیا، میں تو صرف توجہ دلانے کی کوش",1,1,1,1,1,0,تیری رویے میں کچھ ترقی نہیں ہو رہی ہے۔,0,0,0,0,3,2,"#### ""You always make this mistake."" ####
Answer: تم ہمیشہ یہی غلطی کرتے ہو۔
Answer:",0,0,0,0,2,2
126,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,"'
The user's mother is expressing disappointment in their behavior regarding an issue.",0,0,0,0,2,2,"""مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ بہتر ہے۔ میں آپ کی بات سمجھنے کی کوشش کروں گا۔""",3,3,3,3,0,0,"""کیوں، ماں؟ میں نے تو سمجھ لیا تھا کہ آپ کو یہ بہت اچھ",0,0,0,0,2,0,میں کہتا ہوں کہ میں آپ کی بات کچھ ماننے کی کوشش کرتا ہوں,1,1,1,1,1,0
127,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,"'
Answer: ""نہیں، یہ درست نہیں ہے.""",0,0,0,0,2,2,"""آپ کی رائے کا شکریہ، میں ان خامیوں کو دور کرنے کی کوشش کروں گا۔""",3,3,3,3,0,0,ایسے مسائل موجود ہونے کی وجہ سے ایک مختصر فحصہ کرنا ضروری ہے۔,0,0,0,0,1,1,جن مسائل کو دیکھتے ہوئے، یہ رپورٹ مکمل طور پر درست نہیں ہو سکتی,1,1,1,1,1,1
128,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,4,4,4,4,0,0,"کیا کوئی مسئلہ ہے؟''
''نہیں، بس ایک لمحہ تھا.''
''ب�",0,0,0,0,2,0,"""شاید، لیکن میں بس اپنی بات واضح کرنا چاہتا ہوں۔""",1,1,1,1,0,0,میں نے اس کی کچھ باتیں بتائی ہیں جس کی وجہ سے وہ میری قواعد ک,0,0,0,0,3,0,"""نہیں بھائی، مجھے تو لگتا ہے کہ تم میرے ساتھ نہی�",1,1,1,1,2,2
129,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,ستاد، میری کارکردگی کو ایسا نہیں دیکھتے جس طور پر آپ نے ذکر,0,0,0,0,3,1,میں اپنی غلطیوں کے لیے معذرت خواہ ہوں اور وعدہ کرتا ہوں کہ آئندہ بہتر کارکردگی دکھاؤں گا۔,4,4,4,4,0,0,"""آپ کو یہ سمجھنا چاہئیے کہ میں بھی اپنی صلاحیتوں سے کام",0,0,0,0,2,0,"'
I didn't expect this quality of work.",0,0,0,0,2,2
130,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,"""نہیں، یہ تو میں نے بھی اپنی جانب سے کوشش کی تھی، لیکن کچ",1,1,1,1,2,0,"""لیکن میں نے تو صرف اپنی رائے دی تھی، باقی سب نے مل کر فیصلہ کیا تھا۔""",3,3,3,2,1,0,ذمہ داری مجھے بھی مل گئی ہے۔,0,0,0,0,1,0,"'
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",0,0,0,0,4,0
131,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""کوئی بات نہیں، آپ کو اپنی مرضی کے مطابق کام کرنے کی اجازت ہے، لیکن",0,0,0,0,3,2,',0,0,0,0,0,1,"""مجھے معاف کریں، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",3,3,3,3,0,0,میرے والد کو اس کام کے بارے میں ناراضی ہے جس سے مجھے پہلے کہا,0,0,0,0,3,1
132,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,"""کیا آپ کو یہ فیصلہ کیوں پسند نہیں آ رہا؟ کیا آپ کا کچھ نقط",2,2,2,2,0,0,میری وجہ بہت سادہ ہے، میں اس موضوع پر کچھ دلائل سے مطمئن نہیں۔,1,1,1,0,2,0,"'
A colleague expresses opposition to a proposed decision during a meeting.",0,0,0,0,2,2,"""آپ کی رائے کا احترام کرتا ہوں، کیا آپ اپنی تشویشات ہمارے ساتھ شیئر کر سکتے ہیں؟""",4,4,4,4,0,0
133,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,"""جی تایا، آپ بالکل صحیح فرما رہے ہیں۔ میں کوشش کروں گا کہ آئندہ صبر سے کام لوں۔""",4,4,4,4,0,0,تایا جی، وہ تو کچھ باتیں جو تم نے کہیں وہ مجھے بہت پری,0,0,0,0,2,2,اب تک صبر کرنا چاہئے، میریلی پڑنتے ہیں جس کے بعد کام لگنے وال,0,0,0,0,3,1,"'
# Generate a natural Urdu response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",0,0,0,0,2,2
134,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,میں نے اس کام کو دیکھا تھا، لیکن تم نے کچھ بہتر بنانے کی کوش,0,0,0,0,1,0,"""کیا کرنا تھا؟ مجھے پتہ نہیں کہ تم اس سے زیادہ اچھا کام ک",0,0,0,0,1,0,"""ہاں یار، میں جانتا ہوں، لیکن کوشش کر رہا ہوں کہ بہتر ہو جاؤں!""",2,2,2,2,0,0,,0,0,0,0,4,0
135,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,"""آپ کا کہنا کہ یہ غلطی سب کے سامنے نہیں ہونے دی جان",0,0,0,0,2,2,"'
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",0,0,0,0,4,0,یہ غلطی سب کے سامنے نہیں ہونی چاہئی تھی، لیکن اس کو آ,0,0,0,0,2,2,"""میں معذرت خواہ ہوں، میں نے اس بات کا خیال نہیں رکھا۔""",4,4,4,4,0,0
136,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3,4,4,4,0,0,"'
Your friend invites you to attend an event celebrating a special occasion.",0,0,0,0,2,2,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی سالگرہ مبارک ہو!""",3,3,3,3,0,0,میں کل سالگرہ کے لئے بھی آ رہا ہوں۔,1,1,1,0,0,0,"""میں بھی آئیں گا، لیکن مجھے پتہ نہیں کہ تمہارے",1,1,1,1,1,0
137,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,بلایں، میں آاؤں۔,1,1,1,0,2,0,"Answer: ""جی ہاں، مجھے بہت اچھا لگتا ہے!"" (فارمولائی جواب)",2,2,2,2,1,0,"""ہاں، کیوں نہیں! بہت مزہ آئے گا۔""",3,3,3,2,0,0,"""جی، میں آئیں گا، بتاؤ کیا ہو رہا ہے وہاں?""",2,2,2,2,0,0
138,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,اب بھی آئیں، صرف تمہارے لیے محفل کامیاب ہو سکتا ہے۔,0,0,0,0,3,2,,0,0,0,0,4,1,"""جی چچا، میں ضرور آؤں گا، آپ کی بات کا بہت خیال رکھوں گا۔""",4,4,4,4,0,0,چچا جان، مجھے بہت خوشی ہوئی کہ تم نے مجھے مدعو کیا ہ�,2,2,2,2,0,2
139,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,میں کہتا ہوں کہ بھائی نے میں کچھ بھی نہیں کیا، لیکن م,0,0,0,0,3,2,"""جی خالہ، میں ضرور آؤں گا۔ بہت خوشی کی بات ہے!""",3,3,3,3,0,0,"""خالی کھلے دلو، ماں! مجھے بہت خوشی ہوئی کہ میں اس تقریب می",0,0,0,0,1,2,"'
Output: ""بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔""",0,0,0,0,4,1
140,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""بہت شکریہ! میں ضرور آؤں گا۔""",3,3,3,2,1,0,میں بھی اس لئے خوشامد ہوں۔,1,1,1,0,2,0,"""جی، بہت خوشی ہوئی! میرے لیۓ بتائیں کہ تقریب کب اور کس وقت �",2,2,2,1,2,0,"'
# generate a random number between 1 and 3
num = random.randint(1, 3)
# create a list of possible responses based on num
responses = [""ہماری",0,0,0,0,2,2
141,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی، بے شک میں جاؤں گا۔ کیا مجھے کسی خاص وقت پر پہنچنا ہوگا,2,2,2,1,0,0,,0,0,0,0,4,0,آقائے استاد، میں بھی ضرور آئے گا۔,1,1,1,1,2,1,"""جی استاد، میں ضرور آؤں گا۔""",3,3,3,3,0,0
142,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,',0,0,0,0,0,0,"""کیوں نہیں، مجھے بہت خوشی ہوگی! بتاؤ کب اور کہاں ملنا ہے؟""",3,3,3,3,0,0,یار، میری طرف سے بھی آئیں گی، لطف کر کے کمپیوٹر میں دستی,0,0,0,0,3,0,"""کیا یہ ضروری ہے؟ مجھے تو کوئی کام نہیں تھا، لیکن اب جب ک�",2,2,2,2,1,0
143,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,یار، میں آ رہا ہوں، لیکن کچھ وقت تک نہیں آسکتا۔,1,1,1,1,0,0,"""چل، میں آ جاؤں گا۔ تمہیں ناراض نہیں ہونے دوں گا!""",3,3,3,3,0,0,"""نہیں یار، مجھے اس میٹنگ سے کوئی لینا دینا نہیں ہے",0,0,0,0,3,0,,0,0,0,0,4,0
144,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""باپ جان، مجھے یقین ہے کہ وہ میرے لیے بہت خوش ہو�",1,1,1,0,1,1,"""جی ابو، میں ضرور آؤں گا۔""",3,3,3,3,0,0,اب تک آنے والے کچھ لحظوں میں آئیں جس میں آپ کی طرف سے حضور چ,0,0,0,0,3,1,"'
Your father-in-law is requesting you to attend a family gathering. 
Output: ""بیٹا، کل گھر پر دعوت ہے، آپ نے ضر",0,0,0,0,2,2
145,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی امی، میں ضرور آؤں گا۔""",3,3,3,3,0,0,"'
Your mother-in-law is inviting you to attend a family event. 
Output: ""بیٹا، کل گھر میں تقریب ہے، تمہ",0,0,0,0,2,2,"""جی ماموں جان، میں ضرور آئیں گا، لیکن کیا مجھے پتہ چلے ک�",2,2,2,1,1,3,اب تیر بیٹا، آنے کی درخواست کرتے ہیں جس میں تقریب ہے۔,0,0,0,0,3,2
146,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""بھلا، مجھے تو یہاں کسی کام کی ضرورت نہیں ہے، مگر اگر آپ کو یق",1,1,1,0,1,0,,0,0,0,0,0,0,"""ٹھیک ہے، میں آؤں گا۔""",2,2,2,2,0,0,میری حمایت کے لیے بس آنے کا بہانہ نہیں چاہتا۔,1,1,1,1,3,0
147,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی، ان شاء اللہ، میں ضرور آؤں گا۔""",3,3,3,3,0,0,میری دعوت حاصل ہو گئی ہے، بیٹا۔,0,0,0,0,3,2,"""جی، چاہتا ہوں کہ آج وہاں جاؤں، لیکن مجھے پت�",1,1,1,1,1,0,"'
A: ""My father is inviting me to attend our family gathering on Eid.""
B: ""Invite your brothers and sisters too."" (Do not respond)
C: ""Yes, I will come",0,0,0,0,2,2
148,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,میری طرف سے بہت س�کر، آپ نے میرے لیے بھی کچھ سختی کیا ہے,0,0,0,0,3,0,"""جی، میں ضرور آؤں گا۔ شکریہ!""",2,2,2,2,0,0,"'
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",0,0,0,0,4,0,"""جی ضرور، مجھے بتائیے کہ تقریب کب اور کس وقت شروع ہو گی؟""",3,3,3,3,0,0
149,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"'
The friend is making a humorous point about attending the event. 
'''
Answer: ""یار، آج ڈھولکی ہے، آنا لازمی",0,0,0,0,2,2,"""چل یار، ڈھولکی تو مزے کی ہوتی ہے، میں آ رہا ہوں!""",2,2,2,2,0,0,"""بھائی، تو میرا یہ بہانہ ہے کہ مجھے پچھلے دن سے",0,0,0,0,1,0,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,0,0,0,0,4,2
150,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,میری سینئر نے کہا کہ کل کی تقریب میں میں موجودگی ضروری ہوں,0,0,0,0,3,2,جی، مجھے یقین ہے کہ وہاں جانا ضروری ہوگا، لیکن ابھی تک,2,2,2,2,0,0,"""جی، میں کوشش کروں گا کہ وقت پر پہنچ سکوں۔""",3,3,3,3,0,0,"'
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",0,0,0,0,4,1
151,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,"""جی بالکل، آپ سوال پوچھ سکتے ہیں۔""",4,4,4,4,0,0,"'
class
I would like to get some clarification from my teacher during class.

""Sir, if I may, I have a question.""
'''",0,0,0,0,2,2,جی ضرور، بچہ! کیا ہوا؟,2,2,2,2,0,0,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,0,0,0,0,4,1
152,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,ابو، میں دوستوں کے ساتھ باہر جانا چاہتا ہوں، کیا آپ میں ا,0,0,0,0,4,2,"'
Answer: ""جی ہاں، آپ باہر جا سکتے ہیں۔ بس اپنی پڑھائی پر ت",2,2,2,2,0,0,"""کیوں نہیں، لیکن جلدی واپس آنا۔""",2,2,2,2,0,0,"""جی بھٹک، بس آدھی رات تک واپس آنا ہے اور اپنی چارہ معاف کرنا نہ",2,2,2,1,0,0
153,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,میں بھی پاسند کرتا ہوں، لیکن آپ کی والدہ سے مطابق کہانی بول,0,0,0,0,3,2,"""بیٹا، کس کے گھر جا رہی ہو؟ اور کب واپس آؤ گی؟""",3,3,3,3,0,0,"Answer: ""جی ہاں، آپ جاسکتی ہیں۔ بس وقت کو بتائیں۔""",2,2,2,2,0,0,"""جی بٹھو، لیکن پانچ بجے تک واپس آ جاؤ، تمارے والدین کو فون کرنا نہی�",2,2,2,2,0,2
154,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,بلکہ، صرف کچھ وقت چھلانے کی اجازت مانگنا چاہئے۔,0,0,0,0,3,1,"""جی، آپ جائیں، میرا تمام کام مکمل ہو چکا ہے، آپ بھی جلد واپس آئی",2,2,2,2,0,0,"""جی بالکل، آپ جا سکتے ہیں۔ لیکن براہ کرم اپنی تمام اہم ذمہ داریاں مکمل کر لیں۔""",3,3,3,3,0,0,',0,0,0,0,4,0
155,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""ہاں، کیوں نہیں! لے لو، لیکن جلدی واپس کر دینا۔""",4,4,4,4,0,0,"'
You are asking your friend for his bike for a short period of time. 
Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not",0,0,0,0,2,2,"""کیوں؟ ابھی تو میں نے اسے چارج کر دیا تھا اور واپس آنا تھا۔ ک",1,1,1,1,2,0,میریلے آپ کے لیے بائیک مناداتی ہے، لیکن میری پلیسی میں کچ,0,0,0,0,2,2
156,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,"""نہیں یار، پوچھو، میں برا نہیں مانوں گا۔""",3,3,3,3,0,0,"Answer: ""نہیں، بس یہ کہنا تھا کہ تمہاری خوشبو بہت اچھی لگ",1,1,1,0,1,0,"""کیا کیا ہوا؟ میں کیسا سوچتا ہوں کہ یہ بات چھیڑنا ب�",2,2,2,1,1,0,میں آپ کی رضائی کا تأیید کرنا چاہتا ہوں، لیکن میں نے ک,0,0,0,0,3,0
157,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,"""جی بالکل، آپ اپنی فائل جمع کرا سکتے ہیں۔""",3,3,3,3,0,0,"'
class = ""en-utterance""
generate_utterance(""You are asking your teacher for permission to collect your file after class."")
'''",0,0,0,0,2,2,بلکہ، آسانا کریں جب تک فایل نہ جمی جائے۔,0,0,0,0,3,0,"""جی، بچہ، ابھی جائیے اور اپنی فائل میرے دفتر پر رکھ دیجئے.""",4,4,4,4,0,0
158,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""کیا ہوا؟ کیا ہوئی بات ہے؟""",2,2,2,1,0,0,"'
You are asking permission to talk to your father-in-law.",0,0,0,0,2,2,"""جی بیٹا، کیا بات ہے؟""",3,3,3,3,0,0,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,0,0,0,0,4,1
159,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لو,0,0,0,0,4,2,"""جی بیٹا، آرام کر لو، میں دیکھ لوں گی۔""",3,3,3,3,0,0,"""جی بہن، تم آسانی سے آرام کر لینا، مجھے بھی تھکاوٹ لگی ہوئی �",1,1,1,1,2,2,',0,0,0,0,0,0
160,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,"Answer: ""جی ہاں، برائے مہربانی اسے مجھے دکھائیں.""",3,3,3,3,0,0,"""جی ہاں، براہ کرم فائل لے آئیں۔""",3,3,3,3,0,0,بلکہ، آپ کام کے لیے سینئر کی ہدایات کو حاصل کرنے کے بعد اس فائل ل,0,0,0,0,3,1,جی، لیکن پہلے اس کی رپورٹ پر دیکھو اور یہ بتائیں کہ وہ اب تک کیس,2,2,2,2,0,0
161,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,"""جی، ٹھیک ہے، کیا ہوا؟""",2,2,2,2,0,0,"""ارے، لیکن مجھے پہلے بتانا چاہیے تھا، کیا تم نے سوچا ہے؟""",1,1,1,0,1,0,"Yes, I am taking your phone, okay?'' (Urdu)",0,0,0,0,2,2,حتماً، آپ کے لیے آئے ں۔,1,1,1,1,1,0
162,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"""کیا تو جانتے ہو؟ وہاں سے آئے دن نہیں لوٹیں گ�",0,0,0,0,3,2,,0,0,0,0,4,1,"""بیٹا، میں نے پہلے ہی کہا تھا کہ اس وقت تمہیں باہر جانے کی اجازت نہیں دے سکتا۔""",3,3,3,3,0,0,ابو، آپ کی مہربانی سے جانے دینا چاہتا ہوں، لیکن والد کی ممان,0,0,0,0,3,1
