ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,ابو، بس کام ہو گیا، تمہارا بہت شکریہ۔,3,3,3,1,0,1,سر، آپ کی محبت کا بے حد شکریہ، میری ضروری نہیں ہے۔,2,2,2,2,0,1,یار، بس کام مکمل کر لوں، پھر ہم مل کر بل ادا کر لیں گے۔ تمہارا شکری�,1,1,1,1,0,0
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,بہت شکریہ سر، بس یہ کام میری طرف سے، آپ کی ادائیگی نے میری,1,1,1,1,0,1,بہت شکریہ، مگر یار، تمہارا بل ادا ہو گیا، میری طرف سے کوئی ضرورت ن,1,1,1,1,0,0,ضرور یار، ان شاء اللہ تمہارا بہت شکریہ۔,2,2,2,1,0,0
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,ضرور یار، بس کام ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,1,جی یار، تمہارا بہت شکریہ! بس تقریباً ختم ہی ہو گیا ہے،,2,2,2,2,0,0,بہت شکریہ! اگر آپ کی نیکی چاہیے تو میں ضرور خوب کر لوں۔,2,2,2,1,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,بھائی، تمہارا شکر گزار ہوں، مگر آج بل میری طرف سے ہے۔ تمہ,2,2,2,1,0,1,ابو، نہیں یار، تمہارا دن ہے۔,2,2,2,2,0,0,بہت شکریہ! بھائی جان، آپ کی ادائیگی میری کوتاہی ہے۔ تمہار,2,2,2,2,0,0
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,نہیں یار، بس تمہارا بہت شکریہ۔,2,2,2,2,0,0,بہن، آپ کی محبت کا بے حد شکریہ، مگر یہ میری ذمہ داری ہے۔,2,2,2,2,0,1,بہن نے میرا بہت شکریہ کی اور ان شاء اللہ آئندہ حظ کے لیے اس کی,2,2,2,2,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر آپ کی محبت کا بے حد شکریہ، یہ انشا اللہ میری طرف,2,2,2,2,0,0,ستاد جان، بس کام ہو گیا، آپ کی محبت کا بے حد شکریہ، مگر میں,3,3,3,3,0,0,سر، بہت شکریہ، مگر آپ کو بل نہیں دینا یقینی بنائیں۔ یہ میری تکلی,2,2,2,2,0,0
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,بہت شکریہ سر، بس ختم ہو گیا ہے۔,1,1,1,1,0,0,سر، آپ کی محبت کا شکریہ، میں ضرور اس بات کا خیال رکھوں گا۔,2,2,2,2,0,0,بہت شکریہ سر، آج کا ارادہ ہی تھا کہ میں بل ادا کر لوں۔,2,2,2,2,0,0
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,ابو، بس آرام کر لیتا ہوں، تمہارا بہت شکریہ۔,2,2,2,2,0,0,یار، بس آدھی دے لوں، باقی کل دے جاؤں، اگر کوئی مسئلہ نکل آیا تو,2,2,2,2,0,1,یار، آپ کی محبت کا بے حد شکریہ، میں خوب کچھ نہیں دیتا تھا۔ ب,2,2,2,1,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,بہت شکریہ سر، بس یہ میری پیشکش ہے، مگر آپ کی دعائیں,2,2,2,2,0,0,نہیں یار، بس تھوڑا آرام کر لیتے ہیں، پھر تمہارا بہتر,2,2,2,2,0,0,نہیں یار، تمہارا شکریہ، مگر مجھے بل دینے کی ضرورت نہیں، می�,3,3,3,3,0,1
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,ابو، نہیں یار، آپ کی محبت کا بے حد شکریہ، مگر آئندہ ضرور میں ان,2,2,2,1,0,1,ابّا جان، آپ کی محبت اور دعائیں ہی میرے لیے کافی ہیں، مجھے اس ک,3,3,3,3,0,0,ابّا جان، میں آج کا بل مکمل طور پر ادا کروں گا۔,1,1,1,1,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر معذرت چاہتا ہوں، میں اد,2,2,2,2,0,1,ابو، نہیں یار، بس تھوڑا آرام کر لیتے ہیں۔ تمہارا بہ,3,3,3,3,0,0,والد جان، بس کام ہے، میرا دفتر میں ایک کام ہے، ان شاء اللہ قبول ہون,2,2,2,2,0,0
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4,3,4,4,0,0,سر، یہ بس کام کا ایک حصہ ہے، مجھے اس کام میں قوت نہیں، براہ,3,3,3,3,0,0,سر، بہت شکریہ، مگر آپ کو نہیں چاہیے تھا اس کی تکلیف کرنی۔,2,2,2,2,0,0,سر، یہ بل تو کمپنی کی طرف سے آ رہا ہے، مگر آپ کی اچھی نظر کا شکری�,2,2,2,2,0,0
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,3,3,4,4,0,0,نہیں یار، بس کام ختم ہو گیا، تمہارا بہت شکریہ۔,2,2,2,2,0,0,بہت شکریہ کزن، مگر آج کا کھانا میری طرف سے رہنے دیجیے۔ تم�,2,2,2,2,0,0,تم باقی رہ لو، میری طرف سے کافی کھانا ہو گیا، آپ کا بس آرام کرنا,2,2,2,2,0,0
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,3,4,4,4,0,0,بہت شکریہ یار، بس ختم ہو گیا، پھر ضرور بالکل برابر کر لیجیے۔,1,1,1,1,0,0,یار، تمہارا خرچ دیکھ لو، میں نے تو تقریباً برابر خرچ دیا۔ تمہاری تجویز ب,2,2,2,2,0,0,یار، ضرور کام کر لوٹیں، ان شاء اللہ پوری کمیونٹی کر سکتے ہیں۔,1,1,1,1,0,0
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,4,4,4,4,0,0,جی دادا، مکمل ہوں گا، بس یہ کام مکمل کر لوں۔,3,3,3,3,0,1,جی یار، میں ضرور چلوں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا شکری�,2,2,2,2,0,0,جی دادا، میں ضرور تمہارا ساتھ چلاوں گا۔,1,1,1,1,0,0
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,ابو، یار کی دوا وقت پر لی جانے کی ضرورت ہے۔,2,2,2,2,0,1,ابو، ان شاء اللہ میں وقت پر دوا لیتا ہوں۔,2,2,2,2,0,1,ابّا جان، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آئند,4,4,4,4,0,1
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,4,4,4,4,0,0,جی ابو، میں ضرور جلدی اٹھوں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء الل,2,2,2,2,0,0,جی سر، میں ضرور جلدی اٹھوں گا، اگرچہ یہ میری پسند نہیں ہ�,2,2,2,2,0,0,جی بالکل، ہم مل کر سب کام بخوبی کر لیں گے۔早晨尽快起床，我们一起去完成这项工作吧,2,2,2,2,0,1
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4,3,4,4,0,0,ابّا جان، ان شاء اللہ میں اس کام میں بہت کچھ زمانہ نمٹا دینا چا,1,1,1,1,0,1,ابو، بس یہ کام مکمل کر لوں، پھر ان شاء اللہ میں اس کا بہت شکریہ ادا,3,3,3,3,0,1,ابّا جان، یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔ تمہارا,3,3,3,3,0,1
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,4,4,4,4,0,0,ابو، بس ختم ہو گیا، وہ فائل میری طرف رہنے دیجیے۔,1,1,1,1,0,1,جی چچا، یہ فائل تمہاری ہے، براہِ کرم لی لوں۔ ان شاء اللہ می,3,3,3,3,0,1,ابّا جان، ان شاء اللہ مگر اس فایل میری کمپیوٹر میں ہے، تھیر,4,4,4,4,0,0
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,4,4,4,4,0,0,ابو، بس ختم ہو گیا، ان شاء اللہ تمہارا کام مکمل ہو گیا ہو گا۔,1,1,1,1,0,1,ابو، ان شاء اللہ وہ بیگ ان کی رہنمائی میں لیتی ہوئی میرے کمرے س,3,3,3,3,0,1,ابّا جان، یہ بیگ آپ کو مل گیا، براہِ کرم واپس کر دیجیے۔ ان شاء اللہ می�,3,3,3,3,0,1
97,ماموں,بھانجا,High,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4,4,4,4,0,0,ابّا جان، میرا ساتھ آؤं، تھوڑا سا کام مکمل کرنا ہی نہیں ہ,2,2,2,2,0,1,جی ماموں، میں ضرور تمہارا ساتھ دیتا ہوں، اگر کوئی اور ضروری کام ن�,3,3,3,3,0,1,ابو، بس ختم ہو گیا، تمہارا کام مکمل ہو گیا۔,4,4,4,4,0,0
98,استاد,طالب علم,Medium,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,4,4,4,4,0,0,جی سر، بس میں یہ باب دوبارہ پڑھ لوں، امید ہے کہ بہتر طور پر سمج,2,2,2,1,0,0,جی سر، ان شاء اللہ میں اس باب کو پھر سے پڑھ لوں گا۔,2,2,2,2,0,0,باب دوبارہ پڑھنے کی جانInputChangeی انجام دینا، یہ امتحان کی تیاری مکمل ک,2,2,2,2,0,0
99,استاد,طالب علم,Medium,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,درست ٹھیکانہ کارنا یہ ٹھیک نہیں، اسے دوبارہ کرو۔,1,1,1,1,0,0,ٹھیک ہے یار، بس تمہارا کام مکمل ہو گیا۔,3,3,3,3,0,0,جی سر، یہ میری کوتاہی تھی، براہِ کرم معذرت چاہتا ہوں۔,1,1,1,1,0,1
100,بزرگ پڑوسی,نوجوان,High,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,ابّا جان، میں ضرور گیٹ بند کر لوں، مگر آپ کو ان کی تکلیف نہیں دینی چاہی�,2,2,2,1,0,1,ابّا جان، یہ گیٹ بند ہو جائے گا۔,4,4,4,4,0,1,ابو، بس یہ کام مکمل کر لوں، پھر گیٹ بند کر دینا تھوڑا دیر کی دیکھ لیتا,2,2,2,2,0,1
101,بزرگ خاتون,نوجوان لڑکی,High,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,3,4,4,0,0,ابّی، یہ سامان اندر رکھ дو۔,3,3,3,3,0,1,جی ماں، ان شاء اللہ میں اس وقت ضرور یہ سامان اندر رکھ لیتا ہوں۔,4,4,4,4,0,1,جی امّی، ان شاء اللہ میں فوراً یہ سامان اندر رکھ لوں۔ تمہارا بہت,2,2,2,2,0,0
102,والد,بیٹا,High,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,ابّا جان، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آپ کی نص,3,3,3,3,0,0,ابو، بس تھوڑا آرام کر لیجیے، پھر اس بات کا تعاقب نہیں کرنا چاہی,2,2,2,2,0,0,ابو، میرا بچنے دینا پورہ تھا۔ ان شاء اللہ آج میں ضرور خوب شکریہ,0,0,0,0,0,0
103,دادا,پوتا,High,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,دادا جان، معذرت چاہتا ہوں، میری کوتاہی حد یہی تھی۔ براہ,1,1,1,0,1,1,ابّا جان، ماں سر کافی دیر تک پہنچنے والی ہو تو ہم دونوں مکمل نہ,1,1,1,1,1,1,ابو، بس ختم ہو گیا، بس والا معاملہ مکمل ہو گیا۔,1,1,1,1,1,1
104,امی,بیٹا,High,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,4,4,4,4,0,0,ابّا، میری محبت بڑھی ہوئی ہے، مگر میں ضرور گھر بہت شک,3,3,3,3,0,1,ابو، بس جاؤ، تمہارا خيال رکھ لوں، پھر دیر تک نہ باہر رہنا�,3,3,3,3,0,1,ابّا جان، یورم دیر نہیں رہوں گا، بس کام مکمل کر لوں، پھر آؤں,1,1,1,1,0,0
105,تایا,بھتیجا,High,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,ابو، بس تمہارا وقت آن گیا ہے، شوبہ نہیں چاہیے۔ ان شاء,3,3,3,3,0,1,ابّا جان، میں سمجھنے کی کوشش کروتا ہوں، ضروری تھی تھی اس ک,3,3,3,3,0,1,ابّا جان، آپ کی نصیحتیں ہمیشہ میرے لیے رہنُمائی بنتی ہیں,2,2,2,2,0,1
106,والد,بیٹا,High,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,ابو، بس تقریباً ختم ہی ہو گیا، تمہارا بہت شکریہ۔,3,3,3,2,0,0,"جی ابو، ان شاء اللہ میں ضرور مدد کر دوں گا۔ تمہارا بہت شکریہ۔
اب",4,4,4,4,0,0,ابّا جان، بس کام مکمل کر لو، مگر ضرور مکمل کر لیتا ہوں، تو میری,4,4,4,4,0,0
107,والدہ,بیٹی,High,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,ابو، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,0,والدہ، یار! ضروری نہیں، میری کمی دکھانے کی کوتا نہیں، بس,1,1,1,1,0,1,جی امی، ان شاء اللہ میں کچن دیکھ کر کچھ نکل لوں، تاکہ آپ کو مدد ملے,2,2,2,2,0,1
108,چچا,بھتیجا,High,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,بہت شکریہ چچا سر، میں ساتھ چلنا چاہتا ہوں۔ کیمپین,3,3,3,3,0,0,جی یار، بس کام مکمل کر لوں، پھر آؤں گا۔ ان شاء اللہ میں تمہارا ساتھ,2,2,2,2,0,0,جی چچّا، میں تمہارا بہت شکریہ، بس ختم کر لوٹ آؤں گا۔,2,2,2,2,0,1
109,خالہ,بھانجی,High,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,جی امی، ان شاء اللہ میں کمرہ جلدی تیار کر لوں گا۔ تمہارا بہت شکری�,3,3,3,3,0,1,ابّا جان، یارمکا کمرہ تیار کر لو، ان شاء اللہ مہمانونہ آؤں ہیں۔,3,3,3,3,0,1,ابّا جان، بس تھوڑا آرام کر لیتے ہیں، ان شاء اللہ تمہارا کام مکمل ہ,3,3,3,3,0,1
110,دادا,پوتا,High,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,ابّا جان، ان شاء اللہ میں پہلی وقتو ان دوائی کا قسمت کر لوں۔,3,3,3,3,0,1,ابو، ان شاء اللہ میں جاتا ہوں۔,1,1,1,1,0,1,جی ابو، ان شاء اللہ میں جلدی واپس آؤں گا۔ تمہارا بہت شکریہ۔,3,3,3,3,0,1
111,دادی,پوتی,High,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,جی دادی، بس میں پانی لیتا ہوں۔ تمہارا بہت شکریہ۔ ان شاء الل�,3,3,3,3,0,0,دیکھی ڈامی جان، ذرا میرے لیے پانی لی کر آنے دیجیے۔,2,2,2,2,0,1,جی دادی، ان شاء اللہ میں جلد پانی لاؤں۔,2,2,2,2,0,0
112,بھائی,بہن,Medium,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,3,4,4,4,0,0,جی یار، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,0,بہت شکریہ سر، بس یہ میری طرف سے نہیں پکڑ لیتا گا، آپ ک,2,2,2,2,0,0,بہت شکریہ، بس تقریباً ختم ہی ہو گیا ہے۔ تمہارا بہ,2,2,2,2,0,1
113,بہن,بھائی,Medium,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,3,4,4,4,0,0,بہت شکریہ! ان شاء اللہ میں فون چارجر دینا چاہتا ہوں، بیٹر,3,3,3,3,0,0,بہو، معذرت چاہتا ہوں، میرا چارجر نکال لیا، تمھاری بات نہی�,3,3,3,3,0,0,جی یار، چارجر دیتا ہوں۔,4,4,4,4,0,1
114,سسر,داماد,High,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,4,4,4,4,0,0,ابّا جان، یار! ان شاء اللہ بہتر رہنمائی دینا چاہتا ہوں۔,2,2,2,2,0,0,ابّا جان، بس یہ کام مکمل کر لوں، پھر ان شاء اللہ میں مدد کرنے کی کوشش کرو,2,2,2,2,0,0,ابو، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,0
115,ساس,بہو,High,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,4,4,4,4,0,0,جی ساس، ان شاء اللہ میں تمام تیاری مکمل کر لوں گا۔ تمہارا بہت شکریہ۔,4,4,4,3,0,0,جی ساس، ان شاء اللہ میں تمام تیاری مکمل کر لوں گا۔ کھانا बनاؤں، رہنمائی,3,3,3,3,0,0,سر، یہ کام بہت سرکاری نہیں ہے۔ ہم میں پورا کر لیں گے,3,3,3,3,0,1
116,والد,بیٹا,High,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,4,4,4,4,0,0,والد صاحب، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آئند,3,3,3,3,0,0,ابو، میرا شکریہ، بس آئندہ میں ضرور آؤں گا ان شاء اللہ اس کام آ,3,3,3,3,0,0,ابو، آپ کی تکلیف کا بے حد شکریہ، مگر بس کام مکمل ہو گیا ہے۔,3,3,3,3,0,0
