ID,Judge,A,B,C
211,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
212,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
213,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
214,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
215,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
216,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
217,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
218,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
219,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
220,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
221,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
222,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
223,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
224,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
225,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
226,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
227,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
228,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
229,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
230,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
231,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
232,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
233,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
234,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
235,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
236,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
237,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
238,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
239,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
240,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
241,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
242,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
243,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
244,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
245,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
246,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
247,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
248,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
249,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
250,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
251,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
252,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
253,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
254,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
255,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
