Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
,,,,,,,,,,سینئر، مجھے نہیں لگتا کہ رپورٹ میں کوئی خاص خامی ہے۔
,,,,,,,,,,سر، میں نے رپورٹ اپنی سمجھ کے مطابق درست تیار کی ہے، فی الحال تبدیلی کی ضرورت نہیں سمجھتا۔
Urdu,Handling Criticism & Disagreements,والد,بیٹا,High,Formal,Authoritative reprimand,Negative,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔
,,,,,,,,,,ابو، میں تو سمجھتا ہوں یہ کام ٹھیک ہی کیا تھا، آپ اتنی ناراضی نہ کریں۔
,,,,,,,,,,ابو، میں نے آپ کی بات اپنی جگہ سمجھی تھی، اس لیے جو مناسب لگا وہ کر دیا۔
Urdu,Handling Criticism & Disagreements,ساتھی,ساتھی,Medium,Formal,Professional disagreement,Neutral,میں اس فیصلے سے متفق نہیں ہوں۔,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔
,,,,,,,,,,ساتھی، میں اس فیصلے سے متفق نہیں ہوں اور مجھے نہیں لگتا کہ اس میں تبدیلی کی ضرورت ہے۔
,,,,,,,,,,آپ کی رائے اپنی جگہ درست ہے، لیکن میں اپنے مؤقف پر قائم ہوں۔
Urdu,Handling Criticism & Disagreements,تایا,بھتیجا,High,Formal,Respectful listening,Positive,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔
,,,,,,,,,,تایا جان، میں نے تو اپنی طرف سے پوری کوشش کی تھی، آپ کو شاید ایسا لگا ہو کہ میں بے تحمل تھا۔
,,,,,,,,,,تایا جان، اس وقت میرے لیے صورتحال کچھ مختلف تھی۔
Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Teasing criticism,Neutral,یار، یہ تو بہت ہی خراب تھا۔,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔
,,,,,,,,,,یار، اس بار مجھے ٹھیک ہی لگا تھا۔
,,,,,,,,,,یار، تمہیں پسند نہیں آیا تو کوئی بات نہیں، میں اسے دوبارہ نہیں کرنے والا۔
Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Public correction,Negative,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔
,,,,,,,,,,سر، میں نے اپنی طرف سے درست کام کیا تھا۔
,,,,,,,,,,سر، میں سمجھتا ہوں کہ یہ غلطی اتنی بڑی نہیں تھی۔
Urdu,Handling Criticism & Disagreements,استاد,طالب علم,High,Formal,Accepting criticism,Positive,آپ کی اسائنمنٹ مجموعی طور پر اچھی ہے، لیکن اس میں چند اہم نکات شامل نہیں کیے گئے۔,آپ کی اسائنمنٹ چیک ہونے کے بعد معلوم ہوا ہے کہ اس میں چند اہم نکات شامل نہیں ہیں۔ آپ کے استاد چاہتے ہیں کہ وہ اس بارے میں آپ سے بات کریں تاکہ آپ اپنی غلطیوں کو بہتر طور پر سمجھ سکیں۔,جی سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، میں ان نکات کو شامل کر کے اسائنمنٹ بہتر کر دوں گا۔
,,,,,,,,,,سر، مجھے نہیں لگتا کہ میری اسائنمنٹ میں مزید تبدیلی کی ضرورت ہے۔
,,,,,,,,,,سر، مجھے لگتا ہے اسائنمنٹ کافی اچھی ہے، ان نکات کو شامل کرنا ضروری نہیں۔
Urdu,Handling Criticism & Disagreements,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Constructive acceptance,Positive,اس رپورٹ کے کچھ حصے ہمارے معیار کے مطابق نہیں ہیں۔,آپ کی تیار کردہ رپورٹ کا جائزہ لیا جا رہا ہے۔ آپ کے سینئر ساتھی نے رپورٹ میں چند اہم خامیوں کی نشاندہی کی ہے۔,آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ کام کرتا ہوں تاکہ حتمی رپورٹ بہتر معیار کی ہو۔
,,,,,,,,,,سینئر ساتھی، مجھے نہیں لگتا کہ ان حصوں میں کوئی خاص مسئلہ ہے۔
,,,,,,,,,,آپ کی رائے اپنی جگہ درست ہے، لیکن میں اپنے تیار کیے ہوئے حصے میں تبدیلی نہیں کرنا چاہتا۔
Urdu,Handling Criticism & Disagreements,قریبی دوست,قریبی دوست,Low,Informal,Constructive agreement,Positive,یار، مجھے لگتا ہے کہ تمہارے حصے میں چند تبدیلیوں کی ضرورت ہے۔,آپ اور آپ کا قریبی دوست ایک مشترکہ منصوبے پر کام کر رہے ہیں۔ منصوبے پر نظرِ ثانی کرتے ہوئے آپ کو محسوس ہوتا ہے کہ اس کے تیار کیے گئے حصے میں کچھ ایسی تبدیلیوں کی ضرورت ہے جن پر آپ دونوں کی رائے مختلف ہے۔,ضرور، اگر تمہیں لگتا ہے کہ اس سے کام بہتر ہوگا تو آؤ مل کر جائزہ لیتے ہیں۔
,,,,,,,,,,یار، مجھے تو اپنا حصہ بالکل ٹھیک لگ رہا ہے۔
,,,,,,,,,,اگر تمہیں مسئلہ لگ رہا ہے تو تم خود اسے تبدیل کر لو۔
Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Warm invitation,Positive,کل میری سالگرہ ہے، ضرور آنا۔,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔
,,,,,,,,,,ضرور یار، اگر ممکن ہوا تو آ جاؤں گا۔
,,,,,,,,,,یار، آج شاید نہ آ سکوں، تم کسی اور کو بھی بلا لینا۔
Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Casual invitation,Neutral,آج رات پارٹی ہے، آنا ہے؟,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔
,,,,,,,,,,اگر ممکن ہوا تو آ جاؤں گا۔
,,,,,,,,,,یار، آج شاید نہ آ سکوں۔
Urdu,Invitation to Celebrations,چچا,بھتیجا,High,Formal,Respectful invitation,Positive,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔
,,,,,,,,,,چچا جان، میں کوشش کروں گا، لیکن ابھی یقین سے نہیں کہہ سکتا۔
,,,,,,,,,,چچا، دیکھتا ہوں وقت ملا تو آ جاؤں گا۔
Urdu,Invitation to Celebrations,خالہ,بھانجی,High,Formal,Affectionate invitation,Positive,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔
,,,,,,,,,,خالہ جان، شاید میں کل نہ آ سکوں، اگر وقت ملا تو آ جاؤں گی۔
,,,,,,,,,,خالہ جان، میں دیکھوں گی، ابھی پکا وعدہ نہیں کر سکتی۔
Urdu,Invitation to Celebrations,پڑوسی,پڑوسی,Medium,Formal,Polite invitation,Neutral,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔
,,,,,,,,,,بہت شکریہ، لیکن شاید کل میری مصروفیت ہو۔
,,,,,,,,,,شکریہ، اگر وقت ملا تو شریک ہو جاؤں گا۔
Urdu,Invitation to Celebrations,استاد,طالب علم,Medium,Formal,Honor-based invitation,Positive,کل تقریب ہے، آپ ضرور آئیے گا۔,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔
,,,,,,,,,,سر، شاید میں تقریب میں شرکت نہ کر سکوں۔
,,,,,,,,,,سر، اگر موقع ملا توآ جاؤں گا، ابھی کچھ اور کام بھی ہے۔
Urdu,Invitation to Celebrations,کزن,کزن,Low,Informal,Friendly invitation,Positive,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔
,,,,,,,,,,یار، کل شاید نہ آ سکوں۔
,,,,,,,,,,یار، میرا کل جانے کا ارادہ نہیں، تم کسی اور کے ساتھ چلے جانا۔
Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Pressuring invitation,Negative,یار، نہ آئے تو ناراض ہو جاؤں گا۔,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔
,,,,,,,,,,یار، ابھی پکا نہیں کہہ سکتا۔
,,,,,,,,,,یار، مجھے نہیں لگتا میں کل آ سکوں گا، تم کسی اور کو بلا لینا۔
Urdu,Invitation to Celebrations,سسر,داماد,High,Formal,Family honor invitation,Positive,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔
,,,,,,,,,,جی ابا جی، میں کوشش کروں گا۔
,,,,,,,,,,ابا جی، اگر وقت ملا تو آ جاؤں گا، ورنہ کسی اور دن ملاقات کر لیں گے۔
Urdu,Invitation to Celebrations,ساس,بہو,High,Formal,Family Invitation,Neutral,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔
,,,,,,,,,,ساس، شاید کل آنا ممکن نہ ہو، میں کوشش کروں گی اگر وقت ملا۔
,,,,,,,,,,امی جان، ابھی کچھ مصروفیت ہے، اگر ممکن ہوا تو تقریب میں آ جاؤں گی۔
Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Dismissive invitation,Negative,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔
,,,,,,,,,,یار، کل شاید میرا کوئی اور پروگرام ہو، اس لیے آنا مشکل ہے۔
,,,,,,,,,,یار، میں نے آنے کا ارادہ نہیں کیا۔
Urdu,Invitation to Celebrations,بزرگ رشتہ دار,نوجوان,High,Formal,Traditional invitation,Positive,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,جی، ان شاء اللہ ضرور آؤں گا۔
,,,,,,,,,,جی، میں کوشش کروں گا کہ عید پر آ سکوں، لیکن ابھی پکا نہیں کہہ سکتا۔
,,,,,,,,,,مجھے دیکھنا ہوگا کہ اس دن کیا مصروفیت ہے، پھر بتاؤں گا۔
Urdu,Invitation to Celebrations,ساتھی,ساتھی,Medium,Formal,Professional celebration,Neutral,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔
,,,,,,,,,,شکریہ، لیکن شاید میں اس تقریب میں شرکت نہ کر سکوں۔
,,,,,,,,,,یار، ابھی فیصلہ نہیں کیا، بعد میں بتاؤں گا۔
Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Playful invitation,Positive,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔
,,,,,,,,,,یار، دیکھتا ہوں، شاید آج آنا مشکل ہو۔
,,,,,,,,,,یار، ابھی کچھ مصروفیت ہے، بعد میں بتاؤں گا۔
Urdu,Invitation to Celebrations,سینئر,جونیئر,High,Formal,Obligatory invitation,Negative,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔
,,,,,,,,,,جی سر، میں دیکھوں گا۔
,,,,,,,,,,سر، کل میرے لیے شاید تقریب میں آنا ممکن نہ ہو۔
Urdu,Invitation to Celebrations,چچا,بھتیجا,High,Formal,Respectful acceptance,Positive,بیٹا، مجھے خوشی ہوگی اگر تم ضرور آؤ اور سب کے ساتھ کچھ وقت گزارو۔,آپ کے چچا نے گھر پر ایک خاندانی ملاقات کا اہتمام کیا ہے جس میں تمام قریبی رشتہ داروں کو مدعو کیا گیا ہے۔ اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
,,,,,,,,,,چچا جان، ابھی میرا آنے کا کوئی ارادہ نہیں۔
,,,,,,,,,,چچا جان، تقریب میں آنا میرے لیے ضروری نہیں۔
Urdu,Invitation to Celebrations,ٹیم لیڈر,ٹیم ممبر,Medium,Formal,Respectful acceptance,Positive,آپ بھی ضرور تشریف لائیے گا۔,آپ کے ٹیم لیڈر نے ٹیم کی حالیہ کامیابی کی خوشی میں تمام اراکین کے لیے ایک غیر رسمی ملاقات کا اہتمام کیا ہے۔ اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,بہت شکریہ! ان شاء اللہ میں ضرور تشریف لاؤں گا۔
,,,,,,,,,,جی سر، میں دیکھوں گا۔
,,,,,,,,,,سر، کل شاید میرے لیے آنا مشکل ہو، اگر ممکن ہوا تو بعد میں بتا دوں گا۔
Urdu,Invitation to Celebrations,قریبی دوست,قریبی دوست,Low,Informal,Warm acceptance,Positive,یار، میں نے ایک چھوٹی سی دعوت رکھی ہے۔ تم ضرور آنا۔,آپ کے قریبی دوست نے اپنے نئے گھر میں منتقل ہونے کی خوشی میں ایک مختصر دعوت کا اہتمام کیا ہے۔ وہ چاہتے ہیں کہ آپ بھی اس خوشی میں ضرور شریک ہوں، اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔
,,,,,,,,,,یار، دیکھتا ہوں، اگر موڈ ہوا تو آ جاؤں گا۔
,,,,,,,,,,یار، ابھی پکا نہیں کہہ سکتا، شاید کسی اور دن مل لیتے ہیں۔
Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Deferential request,Positive,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔
,,,,,,,,,,اگر ضروری ہوا تو کلاس کے بعد سوال  پوچھیں۔
,,,,,,,,,,ہاں، مگر کلاس کے آخر میں پوچھ سکتے ہیں۔
Urdu,Asking for Permission,بیٹا,والد,High,Formal,Respectful request,Neutral,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔
,,,,,,,,,,ہاں، جاؤ۔
,,,,,,,,,,نہیں، ابھی باہر جانے کا وقت نہیں ہے۔
Urdu,Asking for Permission,بیٹی,والدہ,High,Informal,Affectionate request,Positive,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔
,,,,,,,,,,نہیں، آج گھر میں کافی کام ہیں، اس لیے ابھی نہیں جا سکتی۔
,,,,,,,,,,ہاں، چلی جاؤ۔
Urdu,Asking for Permission,ملازم,افسر,Medium,Formal,Professional request,Neutral,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔
,,,,,,,,,,ہاں، چلے جاؤ۔
,,,,,,,,,,آپ اپنا کام پہلے ختم کریں۔
Urdu,Asking for Permission,دوست,دوست,Low,Informal,Casual request,Positive,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔
,,,,,,,,,,ہاں، لے آؤ۔
,,,,,,,,,,نہیں، مجھے ابھی فون کی ضرورت ہے۔
Urdu,Asking for Permission,دوست,دوست,Low,Informal,Hesitant request,Neutral,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔
,,,,,,,,,,پھر ایسی بات ہی نہ کرنا جس کے بارے میں تمہیں پتا ہو کہ میں برا مانوں گا۔
,,,,,,,,,,پہلے پوچھو، پھر سوچیں گے۔
Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Careful request,Neutral,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔
,,,,,,,,,,ہاں، لے آؤ۔
,,,,,,,,,,نہیں، ابھی میں مصروف ہوں۔
Urdu,Asking for Permission,داماد,سسر,High,Formal,Respect-based request,Positive,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,جی بیٹا، کہو میں سن رہا ہوں۔
,,,,,,,,,,نہیں، ابھی میں مصروف ہوں۔
,,,,,,,,,,ہاں، کہو۔
Urdu,Asking for Permission,بہو,ساس,High,Formal,Household permission,Neutral,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔
,,,,,,,,,,ہاں، کیوں نہیں؟
,,,,,,,,,,یہ ایک کپ چائے بنا دو، پھر چلی جانا۔
Urdu,Asking for Permission,جونیئر,سینئر,Medium,Formal,Hierarchical request,Negative,سر، کیا میں یہ فائل لے آؤں؟,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔
,,,,,,,,,,ہاں، لے آؤ۔
,,,,,,,,,,تھوڑی دیر بعد لے آنا۔
Urdu,Asking for Permission,دوست,دوست,Low,Informal,Pushy request,Negative,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔
,,,,,,,,,,نہیں، مجھے ابھی فون کی ضرورت ہے۔
,,,,,,,,,,کیا تم اجازت کے بغیر فون پکڑ لیتے ہو؟
Urdu,Asking for Permission,بیٹا,والد,High,Formal,Repeated request,Negative,ابو، پلیز، ایک بار جانے دیں۔,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔
,,,,,,,,,,بیٹا، ضد مت کرو۔
,,,,,,,,,,ٹھیک ہے، چلے جاؤ، بہت ضدی ہو تم۔
Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Late request,Negative,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔
,,,,,,,,,,نہیں جا سکتے۔
,,,,,,,,,,نہیں ہر ضروری کام آپ کو کلاس کے وقت ہی یاد آتا ہے۔
Urdu,Asking for Permission,کزن,کزن,Low,Informal,Friendly ask,Positive,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔
,,,,,,,,,,بہتر ہے کہ تم سکون کرو، کام زیادہ بڑا نہیں ہے۔
,,,,,,,,,,اگر چلنا ہے تو ساتھ چل سکتے ہو۔
Urdu,Asking for Permission,نوجوان,بزرگ رشتہ دار,High,Formal,Authoritative control,Negative,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔
,,,,,,,,,,نہیں، ابھی باہر جانے کا وقت نہیں ہے۔
,,,,,,,,,,ہاں، چلے جاؤ۔
Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Respectful request,Positive,سر، اگر اجازت ہو تو کیا میں چند منٹ پہلے کلاس سے جا سکتا ہوں؟,آپ کو یونیورسٹی کی انتظامیہ کے دفتر میں ایک ضروری دستاویز جمع کروانی ہے، جس کا وقت آپ کی کلاس کے دوران ختم ہو جائے گا۔ اس لیے آپ اپنے استاد سے چند منٹ کے لیے کلاس سے باہر جانے کی اجازت لینا چاہتے ہیں۔,جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کیجیے گا کہ ایسے کام کلاس کے اوقات سے پہلے یا بعد میں نمٹا لیے جائیں۔
,,,,,,,,,,نہیں، آج کا لیکچر بہت اہم ہے۔
,,,,,,,,,,آپ کو کلاس کے وقت ہی کون سا ضروری کام یاد آتا ہے؟
Urdu,Asking for Permission,جونیئر ساتھی,سینئر ساتھی,Medium,Formal,Respectful request,Positive,سر، اگر اجازت ہو تو مجھے آج ایک گھنٹہ پہلے دفتر سے نکلنا ہوگا۔,آپ کو بینک میں ایک ضروری دستاویز جمع کروانی ہے، جس کا مقررہ وقت دفتر کے اوقات ختم ہونے سے پہلے ہے۔ اس لیے آپ اپنے سینئر ساتھی سے اجازت لینا چاہتے ہیں۔,ٹھیک ہے، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو آپ جا سکتے ہیں۔
,,,,,,,,,,آپ اپنا کام پہلے ختم کریں۔
,,,,,,,,,,آج چلے جائیں، لیکن آئندہ ایسے نہ ہو۔
Urdu,Asking for Permission,کزن,کزن,Low,Informal,Polite request,Positive,اگر تمہیں کوئی مسئلہ نہ ہو تو کیا میں کچھ دیر کے لیے تمہارا لیپ ٹاپ استعمال کر سکتا ہوں؟,آپ کو ایک ضروری رپورٹ میں ترمیم کر کے آج ہی جمع کروانی ہے، لیکن آپ کا اپنا لیپ ٹاپ خراب ہو گیا ہے۔ اس لیے آپ اپنے کزن سے کچھ دیر کے لیے اس کا لیپ ٹاپ استعمال کرنے کی اجازت لینا چاہتے ہیں۔,ضرور یار، کام ہو جائے تو واپس کر دینا، امید ہے تمہاری رپورٹ وقت پر مکمل ہو جائے گی۔
,,,,,,,,,,کر لو، اگر استعمال کرنا ہے تو۔
,,,,,,,,,,ہاں، کر لو۔
Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Modest acceptance,Positive,یار، تم نے کمال کام کیا ہے۔,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔
,,,,,,,,,,یار، مجھے نہیں لگتا میرا کام اتنا بھی اچھا تھا۔
,,,,,,,,,,یار، سچ کہوں تو مجھے خود اپنا کام خاص پسند نہیں آیا۔
Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Playful rejection,Neutral,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔
,,,,,,,,,, آج تمہیں کچھ زیادہ ہی تعریف سوجھ رہی ہے۔
,,,,,,,,,,یار، سمارٹ تو تم کہہ رہے ہو، مجھے تو آج اپنی شکل بھی ٹھیک نہیں لگ رہی۔
Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,Medium,Formal,Respectful deflection,Positive,تمہاری پریزنٹیشن بہت اچھی تھی۔,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔
,,,,,,,,,,سر، میرے خیال میں پریزنٹیشن اتنی اچھی نہیں تھی۔
,,,,,,,,,,سر، مجھے لگتا ہے آپ نے شاید زیادہ تعریف کر دی ہے، اس میں کافی کمیاں تھیں۔
Urdu,Accepting & Rejecting Compliments,والد,بیٹا,High,Formal,Grateful acceptance,Positive,آج تم نے بہت اچھا کام کیا ہے۔,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔
,,,,,,,,,,میرا خیال ہے آپ نے شاید میرے کام کو کچھ زیادہ ہی سراہا ہے۔
,,,,,,,,,,ابو، ٹھیک ہے، لیکن میں نے تو بس معمول کا کام کیا ہے، اس میں اتنی خاص بات نہیں۔
