Scenario_ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,CAS_A,FTV_A,CAS_B,FTV_B,CAS_C,FTV_C,Gold_Candidate,Gold_Response
121,Urdu,Respect for Elders,دادا,پوتا,High,Formal,Mild reprimand,Negative,اتنی دیر کیوں ہو گئی؟,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.375,A,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔
122,Urdu,Respect for Elders,امی,بیٹا,High,Informal,Emotional guidance,Positive,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,0.9688,0.0,0.1875,0.375,0.25,0.25,A,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔
123,Urdu,Respect for Elders,تایا,بھتیجا,High,Formal,Hierarchical respect,Neutral,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.1875,0.25,A,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔
124,Urdu,Respect for Elders,دادا,پوتا,High,Formal,Deferential reassurance,Positive,بیٹا، سامان مجھے پکڑا دو، تم تھک گئے ہوگے۔,آپ بھاری سامان اٹھانے کی کوشش کر رہے ہیں۔ آپ کے دادا چاہتے ہیں کہ آپ آرام کریں اور وہ خود سامان اٹھا لیں۔,1.0,0.0,0.25,0.25,0.1875,0.25,A,دادا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ سامان میں خود ہی اٹھا لوں گا۔
125,Urdu,Respect for Elders,سینئر پروفیسر,لیکچرار,Medium,Formal,Respectful compliance,Positive,آپ کافی دیر سے کام کر رہے ہیں، کچھ دیر آرام کر لیجیے، باقی کام بعد میں ہو جائے گا۔,آپ کافی دیر سے مسلسل کام میں مصروف ہیں۔ آپ کے شعبے کے سینئر پروفیسر چاہتے ہیں کہ آپ کچھ دیر آرام کر لیں اور کام بعد میں جاری رکھیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔
126,Urdu,Respect for Elders,قریبی دوست,قریبی دوست,Low,Informal,Reciprocal cooperation,Positive,یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا لیتا ہوں۔,آپ اپنے قریبی دوست کے ساتھ سفر کر رہے ہیں اور کافی دیر سے سامان اٹھائے ہوئے ہیں۔ آپ کا دوست چاہتا ہے کہ آپ کچھ دیر آرام کریں اور باقی سامان وہ خود اٹھا لے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,شکریہ یار، تمہاری بہت مہربانی۔ چلو، تھوڑی دیر تم اٹھا لو، پھر آگے میں سنبھال لوں گا۔
127,Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Duty acceptance,Positive,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,0.9688,0.0,0.25,0.25,0.25,0.25,A,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔
128,Urdu,Family Obligations & Requests,والدہ,بیٹی,High,Informal,Caring request,Positive,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔
129,Urdu,Family Obligations & Requests,چچا,بھتیجا,High,Formal,Respectful compliance,Neutral,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,1.0,0.0,0.25,0.25,0.1875,0.375,A,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔
130,Urdu,Family Obligations & Requests,خالہ,بھانجی,High,Formal,Polite acceptance,Positive,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی خالہ جان، ابھی کر دیتی ہوں۔
131,Urdu,Family Obligations & Requests,دادا,پوتا,High,Formal,Deferential duty,Positive,بیٹا، ذرا میری دوائی لے آؤ۔,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔
132,Urdu,Family Obligations & Requests,دادی,پوتی,High,Formal,Respectful service,Neutral,بیٹی، ذرا میرے لیے پانی لے آنا۔,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی دادی جان، ابھی لاتی ہوں۔
133,Urdu,Family Obligations & Requests,بھائی,بہن,Medium,Informal,Supportive request,Positive,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,0.9688,0.0,0.25,0.25,0.25,0.25,A,ہاں، دو، میں سنبھال لیتی ہوں۔
134,Urdu,Family Obligations & Requests,بہن,بھائی,Medium,Informal,Casual request,Neutral,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,0.9688,0.0,0.5,0.125,0.5,0.0,A,ہاں، یہ رہا، استعمال کر لو۔
135,Urdu,Family Obligations & Requests,سسر,داماد,High,Formal,Respect-based request,Positive,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابا جی، میں دیکھ لیتا ہوں۔
136,Urdu,Family Obligations & Requests,ساس,بہو,High,Formal,Household duty,Neutral,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔
137,Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Authoritative request,Negative,میں نے کہا تھا یہ کام آج ہی کر دینا۔,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔
138,Urdu,Family Obligations & Requests,والدہ,بیٹا,High,Informal,Emotional pressure,Negative,ہر کام مجھے ہی کرنا پڑتا ہے؟,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,0.9062,0.0,0.25,0.25,0.25,0.25,A,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔
139,Urdu,Family Obligations & Requests,تایا,بھتیجا,High,Formal,Hierarchical request,Neutral,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی تایا جان، ابھی لے آتا ہوں۔
140,Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Friendly request,Positive,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,آپ کا کزن ایک مختصر کام کے لیے باہر جا رہا ہے اور چاہتا ہے کہ آپ بھی ساتھ چلیں۔,1.0,0.0,0.5,0.0,0.5,0.0,A,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔
141,Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Dismissive request,Negative,یہ کام تو تم ہی کرو گے۔,آپ کا کزن بغیر پوچھے ذمہ داری آپ پر ڈال دیتا ہے۔,0.8438,0.0,0.5,0.125,0.25,0.25,A,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔
142,Urdu,Family Obligations & Requests,والدہ,بیٹی,High,Formal,Cooperative compliance,Positive,بیٹی، ذرا آ جاؤ، مہمانوں کی آمد سے پہلے کچھ کام باقی ہیں، میرے ساتھ ہاتھ بٹا دو۔,آپ کے گھر میں مہمان آنے والے ہیں اور ابھی کچھ تیاری باقی ہے۔ آپ کی والدہ چاہتی ہیں کہ آپ گھر کے کاموں میں ان کا ہاتھ بٹائیں تاکہ تمام تیاریاں وقت پر مکمل ہو جائیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی امی، ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے ہیں۔
143,Urdu,Family Obligations & Requests,بڑی بہن,چھوٹا بھائی,Medium,Informal,Cooperative compliance,Positive,ذرا بازار سے یہ ضروری سامان لے آؤ۔,آپ کی فیملی میں ایک خاندانی تقریب ہونے والی ہے اور کچھ ضروری سامان ابھی لانا باقی ہے۔ آپ کی بڑی بہن چاہتی ہیں کہ آپ بازار سے یہ سامان لے آئیں تاکہ تیاریاں وقت پر مکمل ہو جائیں۔,1.0,0.0,0.5,0.0,0.25,0.25,A,ٹھیک ہے باجی، ابھی لے آتا ہوں۔ اگر اور بھی کچھ چاہیے ہو تو بتا دیجیے گا۔
144,Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Cooperative compliance,Positive,ذرا یہ کام تم سنبھال لو۔,آپ اپنے کزن کے ساتھ ایک خاندانی تقریب کی تیاریوں میں مصروف ہیں اور ابھی کچھ کام باقی ہیں۔ آپ کا کزن چاہتا ہے کہ آپ ایک کام سنبھال لیں تاکہ تمام انتظامات وقت پر مکمل ہو جائیں۔,1.0,0.0,0.4688,0.125,0.5,0.125,A,ٹھیک ہے، یہ کام میں سنبھال لیتا ہوں۔ تم باقی تیاری دیکھ لو، ہم مل کر سب وقت پر مکمل کر لیں گے۔
145,Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Respectful disagreement,Positive,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,دفتر میں آپ کے سینئر آپ کے کام کے طریقے پر تنقید کرتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔
146,Urdu,Handling Criticism & Disagreements,استاد,طالب علم,Medium,Formal,Academic acceptance,Positive,یہ جواب مزید بہتر ہو سکتا تھا۔,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,0.9688,0.0,0.25,0.25,0.25,0.25,A,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔
147,Urdu,Handling Criticism & Disagreements,والد,بیٹا,High,Formal,Obedient acknowledgment,Neutral,تم نے یہ کام ٹھیک نہیں کیا۔,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔
148,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Friendly disagreement,Positive,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,0.875,0.0,0.25,0.25,0.4375,0.125,A,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔
149,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Defensive response,Negative,تم ہمیشہ یہی غلطی کرتے ہو۔,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔
150,Urdu,Handling Criticism & Disagreements,والدہ,بیٹی,High,Informal,Emotional correction,Neutral,تم نے میری بات نہیں مانی۔,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔
151,Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Corrective feedback,Neutral,اس رپورٹ میں کچھ خامیاں ہیں۔,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,1.0,0.0,0.4688,0.25,0.5,0.0,A,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔
152,Urdu,Handling Criticism & Disagreements,کزن,کزن,Low,Informal,Light disagreement,Positive,تم کچھ زیادہ سخت ہو رہے ہو۔,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,0.9688,0.0,0.25,0.25,0.5,0.0,A,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔
153,Urdu,Handling Criticism & Disagreements,استاد,طالب علم,Medium,Formal,Strict correction,Negative,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔
154,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Argumentative response,Negative,یہ سب تمہاری وجہ سے ہوا ہے۔,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔
155,Urdu,Handling Criticism & Disagreements,والد,بیٹا,High,Formal,Authoritative reprimand,Negative,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔
156,Urdu,Handling Criticism & Disagreements,ساتھی,ساتھی,Medium,Formal,Professional disagreement,Neutral,میں اس فیصلے سے متفق نہیں ہوں۔,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,0.9375,0.0,0.5,0.125,0.25,0.25,A,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔
157,Urdu,Handling Criticism & Disagreements,تایا,بھتیجا,High,Formal,Respectful listening,Positive,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,1.0,0.0,0.4375,0.25,0.25,0.125,A,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔
158,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Teasing criticism,Neutral,یار، یہ تو بہت ہی خراب تھا۔,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,0.875,0.0,0.25,0.25,0.25,0.25,A,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔
159,Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Public correction,Negative,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔
160,Urdu,Handling Criticism & Disagreements,استاد,طالب علم,High,Formal,Accepting criticism,Positive,آپ کی اسائنمنٹ مجموعی طور پر اچھی ہے، لیکن اس میں چند اہم نکات شامل نہیں کیے گئے۔,آپ کی اسائنمنٹ چیک ہونے کے بعد معلوم ہوا ہے کہ اس میں چند اہم نکات شامل نہیں ہیں۔ آپ کے استاد چاہتے ہیں کہ وہ اس بارے میں آپ سے بات کریں تاکہ آپ اپنی غلطیوں کو بہتر طور پر سمجھ سکیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، میں ان نکات کو شامل کر کے اسائنمنٹ بہتر کر دوں گا۔
161,Urdu,Handling Criticism & Disagreements,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Constructive acceptance,Positive,اس رپورٹ کے کچھ حصے ہمارے معیار کے مطابق نہیں ہیں۔,آپ کی تیار کردہ رپورٹ کا جائزہ لیا جا رہا ہے۔ آپ کے سینئر ساتھی نے رپورٹ میں چند اہم خامیوں کی نشاندہی کی ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ کام کرتا ہوں تاکہ حتمی رپورٹ بہتر معیار کی ہو۔
162,Urdu,Handling Criticism & Disagreements,قریبی دوست,قریبی دوست,Low,Informal,Constructive agreement,Positive,یار، مجھے لگتا ہے کہ تمہارے حصے میں چند تبدیلیوں کی ضرورت ہے۔,آپ اور آپ کا قریبی دوست ایک مشترکہ منصوبے پر کام کر رہے ہیں۔ منصوبے پر نظرِ ثانی کرتے ہوئے آپ کو محسوس ہوتا ہے کہ اس کے تیار کیے گئے حصے میں کچھ ایسی تبدیلیوں کی ضرورت ہے جن پر آپ دونوں کی رائے مختلف ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ضرور، اگر تمہیں لگتا ہے کہ اس سے کام بہتر ہوگا تو آؤ مل کر جائزہ لیتے ہیں۔
163,Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Warm invitation,Positive,کل میری سالگرہ ہے، ضرور آنا۔,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,0.9688,0.0,0.5,0.0,0.5,0.0,A,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔
164,Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Casual invitation,Neutral,آج رات پارٹی ہے، آنا ہے؟,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,0.9375,0.0,0.4375,0.125,0.4375,0.125,A,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔
165,Urdu,Invitation to Celebrations,چچا,بھتیجا,High,Formal,Respectful invitation,Positive,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,0.9375,0.0,0.4375,0.25,0.25,0.25,A,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔
166,Urdu,Invitation to Celebrations,خالہ,بھانجی,High,Formal,Affectionate invitation,Positive,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,0.9375,0.0,0.4688,0.125,0.5,0.0,A,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔
167,Urdu,Invitation to Celebrations,پڑوسی,پڑوسی,Medium,Formal,Polite invitation,Neutral,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,0.9375,0.0,0.5,0.0,0.5,0.0,A,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔
168,Urdu,Invitation to Celebrations,استاد,طالب علم,Medium,Formal,Honor-based invitation,Positive,کل تقریب ہے، آپ ضرور آئیے گا۔,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔
169,Urdu,Invitation to Celebrations,کزن,کزن,Low,Informal,Friendly invitation,Positive,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,1.0,0.0,0.5,0.0,0.5,0.0,A,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔
170,Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Pressuring invitation,Negative,یار، نہ آئے تو ناراض ہو جاؤں گا۔,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔
171,Urdu,Invitation to Celebrations,سسر,داماد,High,Formal,Family honor invitation,Positive,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,0.9375,0.0,0.5,0.125,0.25,0.25,A,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔
172,Urdu,Invitation to Celebrations,ساس,بہو,High,Formal,Family Invitation,Neutral,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,1.0,0.0,0.25,0.25,0.4375,0.25,A,جی امی جان، ان شاء اللہ ضرور آؤں گی۔
173,Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Dismissive invitation,Negative,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔
174,Urdu,Invitation to Celebrations,بزرگ رشتہ دار,نوجوان,High,Formal,Traditional invitation,Positive,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی، ان شاء اللہ ضرور آؤں گا۔
175,Urdu,Invitation to Celebrations,ساتھی,ساتھی,Medium,Formal,Professional celebration,Neutral,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,1.0,0.0,0.5,0.125,0.25,0.25,A,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔
176,Urdu,Invitation to Celebrations,دوست,دوست,Low,Informal,Playful invitation,Positive,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,1.0,0.0,0.5,0.0,0.5,0.0,A,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔
177,Urdu,Invitation to Celebrations,سینئر,جونیئر,High,Formal,Obligatory invitation,Negative,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,0.9375,0.0,0.25,0.25,0.4375,0.125,A,جی سر، میں شرکت کرنے کی کوشش کروں گا۔
178,Urdu,Invitation to Celebrations,چچا,بھتیجا,High,Formal,Respectful acceptance,Positive,بیٹا، مجھے خوشی ہوگی اگر تم ضرور آؤ اور سب کے ساتھ کچھ وقت گزارو۔,آپ کے چچا نے گھر پر ایک خاندانی ملاقات کا اہتمام کیا ہے جس میں تمام قریبی رشتہ داروں کو مدعو کیا گیا ہے۔ اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.375,A,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
179,Urdu,Invitation to Celebrations,ٹیم لیڈر,ٹیم ممبر,Medium,Formal,Respectful acceptance,Positive,آپ بھی ضرور تشریف لائیے گا۔,آپ کے ٹیم لیڈر نے ٹیم کی حالیہ کامیابی کی خوشی میں تمام اراکین کے لیے ایک غیر رسمی ملاقات کا اہتمام کیا ہے۔ اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,1.0,0.125,0.25,0.25,0.25,0.25,A,بہت شکریہ! ان شاء اللہ میں ضرور تشریف لاؤں گا۔
180,Urdu,Invitation to Celebrations,قریبی دوست,قریبی دوست,Low,Informal,Warm acceptance,Positive,یار، میں نے ایک چھوٹی سی دعوت رکھی ہے۔ تم ضرور آنا۔,آپ کے قریبی دوست نے اپنے نئے گھر میں منتقل ہونے کی خوشی میں ایک مختصر دعوت کا اہتمام کیا ہے۔ وہ چاہتے ہیں کہ آپ بھی اس خوشی میں ضرور شریک ہوں، اس لیے وہ آپ کو دعوت دینا چاہتے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔
181,Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Deferential request,Positive,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,1.0,0.0,0.4688,0.125,0.4688,0.125,A,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔
182,Urdu,Asking for Permission,بیٹا,والد,High,Formal,Respectful request,Neutral,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,1.0,0.0,0.5,0.25,0.25,0.25,A,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔
