Scenario_ID,Candidate,Candidates,Mean_Relational_Alignment,Mean_Indirectness,Mean_Facesaving,Mean_Cultural_Appropriateness,Mean_Directness_Threat,Mean_Hierarchy_Violation,CAS,FTV,Gold_Candidate,Is_Gold
114,A,جی خالہ جان، ابھی لے آتی ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
114,B,ایک منٹ لاتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
114,C,ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
115,A,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
115,B,ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
115,C,ٹھیک ہے ماموں، کل ساتھ چلوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
116,A,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
116,B,ٹھیک ہے، دوبارہ پڑھ لوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
116,C,ٹھیک ہے سر۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
117,A,جی سر، میں اسے درست کر لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
117,B,سر، میرے خیال سے صحیح ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
117,C,ٹھیک ہے سر، میں دیکھتا ہوں۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
118,A,جی انکل، ابھی بند کر دیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
118,B,ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
118,C,ہاں، کر دیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
119,A,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
119,B,ابھی رکھتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
119,C,ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
120,A,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
120,B,ٹھیک ہے، آئندہ ایسا نہیں ہوگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
120,C,یہ سب غلطی سے ہوا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
121,A,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
121,B,دیر ہو گئی تھی، اس لیے دیر سے گھر آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
121,C,اتنی دیر تو نہیں ہوئی، آپ اتنی فکر کیوں کر رہے ہیں؟,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.375,A,False
122,A,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
122,B,امی، آپ کو اتنی فکر کرنے کی ضرورت نہیں، میں اپنا خیال رکھ سکتا ہوں۔,1.0,1.0,1.0,0.0,2.0,1.0,0.1875,0.375,A,False
122,C,ٹھیک ہے امی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
123,A,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
123,B,جی تایا، بتائیں کیا بات ہے؟,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
123,C,تایا، میں ابھی مصروف ہوں، بعد میں بتا دیجیے گا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
124,A,دادا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ سامان میں خود ہی اٹھا لوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
124,B,دادا، آپ رہنے دیں، آپ سے یہ سامان نہیں اٹھے گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
124,C,ٹھیک ہے دادا جان، اگر آپ اٹھانا چاہتے ہیں تو آپ ہی اٹھا لیں۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
125,A,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
125,B,سر، ابھی آرام کا وقت نہیں ہے، کام بہت زیادہ ہے، میں بعد میں دیکھ لوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
125,C,جی سر۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
126,A,شکریہ یار، تمہاری بہت مہربانی۔ چلو، تھوڑی دیر تم اٹھا لو، پھر آگے میں سنبھال لوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
126,B,نہیں یار، میں خود اٹھا لوں گا، تم اپنا سامان سنبھالو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
126,C,تمہیں اتنی فکر کرنے کی ضرورت نہیں، میں تھکا نہیں ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
127,A,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
127,B,ابو، میں ابھی تھوڑا مصروف ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
127,C,ابو، بعد میں دیکھ لیں گے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
128,A,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
128,B,امی، ابھی نہیں، آپ کسی اور سے کہہ دیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
128,C,امی، میں نے کہا نا کہ میں مصروف ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
129,A,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
129,B,چچا، اگر ضروری ہے تو میں چل جاؤں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
129,C,چچا، آپ خود چلے جائیں، مجھے بازار جانے کا شوق نہیں ہے۔,1.0,1.0,1.0,0.0,2.0,1.0,0.1875,0.375,A,False
130,A,جی خالہ جان، ابھی کر دیتی ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
130,B,خالہ، ابھی نہیں، میں کچھ دیر بعد کر دوں گی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
130,C,خالہ، میں ابھی مصروف ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
131,A,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
131,B,دادا، آپ خود لے لیں، میں ابھی باہر جا رہا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
131,C,دادا، مجھے تھوڑا وقت لگ جائے گا، ابھی مصروف ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
132,A,جی دادی جان، ابھی لاتی ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
132,B,دادی، پانی پاس ہی رکھا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
132,C,دادی، کسی اور کو بول دیں، میں مصروف ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
133,A,ہاں، دو، میں سنبھال لیتی ہوں۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
133,B,بھائی، ابھی نہیں، تم خود پکڑ لو، میرے ہاتھ بھی مصروف ہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
133,C,بھائی، میں اپنا کام کر رہا ہوں، اپنا بیگ خود سنبھالو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
134,A,ہاں، یہ رہا، استعمال کر لو۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
134,B,بہن، ابھی چارجر نہیں دے سکتا، تم کسی اور سے لے لو۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
134,C,بہن، میرا فون بھی چارج ہو رہا ہے، اپنا انتظام خود کر لو۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
135,A,جی ابا جی، میں دیکھ لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
135,B,سسر، ابھی مصروف ہوں، یہ کام بعد میں دیکھوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
135,C,سسر، آپ کسی اور سے یہ کام کروا لیجیے، میرے پاس ابھی وقت نہیں ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
136,A,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
136,B,ساس، میں ابھی مصروف ہوں، آپ کسی اور سے کھانے کا انتظام کروا لیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
136,C,امی جان، آپ خود بتا دیں، میں دیکھتا ہوں کہ وقت ملا تو کر لوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
137,A,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
137,B,ابو، ابھی یہ کام نہیں ہو سکے گا، کل کر دوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
137,C,ابو، میں نے کہا تھا نا کہ مصروف ہوں، آپ خود کر لیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
138,A,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,3.0,3.5,4.0,4.0,0.0,0.0,0.9062,0.0,A,True
138,B,امی، ہر کام تو میں نہیں کر سکتا، آپ کسی اور سے کروا لیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
138,C,امّی، آپ کسی اور سے کروا لیں، میں ابھی بہت تھکا ہوا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
139,A,جی تایا جان، ابھی لے آتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
139,B,تایا جان، یہ کاغذات ابھی نہیں مل رہے، تھوڑی دیر بعد لے آتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
139,C,تایا، میں ابھی ایک کام میں لگا ہوا ہوں، فارغ ہوتے ہی کاغذات لے آتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
140,A,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
140,B,یار، اگر ضروری ہے تو چل لیتے ہیں، بس جلدی واپس آنا ہوگا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
140,C,یار، آج میرا باہر جانے کا موڈ نہیں، تم اکیلے ہی چلے جاؤ۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
141,A,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,3.0,3.0,3.5,4.0,0.0,0.0,0.8438,0.0,A,True
141,B,ٹھیک ہے، کر دیتا ہوں، لیکن اگلی بار پہلے سے بتا دینا تاکہ میں تیار رہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
141,C,یار، تم نے مجھ سے پوچھے بغیر فیصلہ کر لیا، یہ کام تم خود ہی کر لو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
142,A,جی امی، ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
142,B,میں ابھی ایک کام میں مصروف ہوں، تھوڑی دیر بعد آتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
142,C,امی، آپ کسی اور سے مدد لے لیں، میں ابھی یہ سب نہیں کر سکتی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
143,A,ٹھیک ہے باجی، ابھی لے آتا ہوں۔ اگر اور بھی کچھ چاہیے ہو تو بتا دیجیے گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
143,B,باجی، ابھی بازار جانا مشکل ہے، آپ کسی اور کو بھیج دیں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
143,C,باجی، میں آج کافی مصروف ہوں، یہ سامان آپ خود لے آئیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
144,A,ٹھیک ہے، یہ کام میں سنبھال لیتا ہوں۔ تم باقی تیاری دیکھ لو، ہم مل کر سب وقت پر مکمل کر لیں گے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
144,B,کزن، یہ کام ابھی نہیں کر سکتا، تم خود سنبھال لو۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
144,C,ٹھیک ہے، لیکن باقی تیاری تم خود کر لینا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
145,A,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
145,B,سینئر، میں نے اس طریقے سے پہلے بھی کام کیا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
145,C,سر، لیکن میرے خیال میں میرا طریقہ بھی درست ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
146,A,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
146,B,سر، میں اس جواب کو کافی بہتر سمجھتا ہوں، اسے دوبارہ کرنے کی ضرورت نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
146,C,جی سر، مجھے تو یہ کام ٹھیک ہی لگ رہا ہے، آپ دوبارہ دیکھ لیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
147,A,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
147,B,ابو، اگر کوئی غلطی ہے تو بتا دیں، ورنہ میں اسے ایسے ہی رہنے دیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
147,C,ابو، میں نے جو کیا ہے ٹھیک کیا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
148,A,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,3.5,3.5,3.5,3.5,0.0,0.0,0.875,0.0,A,True
148,B,دوست، میں اس پر دوبارہ سوچ لیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
148,C,یار، میں اس بات سے بالکل متفق نہیں ہوں، میرا خیال ہی بہتر ہے۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
149,A,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
149,B,تم ہمیشہ میری غلطیاں ہی نکالتے رہتے ہو، میں نے جو کیا ٹھیک ہی کیا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
149,C,تمہیں جو سمجھنا ہے سمجھو، میں نے وہی کیا جو مجھے ٹھیک لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
150,A,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
150,B,امی، میں نے آپ کی بات سنی تھی، بس اس وقت مجھے ایسا کرنا مناسب لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
150,C,امی، آپ ہر بات پر ناراض ہو جاتی ہیں، میں نے کوئی بڑی غلطی نہیں کی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
151,A,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
151,B,سینئر، میں نے رپورٹ دوبارہ دیکھ لی ہے، میرے خیال میں زیادہ تر حصے ٹھیک ہیں۔,2.0,2.0,2.0,1.5,2.0,0.0,0.4688,0.25,A,False
151,C,جی سر، میں دیکھ لوں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
152,A,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
152,B,کزن، میرا لہجہ ایسا ہی ہے، تمہیں اتنا حساس ہونے کی ضرورت نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
152,C,یار، تم ہی زیادہ سوچ رہے ہو، مجھے نہیں لگتا میں سخت ہو رہا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
153,A,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
153,B,سر، میرے خیال میں اس سے بہتر ممکن نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
153,C,سر، اگر آپ کو یہ کام پسند نہیں آیا تو آپ خود بتا دیں کہ کیا کرنا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
154,A,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
154,B,سینئر، مجھے نہیں لگتا کہ رپورٹ میں کوئی خاص خامی ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
154,C,سر، میں نے رپورٹ اپنی سمجھ کے مطابق درست تیار کی ہے، فی الحال تبدیلی کی ضرورت نہیں سمجھتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
155,A,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
155,B,ابو، میں تو سمجھتا ہوں یہ کام ٹھیک ہی کیا تھا، آپ اتنی ناراضی نہ کریں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
155,C,ابو، میں نے آپ کی بات اپنی جگہ سمجھی تھی، اس لیے جو مناسب لگا وہ کر دیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
156,A,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
156,B,ساتھی، میں اس فیصلے سے متفق نہیں ہوں اور مجھے نہیں لگتا کہ اس میں تبدیلی کی ضرورت ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
156,C,آپ کی رائے اپنی جگہ درست ہے، لیکن میں اپنے مؤقف پر قائم ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
157,A,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
157,B,تایا جان، میں نے تو اپنی طرف سے پوری کوشش کی تھی، آپ کو شاید ایسا لگا ہو کہ میں بے تحمل تھا۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
157,C,تایا جان، اس وقت میرے لیے صورتحال کچھ مختلف تھی۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
158,A,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3.0,3.0,4.0,4.0,0.0,0.0,0.875,0.0,A,True
158,B,یار، اس بار مجھے ٹھیک ہی لگا تھا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
158,C,یار، تمہیں پسند نہیں آیا تو کوئی بات نہیں، میں اسے دوبارہ نہیں کرنے والا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
159,A,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
159,B,سر، میں نے اپنی طرف سے درست کام کیا تھا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
159,C,سر، میں سمجھتا ہوں کہ یہ غلطی اتنی بڑی نہیں تھی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
160,A,جی سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، میں ان نکات کو شامل کر کے اسائنمنٹ بہتر کر دوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
160,B,سر، مجھے نہیں لگتا کہ میری اسائنمنٹ میں مزید تبدیلی کی ضرورت ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
160,C,سر، مجھے لگتا ہے اسائنمنٹ کافی اچھی ہے، ان نکات کو شامل کرنا ضروری نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
161,A,آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ کام کرتا ہوں تاکہ حتمی رپورٹ بہتر معیار کی ہو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
161,B,سینئر ساتھی، مجھے نہیں لگتا کہ ان حصوں میں کوئی خاص مسئلہ ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
161,C,آپ کی رائے اپنی جگہ درست ہے، لیکن میں اپنے تیار کیے ہوئے حصے میں تبدیلی نہیں کرنا چاہتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
162,A,ضرور، اگر تمہیں لگتا ہے کہ اس سے کام بہتر ہوگا تو آؤ مل کر جائزہ لیتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
162,B,یار، مجھے تو اپنا حصہ بالکل ٹھیک لگ رہا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
162,C,اگر تمہیں مسئلہ لگ رہا ہے تو تم خود اسے تبدیل کر لو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
163,A,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
163,B,ضرور یار، اگر ممکن ہوا تو آ جاؤں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
163,C,یار، آج شاید نہ آ سکوں، تم کسی اور کو بھی بلا لینا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
164,A,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
164,B,اگر ممکن ہوا تو آ جاؤں گا۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
164,C,یار، آج شاید نہ آ سکوں۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
165,A,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
165,B,چچا جان، میں کوشش کروں گا، لیکن ابھی یقین سے نہیں کہہ سکتا۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
165,C,چچا، دیکھتا ہوں وقت ملا تو آ جاؤں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
166,A,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
166,B,خالہ جان، شاید میں کل نہ آ سکوں، اگر وقت ملا تو آ جاؤں گی۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
166,C,خالہ جان، میں دیکھوں گی، ابھی پکا وعدہ نہیں کر سکتی۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
167,A,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
167,B,بہت شکریہ، لیکن شاید کل میری مصروفیت ہو۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
167,C,شکریہ، اگر وقت ملا تو شریک ہو جاؤں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
168,A,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
168,B,سر، شاید میں تقریب میں شرکت نہ کر سکوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
168,C,سر، اگر موقع ملا توآ جاؤں گا، ابھی کچھ اور کام بھی ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
169,A,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
169,B,یار، کل شاید نہ آ سکوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
169,C,یار، میرا کل جانے کا ارادہ نہیں، تم کسی اور کے ساتھ چلے جانا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
170,A,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
170,B,یار، ابھی پکا نہیں کہہ سکتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
