ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""والد جان، میں نے اس کام کیا ہے لیکن میں نے اسے اپنے ذہانت",2,2,2,2,0,0,"""ابا، مجھے اس پر افسوس ہے، میں نے آپ کی بات کو نظرانداز کیا، آئندہ احتیاط کروں گا۔""",3,3,3,3,0,0,"""والد جی، مجھے لگتا تھا کہ یہ کام ضروری ہے، اور میں نے سوچ",4,4,4,4,0,0,"""والد جان، میں سمجھتا ہوں کہ آپ میرے فیصلے سے مطمئن نہ",2,2,2,2,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,"""اس کے بارے میں بات چلتے رہیں، میں سمجھنے کے بعد اپنے",2,2,2,2,0,0,"""ٹھیک ہے، مگر آپ کی رائے بھی مہربان ہے۔ میں آپ کی نظر ک",2,2,2,2,0,0,"""میں آپ کی رائے کا احترام کرتا ہوں، کیا آپ اپنی تشویشات کو مزید وضاحت سے بیان کر سکتے ہیں؟""",2,2,2,2,0,0,"""ٹھیک ہے، اگر آپ کو یقین ہے کہ یہ فیصلہ صحیح نہیں",4,4,4,4,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,"""جی تایا جان، میں نے یقین کیا تھا کہ وہ کام کامیابی سے مکمل ہو ج",4,4,4,4,0,0,"""جی بھتیجا جان، مگر میں نے کچھ کام کیا۔ آپ کی مشورہ کا بہت",3,3,3,3,0,0,"""جی تایا جان، آپ کا مشورہ سن کر مجھے بہت سکون ہوا ہے۔""",1,1,1,1,0,1,"""جی تایا جان، آپ بالکل صحیح فرما رہے ہیں، میں اپنی غلطی تسلیم کرتا ہوں اور آئندہ زیادہ صبر سے کام لوں گا۔""",2,2,2,2,0,0
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,"""ہاہا، بے شک، میں نے تو اپنی زندگی میں پہلی بار ایسا کام کیا ہ",3,3,3,3,0,0,"""ہاہا، بس یار، کبھی کبھی ایسا ہو جاتا ہے، اگلی بار بہتر کروں گا!""",2,2,2,2,0,0,"""یار، تو بھی کچھ بہتری کی ضرورت ہے۔""",4,4,4,4,0,0,"""یار، شکریہ کہ آپ میں کوئی تنقید کرتے ہیں۔ میں اس کی وجہ",3,3,3,3,0,0
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,"""سر، میں اپنی غلطی کے لیے معذرت خواہ ہوں، آئندہ اس کا خاص خیال رکھوں گا۔""",4,4,4,4,0,0,"""مجھے بہت افسوس ہے سر، لیکن میں نے اسے درست کر لیا ہے�",3,3,3,3,0,0,"""ٹھیک ہے، میں اس کو نہیں نشان دے سکتا، لیکن آئندہ میں",2,2,2,2,0,0,"""جی سر، مجھے اس غلطی پر معذرت ہے۔ میں اسے درست کرنے کی کوشش کرو",4,4,4,4,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3,4,4,4,0,0,"""یقیناً، دوست! میں ضرور آؤں گا، تمہاری سالگرہ کا انتظار ہے!""",3,3,3,3,0,0,"""ٹھیک ہے، ان شاء اللہ میں آں گا۔ کل کیسے ہے؟""",4,4,4,4,0,0,"""جی، بہت خوشی ہوگی، ضرور آؤں گا، آپ کی سالگرہ مبارک!""",3,3,3,3,0,0,"""پیارے دوست، بہت شکریہ، لیکن کل میری ایک اہم ملاقات ہے جسے می",4,4,4,4,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,"""جی یار، میں ضرور آؤں گا، بظاہر تو میرا کمرا پورا ہے!""",2,2,2,2,0,0,"""جی، میں ضرور آؤں گا، مگر ابھی کچھ اور کام بھی ہے، شاید بعد میں",4,4,4,4,0,0,"""ٹھیک ہے، بہت شکریہ، آں گا۔""",3,3,3,3,0,0,"""ہاں یار، کیوں نہیں! مجھے بہت مزہ آئے گا، وقت بتا دو۔""",4,4,4,4,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ",4,4,4,4,0,0,"""چچا جان، ان شاء اللہ میں ضرور آں گا۔ آپ کی دعوت کا بہت شکری",4,4,4,4,0,0,"""جی چچا جان، ضرور آنا ہوں گا، آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گا۔""",4,4,4,4,0,0
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,"""جی خالہ جان، آپ کی دعوت کا بہت شکریہ، لیکن میرے پاس کچھ کام ہیں",3,3,3,3,0,1,"""والدین کی طرف سے دعوت ہے، بہت شکریہ، میں ضرور آں گا۔""",4,4,4,4,0,0,"""خالہ جان، بہت شکریہ، لیکن ابھی میرے پاس ایک اہم منصوبے پر کام کر",3,3,3,3,0,0,"""جی خالہ جان، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گی۔""",4,4,4,4,0,0
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور تشریف لایا کروں گا",4,4,4,4,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن مجھے ابھی کچھ اور کام کرنا ہ�",2,2,2,2,0,1,"""ٹھیک ہے، بیٹا آؤ، میں تشریف لائیں گا۔""",4,4,4,4,0,0,"""بہت شکریہ، میں کوشش کروں گا کہ وقت نکال سکوں۔""",4,4,4,4,0,0
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی سر، میں کوشش کروں گا کہ وقت پر پہنچ سکوں۔ آپ کی دعوت کا شکریہ۔""",4,4,4,4,0,0,"""جی سر، کل ضرور آئیں گا، آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""جی سر، کل شرکت کر لوں گا۔ آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""جی سر، الحمدللہ کل کے لیے آئیں گا۔ آپ کی دعوت کا بہت شکر",4,4,4,4,0,0
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,"""جی، کل ایک فنکشن ہے، لیکن مجھے ابھی ایک اور پروگرام میں شرکت کرنی ہ",3,3,3,3,0,0,"""جی، یقیناً، میں ضرور جاؤں گا، بہت جلد۔""",4,4,4,4,0,0,"""یار، کل تو مجھے کچھ اور کام ہیں، لیکن تم مزے کرو، پھر بتانا کیسا رہا!""",4,4,4,4,0,0,"""ٹھیک ہے کزن جان، میں بھی ساتھ چلتا ہوں۔""",3,3,3,3,0,0
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,"""ٹھیک ہے بھائی، ابھی لے آتا ہوں۔""",2,2,2,2,0,0,"""یار، بہت شکریہ، لیکن ابھی کچھ اور کام ہے، شاید اگلے ہفت�",4,4,4,4,0,0,"""ہنس کر کہہ دو یار، میں ضرور آؤں گا، لیکن کبھی بھی مجھے مج",2,2,2,2,0,0,"""نہیں یار، تمہیں ناراض ہونے کی ضرورت نہیں، میں ضرور آؤں گا!""",2,2,2,2,0,0
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,"""جی سسر جان، کل ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0,"""جی ابا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0,"""جی سسر جان، آپ کی دعوت کا بہت شکریہ، لیکن مجھے ابھی کچھ کام کرنے �",3,3,3,3,0,0,"""جی سر، ان شاء اللہ میں آں گا۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,"""جی ساس جان، آپ کی دعوت کا بہت شکریہ، لیکن مجھے ابھی یہ معلوم ہوا ک",4,4,4,4,0,0,"""جی اماں، ان شاء اللہ میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0,"""جی ہماری ساس جان، ان شاء اللہ میں آں گا۔ آپ کی دعوت کا بہت شک",3,3,3,3,0,0,"""جی ساس جان، کل ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""

[NOTE: The user role is",4,4,4,3,0,0
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,"""یار، ٹھیک ہے، میں آؤں گا، تمہاری بات مان لیتا ہوں!""",3,3,3,3,0,0,"""ٹھیک ہے دوست، میں آں گا۔ شکریہ کرتا ہوں کہ آپ کی ح",3,3,3,3,0,0,"""دوست، بہت شکریہ، لیکن میں نے پہلے ہی ایک اور تقریب میں",4,4,4,4,0,0,"""جی یار، میں ضرور آؤں گا، لیکن پہلے مجھے کچھ ضروری کام کرنے",3,2,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,"""جی بزرگ رشتہ دار، عید مبارک! مجھے بہت خوشی ہوگی اگر میں سب کے ساتھ",4,4,4,4,0,0,"""جی بزرگ، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گا۔""",4,4,4,4,0,0,"""جی چاہے، والد صاحب، میں ضرور آنوں گا، آپ کی دعوت کا بہت شکریہ۔",4,4,4,4,0,1,"""جی بزرگ رشتہ دار، ان شاء اللہ میں آں گا۔ شکریہ کرتا ہوں۔""",4,4,4,4,0,0
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,"""جی ضرور، میں ضرور آئیں گا، آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ۔ آئیں گاں۔""",4,4,4,4,0,0,"""جی، میں ضرور آؤں گا، اگر ممکن ہو تو۔""",4,4,4,4,0,0,"""شکریہ، میں کوشش کروں گا کہ وقت نکال سکوں۔""",4,4,4,4,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,"""ہاہا، ٹھیک ہے یار، آج تو آنا ہی پڑے گا، ڈھولکی کا مزہ کیسے چھوڑ سکتا ہوں!""",1,1,1,1,0,0,"""ہاہا، یار، تو مجھے بھی لگا کہ آج ڈھولکی ہے، م",4,4,4,4,0,0,"""ٹھیک ہے یار، آں گاں ہوں۔ کوئی بہانہ نہیں۔""",3,3,3,3,0,0,"""یار، تو بھی آؤ، یہ سب میرے لیے نہیں ہیں، آؤ اور مز",4,4,4,4,0,0
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""جی سر، میں کوشش کروں گا کہ ضرور شرکت کروں۔ آپ کی دعوت کا شکریہ۔""",2,2,2,1,0,0,"""سر، بہت شکریہ، لیکن میں کل کے لیے ایک اہم ملاقات میں شامل ہ",4,4,4,4,0,0,"""سر، آپ کی تقریب میں مل کر کام کرنا میں بہت مہربانی ہوگی۔",4,4,4,4,0,0,"""جی سر، میں ضرور حاضر ہوں گا، آپ کی تقریب کا بہت شکریہ۔""",3,3,3,3,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,"""جی بیٹا، کہیں کچھ ہو، میں سننے کے لیے تیار ہو�",4,4,4,4,0,0,"""ٹھیک ہے، پوچھیں گے۔ میری بہت مہربانی کی جاسوں کوئی",4,4,4,4,0,0,"""جی بیٹا، ضرور پوچھو، میں سن رہا ہوں۔""",4,4,4,4,0,0,"""جی طالب علم، اگر کوئی سوال ہے تو پوچھیں، میں آپ کی مدد کرنا چاہتا",3,3,3,3,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,"""بیٹا آؤ، مگر اب تک کچھ کام باقی ہے۔ کچھ وقت کے لیے آرام کر",2,2,2,2,0,0,"""بیٹا، اگر تمہاری پڑھائی مکمل ہے تو جا سکتے ہو، مگر وقت پر واپس آنا۔""",2,2,2,2,0,0,"""بیٹا، مجھے خوشی ہوگی اگر تم ضرور آؤ اور سب کے ساتھ کچھ وقت گزارو۔",4,4,4,4,0,0,"""جی بیٹا، ضرور جا سکتے ہو، لیکن پہلے اپنی ماں سے کہہ لو",4,4,4,4,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,"""جی بیٹی، ضرور جاسکتی ہو، لیکن پہلے اپنیوالدہ سے بات کرلو۔""",2,2,2,2,0,0,"""بیٹا، اگر تمہاری پڑھائی مکمل ہے تو جا سکتی ہو، لیکن وقت پر واپس آنا۔""",4,4,4,4,0,0,"""ٹھیک ہے بیٹی، لیکن میں کچھ مدت تک آپ کی رہنمای کر سک",4,4,4,4,0,0,"""بیٹی، جی ہاں، بس ایک شرط ہے کہ تم جلدی واپس آؤ۔""",4,4,4,4,0,0
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,"""جی سر، اگر آپ کی اجازت ہو تو میں جلدی جا سکتا ہوں۔""",4,4,4,4,0,0,"""ٹھیک ہے، اگر آپ نے اپنا کام مکمل کر لیا ہے تو آپ جا سکتے ہی�",4,4,4,4,0,0,"""ٹھیک ہے، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو آپ جا سکتے ہ",1,1,1,1,0,1,"""ٹھیک ہے، اگر آپ نے کام مکمل کر لیا ہے تو جا سکتے ہیں",4,4,4,4,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""ٹھیک ہے یار، ابھی میں آتا ہوں۔ کیا کچھ کمپنی ہے",4,4,4,4,0,0,"""بالکل یار، لے لو، بس خیال رکھنا۔""",2,2,2,2,0,0,"""جی یار، یقیناً دے دوں گا، چلو جلدی چلے آؤ!""",3,3,3,3,0,0,"""یار، بس آئے ہوئے تھوڑی دیر کے لیے، پھر جلدی واپس آؤ",1,1,1,1,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,"""نہیں یار، بالکل نہیں، پوچھ لو!""",4,4,4,4,0,0,"""ٹھیک ہے یار، پوچھوں۔ میں کہنے چاہتا ہوں کہ میں",2,2,2,2,0,0,"""جی، یقیناً، بس ایک ذاتی نوعیت کی چیز تھی، بس پوچھنا چاہا تھا۔""

---",2,2,2,2,0,0,"""جی یار، کچھ بھی نہیں، بتاؤ کیا ہے؟""",3,3,3,3,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,"""جی، ابھی جاؤ، میں اسے دیکھ کر کچھ لکھنے کے لیے تیار ہ",4,4,4,4,0,0,"""طالب علم، اگر آپ نے اپنی فائل مکمل کر لی ہے تو آپ جا سکتے ہیں۔""",3,3,3,3,0,0,"""جی بالکل، آپ اپنی فائل جمع کر سکتے ہیں۔""",4,4,4,4,0,0,"""ٹھیک ہے، جس وقت آپ کے لیے متوابق ہو گا، فائل جمع کریں۔""",2,2,2,2,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""جی بیٹا، مجھے کچھ کام تھے، اب کہیں آؤ اور بتایا کرو۔""",3,3,3,3,0,0,"""ٹھیک ہے داماد، بیا بات کریں۔""",2,2,2,2,0,0,"""جی ابا جی، آپ کی اجازت ہو تو میں بات کر سکتا ہوں۔""",2,2,2,0,0,1,"""بیٹا، مجھے خوشی ہوگی اگر تم ضرور آؤ اور سب کے ساتھ کچھ وقت گزارو۔",3,3,3,3,0,0
159,بہو,ساس,High,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,"""بیٹا، بہت شکریہ، لیکن امی کو کوئی کام نہیں ہے۔ آپ",3,3,3,3,0,0,"""جی ساس جان، آپ کی اجازت سے بہت شکریہ، میں تھوڑی دیر آرام کر لوں گ",4,4,4,4,0,0,"""بیٹا، تم آرام کر لو، میں دیکھ لوں گی۔""",2,2,2,0,0,1,"""بیٹی، تمہاری بہت مہربانی، لیکن ابھی کچھ اور کام باقی ہے، تم جل",4,4,4,3,0,0
160,جونیئر,سینئر,Medium,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,"""جی، لے آؤ، اور اگر کوئی مسئلہ ہے تو مجھے بتاؤ۔""",4,4,4,4,0,0,"""جی، یہ فائل لے آؤ، لیکن پہلے اس کا جائزہ لیا کرو کہ کیا �",4,4,4,4,0,0,"""ٹھیک ہے، بھائی، لے آتا ہے۔ میں آپ کی ہدایتوں کو ذہن",2,2,2,2,0,0,"""جی سر، میں ابھی لے آتا ہوں۔""",3,3,3,3,0,0
161,دوست,دوست,Low,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,"""جی، میں ابھی تک فیصلہ سنا رہا ہوں۔""",2,2,2,2,0,0,"""ہاں، یار، لے لو، کوئی بات نہیں۔""",4,4,4,4,0,0,"""جی یار، ٹھیک ہوں، کیسے ہو؟""",2,2,2,1,0,0,"""ٹھیک ہے بھائی، میں اسے کھول رہا ہوں۔""",2,2,2,2,0,0
162,بیٹا,والد,High,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"""بیٹا، میری زحمت کیلئے شکریہ، لیکن اب تک میں تیزی سے",3,3,3,3,0,0,"""بیٹا، میں سمجھتا ہوں تمہاری خواہش، مگر تمہیں ابھی گھر پر رہنا ہوگا۔""",2,2,2,2,0,0,"""بیٹا، میں سمجھتا ہوں کہ تمہیں باہر جانے کی ضرورت ہ",4,4,4,4,0,0,"""بیٹا، مجھے لگتا ہے کہ تمہیں ابھی کچھ کام کروانا باقی",1,1,1,1,0,0
163,طالب علم,استاد,High,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,"""طالب علم، میں سمجھتا ہوں کہ آپ کے پاس ضروری کام ہونا چاہئے",3,3,3,3,0,0,"""جی بیٹا، اگر یہ واقعی ضروری ہے تو تم جا سکتے ہو، مگر یاد رکھو کہ کلاس کا مواد اہم ہے۔""",4,4,4,4,0,0,"""جی، تم جاسکتے ہو، لیکن یہاں کے کام کو مکمل کرنے کے بعد جاؤ",2,2,2,2,0,0,"""ٹھیک ہے، لیکن پہلے کلاس کے ذریعے کام کریں۔ اگر کوئ",3,3,3,3,0,0
164,کزن,کزن,Low,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,"""بالکل، آؤ چلیں، ساتھ میں مزہ آئے گا!""",4,4,4,4,0,0,"""جی، اگر آپ چاہیں تو میں بھی ساتھ چلوں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے کزن، میں بھی ساتھ چلتا ہوں۔""",2,2,2,2,0,0,"""جی یار، آؤ جاؤ، میں بھی تیار ہوں۔""",3,3,3,3,0,0
