ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,ضرور، اگر آپ فکر نہ کریں، میں خود ادا کر دیتا ہوں۔,2,2,2,1,1,0,ضرور، میں بالکل شکر گزار ہوں۔ یہ بہت مہربانی ہے۔,2,2,2,2,0,1,سر، اگر آپ زحمت لینے دو تو میں بہت خوبصورتی سے ادا کر لوں گا۔,3,3,3,3,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,باجی، اس بار مفت نہیں ہوگا، آج بل میری طرف سے ہے۔ وہ,3,3,3,3,0,0,بھائی، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔,2,2,2,2,0,1,بل دو، یہ بہت اچھا ہے۔ آج میں خود ادائی گا۔,2,2,2,2,0,0
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,باجی، اس بار میری طرف سے نہیں، آپ زحمت ہوگی۔,3,3,3,3,0,1,بل، اس بار مفت نہیں ہوگا، میں خود ادائیگی کر لوں گا۔ آپ فکر نہ کری,3,3,3,3,0,0,سر، آپ کو زحمت ہوگی۔ میں خود بل دیتا ہوں۔,2,2,2,2,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,سر، بہت شکریہ، لیکن اس بار میری طرف سے صرف چائے کا بیلٹ پلا دینے کا ب�,2,2,2,2,0,0,سر، آج وہ دن ہے جب میں نے بل کی فکر نہیں کر رہا ہوں۔ آپ,2,2,2,1,0,0,سر، بہت شکریہ، لیکن اس بار میری زحمت کریں۔ آئندہ میں خود چارج رہنا,3,3,3,3,0,0
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,سر، آپ کی بہت مہربانی، لیکن ابھی اتنا پلا دینا پڑے گا تو میری والدین فکر �,3,3,3,3,0,0,سر، آج میں بل ادا کر لوں گا۔,2,2,2,2,0,0,سر، مفت کا بہت شکریہ، لیکن ابھی اتنا وقت باقی نہیں ہے، میں,2,2,2,1,0,0
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,ضرور، یار، اس بار میری زحمت ہوگی۔,2,2,2,2,0,0,یار، ابھی اتنا باقی نہیں ہے، میں خود دے لوں گا۔ اس سے,2,2,2,2,0,0,دادی، اب تک صرف ٹھیک ہوں، ابھی بل نہیں دینا۔,2,2,2,1,0,1
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,دوست جان، ٹھیک ہے، میری پیشکش کا بہت شکریہ، لیکن اس س,1,1,1,1,0,0,ضرور، شکریہ، مگر ابھی صرف اتنا دے دیجئیے۔,3,3,3,3,0,0,ضرور، شکریہ، مگر ابھی اتنا خرچ نہیں ہوگا، میں خود ادا کر لوں,3,3,3,3,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,باجی، اس بار میری طرف سے شکریہ۔,2,2,2,2,0,1,باجی، اس بار مفت نہیں ہوگا، میں خود بل ادا کر لوں گا۔ آپ زحمت,2,2,2,2,0,1,والد جان، یہ بس ایک بار ادا کر لوں گا۔,2,2,2,2,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,بل، شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود ادا کر لوں گ,3,3,3,3,0,0,باجی، شکریہ، مگر اس بار میری طرف سے نہیں، پلا بھلے کاروبار کا فائد,2,2,2,2,0,0,والد جان، یہ بس صرف میں نے خود ادا کر لوں گا، آپ زحمت نہ کریں,3,3,3,3,0,1
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4,3,4,4,0,0,سر، ابھی اور زحمت نہ کریں، میں خود یہ بسی کام جانچ لوں گا۔,3,3,3,3,0,0,سر، بہت شکریہ۔,3,3,3,3,0,0,سر، اس سب کی ضرورت نہیں ہے، میں دیکھ لوں گا۔ آپ فکر نہ کریں,2,2,2,2,0,0
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,3,3,4,4,0,0,ضرور باجی، مگر ابھی اتنا پڑوس ہے، پھر ملتا ہوں گا۔,2,2,2,2,0,1,ضرور، شکریہ! لیکن اس بار میری طرف سے رہنے دو، پلاٹا بالکل برابر ہوگا�,2,2,2,2,0,0,ٹھیک ہے جان، اب تو راحة ہوگا۔,3,3,3,3,0,0
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,3,4,4,4,0,0,ضرور، اگر تمہارا خیال ہے تو آؤ آدھا آدھا کر لیٹے ہیں۔,1,1,1,1,0,1,یار، اس بار مفت نہیں ہوگا، آدھا آدھا کر لو۔ وہ بھی اپنا,3,3,3,3,0,0,سر، یہ ایک مہربان اور عادی فکر ہے۔ آپ کو اتنا خبک نہ کر لوں,3,3,3,3,0,0
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,4,4,4,4,0,0,dạدہ جان، بازار جانے کی ضرورत نہیں ہے، میں بس اتنا کام کر لوں گ,3,3,3,3,0,0,"جی دادا جان، میں بالکل تیار ہوں، آپ فکر نہ کریں۔
دعاؤں کا شکر",2,2,2,2,0,0,دادا جان، میں بالکل ٹھیک ہوں، آپ زحمت نہ کریں۔,2,2,2,2,0,0
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,دادی جان، اس غلطی سے مفت کر لوں گا، آئندہ میں خود دوا لیتے ہی,3,3,3,3,0,0,دادی جان، ان شاء اللہ ٹھیک ہوں۔,2,2,2,2,0,0,دادی جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ دوا میں ابھ,3,3,3,3,0,0
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,4,4,4,4,0,0,"جی ابو، میں بالکل یاد رکھوں گا۔ آپ فکر نہ کریں۔

سر، شکریہ، میں",2,2,2,2,0,0,جی باجی، میں فکر نہ کریں۔ میرا سب کچھ ٹھیک ہے۔,4,4,4,4,0,0,والد جان، یہ بہت معذرت، میری_side_ج_ہی_چھ_گا_سر_جی_ٹھیک,2,2,2,2,0,1
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4,3,4,4,0,0,والدہ جان، ابھی اسے والدہ خود کر لو، میری بہت زیادہ ہے۔,1,1,1,1,0,0,امما جان، میں ابھی اس کام کو مکمل کر دیتا ہوں۔,3,3,3,3,0,0,ٹھیک ہے ماں جان، میں ابھی اسے مکمل کر دیتا ہے۔ آپ زحمت ن,3,3,3,3,0,0
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,4,4,4,4,0,0,جی چچا جان، ان شاء اللہ میں ابھی لے آتا ہوں۔,1,1,1,1,0,0,جی چچا جان، فائل میں ابھی اتنا ہی سامنہ باقی ہے، میں خود لے آ,3,3,3,3,0,0,جی چچا جان، وہ فائل میرے پاس ہے۔ ذرا بیٹا، وہ لے آؤ دیجیئ,4,4,4,4,0,0
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,4,4,4,4,0,0,ٹھیک ہے خالہ، یہ بیگ میں ابھی لے آتا ہوں۔,2,2,2,2,0,1,والدین، اس بار مگر اتنا نہیں، انھوں نے زحمت کر لو۔,3,3,3,3,0,0,"ٹھیک ہے خالہ، میں ابھی لے آتا ہوں۔

سر، اس بار مفت ک",3,3,3,3,0,1
97,ماموں,بھانجا,High,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4,4,4,4,0,0,mammوں جانے دو، میں قیمتی بیٹا ہوں۔ اتنا بس نہیں گا۔,2,2,2,2,0,1,جی ماموں، ان شاء اللہ میں کل آپ کے ساتھ جاؤں گا۔ آپ کی بہت م,1,1,1,1,0,0,جی مامو جان، میں ان شاء اللہ تمہارے ساتھ رہونگا۔,3,3,3,3,0,0
98,استاد,طالب علم,Medium,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,4,4,4,4,0,0,"جی سر، اس بارہمیہ دوبارہ پڑھ لوں گا۔ شکریہ۔

Reasoning: استاد نے باب",3,3,3,3,0,0,جی سر، اس بارہی پڑھ لوں گا۔,3,3,3,3,0,0,ٹھیک ہے، ابھی اس باب کو دوبارہ پڑھ لوں گا۔,3,3,3,3,0,0
99,استاد,طالب علم,Medium,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,سر، اگر آپ کا بہت حیاتی پوئنٹ ہے تو میں اسے دوبارہ کر لوں,2,2,2,2,0,0,ٹھیک ہے سر، میں پھر سے کریں گا۔,2,2,2,1,0,0,سر، میں بالکل غلط نہیں تھا، آپ غلط فہمی کریں۔ یہ طریقہ بالکل صح,2,2,2,2,0,0
100,بزرگ پڑوسی,نوجوان,High,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,"جی ابو جان، میں ابھی بند کر دیتا ہوں۔ شکریہ۔

Reasoning: ""جی ابو جان، می�",3,3,3,3,0,0,ٹھیک ہے جان، ابھی گیٹ بند کر لوں گا۔,4,4,4,4,0,1,جی باجی، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,1
101,بزرگ خاتون,نوجوان لڑکی,High,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,3,4,4,0,0,سر، یہ سامان زحمت کرتا رہنے پر آئندہ رکھ لوں گا۔,3,3,3,3,0,0,جی آمین ماں، ابھی رکھ دیتا ہوں۔,4,4,4,4,0,1,"جی امّی، میں بالکل اٹھا دے دینا۔ آپ زحمت نہ کریں۔

Reasoning: بزرگ خات",4,4,4,4,0,1
102,والد,بیٹا,High,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,سر، میں بالکل غلط نہیں کرا؛ یہ آپ کی غلط فہمی ہے۔ اگر آپ چا,2,2,2,1,0,1,سر، میرا بہت شکریہ، مگر اس سے میری غلطی کا GOODMAN کا کوئی تعلق نہی�,2,2,2,2,0,1,والد جان، میں بالکل فهمی ہوں، لیکن اگر تو میں سے منع کرناچاہ,1,1,1,1,0,0
103,دادا,پوتا,High,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,دادا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ اتنی دیر کاught,2,2,2,2,0,1,دادی جان، بس زحمتی تھی، اتنا دیر نہیں ہوا۔,3,3,3,3,0,0,دادا جان، میں دل سے آپ کا بہت شکریہ۔ یہ ٹریفک تھی، اس لیے ت,2,2,2,2,0,0
104,امی,بیٹا,High,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,4,4,4,4,0,0,والدین جان، اتنا زحمت کیا کر لوگوں کا بہت مہربانی، مگر میری فکر,3,3,3,3,0,0,امی جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ سا دیر ہو,3,3,3,3,0,0,امی جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ صرف ایک شاپنگ سینٹ,2,2,2,2,0,1
105,تایا,بھتیجا,High,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,تایا جان، بہت شکریہ، مگر ابھی اتنا زحمت نہیں ہوں۔,3,3,3,3,0,0,ٹھیک ہے جان، میں اسریارہ میں ہوں، آئندہ جان کی نصیحت کا,2,2,2,2,0,0,جی تایا جان، میں بالکل توجہ سے سن رہا ہوں۔ آپ سے کچھ بھی,3,3,3,3,0,0
106,والد,بیٹا,High,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,جی باجی، ان شاء اللہ میں ضرور मदد کر دوں گا۔,3,3,3,3,0,1,جی ابو، میں بالکل اتنا ہی ضرورت مند میں مدد دوں گا۔ آپ زحمت نہ کریں,3,3,3,3,0,0,والد جان، یہ بہت خوبصورت ہے، صرف ذرہ ذرہ مکمل کر لوں گا۔,2,2,2,2,0,0
107,والدہ,بیٹی,High,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,ٹھیک ہے ماں، میں ابھی کچن میں جاتا ہوں۔,3,3,3,3,0,1,والدہ جان، یہ میں خود بہت آسان میں ہی بیٹا دیتا ہوں۔,2,2,2,2,0,0,ٹھیک ہے امی، میں ابھی کچن میں جاتا ہوں۔ اگر اور بھی,3,3,3,3,0,1
108,چچا,بھتیجا,High,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,جی چچا جان، میرے ساتھ جانے دو، کچھ بہت لینا ہے۔,2,2,2,2,0,0,جی چچا جان، میں بالکل آؤ ملتا ہوں۔ ان شاء اللہ، کل کافی چیزیں لینا,2,2,2,2,0,0,ٹھیک ہے چچا جان، میں بس اتنا سا سامان لینا ہے جiskey پڑھائی ک�,2,2,2,2,0,0
109,خالہ,بھانجی,High,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,ٹھیک ہے خالہ، میں ابھی کمرہ صاف کر دیتا ہوں۔ اگر اور,3,3,3,3,0,1,الحمدللہ مہمانوں کی بہت آمد ہیں، یہ زحمت میں دکھ نہیں گا,3,3,3,3,0,0,ٹھیک ہے خالہ، میں ابھی کمرہ ٹھنڈا کر دیتا ہوں,3,3,3,3,0,0
110,دادا,پوتا,High,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,دادا جان، میں بالکل۔ یہ دوائی ہے جس کی پڑتو ہیں۔,4,4,4,4,0,0,ٹھیک ہے دادا جان، میں ابھی لے آتا ہوں۔,1,1,1,1,0,0,جی دادا جان، میں ابھی لے آتا ہوں۔ اگر اور بھی کچھ چاہیے,3,3,3,3,0,0
111,دادی,پوتی,High,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,"جی دادی جان، میں فوراً پانی لے آتا ہوں۔ آپ زحمت نہ کریں۔

د",4,4,4,4,0,1,دادی جان، یہ بہت خوبصورت ہے۔ میں بالکل ڈینا چاہتا ہوں۔,2,2,2,1,0,0,ٹھیک ہے دادی، میں ابھی لeta hoon.,3,3,3,3,0,0
112,بھائی,بہن,Medium,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,3,4,4,4,0,0,ٹھیک ہے بھائی، میں پلا دینا ہوں۔,3,3,3,3,0,0,ٹھیک ہے بھائی، میں بالکل پکڑ لوں گا۔,4,4,4,4,0,0,ٹھیک ہے بھائی، میں اسے پکڑ لوں گي۔ آپ زحمت نہ کریں،,3,3,3,3,0,1
113,بہن,بھائی,Medium,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,3,4,4,4,0,0,ٹھیک ہے بہن، ذرا فون چارجر دے دینا۔,3,3,3,3,0,0,"فون چارج کر لو، میں ابھی چارجر دے دیتا ہوں۔
ٹھیک ہے،",3,3,3,3,0,0,ٹھیک ہے باجی، ابھی چارجر لeta hoon.,4,4,4,4,0,0
114,سسر,داماد,High,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,4,4,4,4,0,0,سر، بالکل ڈیکھ لوں گا۔ اگر وہ بہت زحمت نہیں ہو تو میں قب,3,3,3,3,0,0,جی سر، میں بالکل اٹھا دینا بھول گیا تھا! ابھی میں خود ہی مکمل کر لوں,2,2,2,2,0,1,جی سسر جان، اب تک کافی بہت زحمت ہوگی۔,2,2,2,2,0,0
115,ساس,بہو,High,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,4,4,4,4,0,0,ٹھیک ہے ساس جان، میں سب سامنے رکھ لوں گا۔ ان شاء اللہ، کچھ,4,4,4,4,0,1,ٹھیک ہے ساس جان، میں ابھی سے کام شروع کر دیتا ہوں۔,3,3,3,3,0,1,سیاحٹ کر لو، یہ بس کھانے کی तैयारी में आ रही है।,2,2,2,2,0,0
116,والد,بیٹا,High,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,4,4,4,4,0,0,دادا جان، میں بالکل غلط نہیں ہوں، یہ سب ان شاء اللہ آخری لمح�,2,2,2,2,0,1,والد جان، میری قصد دینا تھا اس سے پہلے اتنا زحمت نہ ہونے والا ہیں,2,2,2,2,0,1,سر، میری غلطی تھی، میں فिर سے کام مکمل کر لوں گا,3,3,3,3,0,0
117,والدہ,بیٹا,High,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,3,4,4,4,0,0,مама، میں بالکل ٹھیک ہوں، آپ زحمت نہ کریں۔ یہ سب میں خود,3,3,3,3,0,0,والدین جان، میری والدہ، آپ کی بہت مہربانی کا بہت شکریہ۔ لیکن,3,3,3,1,0,0,ماں جان، میں جانتا ہے آپ تھک گئی ہوگی، لیکن ابھی اتنا کام باقی ن,3,3,3,3,0,0
118,تایا,بھتیجا,High,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,جی تایا جان، ابھی لے آتا ہوں۔,4,4,4,4,0,0,"ٹائیجی، شکریہ، میں ابھی انہیں لے آتا ہوں۔

Reasoning: بھ",4,4,4,4,0,0,ٹھیک ہے بатьا جان، یہ کاغذات میرے پاس ہیں۔ آپ کی بہت مہرب,3,3,3,3,0,1,جی تایا جان، ان شاء اللہ ابھی لے آتا ہوں۔,2,2,2,2,0,1
119,کزن,کزن,Low,آپ کا کزن ایک مختصر کام کے لیے باہر جا رہا ہے اور چاہتا ہے کہ آپ بھی ساتھ چلیں۔,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,4,4,4,4,0,0,سر، بالکل میرے ساتھ چلنا، اگر تمہیں بہت ٹھیک ہو تو۔,2,2,2,2,0,1,ٹھیک ہے باجی، ابھی جانے دوں گا۔,4,4,4,4,0,1,"یار، اس کام میں میری مدد کریگا، میں بالکل الگ نہیں جاؤں گا۔

Reason",2,2,2,2,0,0
120,کزن,کزن,Low,آپ کا کزن بغیر پوچھے ذمہ داری آپ پر ڈال دیتا ہے۔,یہ کام تو تم ہی کرو گے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,3,3,3,4,0,0,"ضرور، شکریہ! اب تو لگ رہا ہے مفت کا انعام مل گیا ہے۔

Reasoning",3,3,3,3,0,0,ضرور، باجی، ان شاء اللہ میں اسے مکمل کر لوں گا۔,2,2,2,2,0,0,ٹھیک ہے، ابھی یہ کام میں ہی رہ لوں گا۔,3,3,3,3,0,1
