ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
83,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
83,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
84,Qalb-1.0-8B-Instruct,,Low,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
84,Meta-Llama-3.1-8B-Instruct,,Low,,,0.4688,0.0,0.5312,2.0,2.0,2.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
84,GPT-4o-mini,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
84,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
85,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
85,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
85,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
85,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
86,Qwen2.5-7B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
86,Meta-Llama-3.1-8B-Instruct,,High,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
86,Qalb-1.0-8B-Instruct,,High,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
86,GPT-4o-mini,,High,,,0.9062,0.0,0.0938,4.0,4.0,4.0,4.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
87,Qwen2.5-7B-Instruct,,High,,,0.1875,0.0,0.8125,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
87,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
87,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
87,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
88,Qalb-1.0-8B-Instruct,,High,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
88,Meta-Llama-3.1-8B-Instruct,,High,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
88,GPT-4o-mini,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
88,Qwen2.5-7B-Instruct,,High,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
89,GPT-4o-mini,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
89,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
89,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
89,Meta-Llama-3.1-8B-Instruct,,Low,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
90,Qwen2.5-7B-Instruct,,Low,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
90,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
90,GPT-4o-mini,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
90,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
91,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
91,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
91,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
91,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
92,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
92,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
92,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
92,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
93,Qalb-1.0-8B-Instruct,,High,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
93,Meta-Llama-3.1-8B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
93,Qwen2.5-7B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
93,GPT-4o-mini,,High,,,0.9062,0.0,0.0938,4.0,4.0,4.0,4.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
94,GPT-4o-mini,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
94,Qalb-1.0-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
94,Meta-Llama-3.1-8B-Instruct,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
94,Qwen2.5-7B-Instruct,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
95,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
95,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
95,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
95,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
96,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
96,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
96,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
96,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
97,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
97,Qwen2.5-7B-Instruct,,High,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
97,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
97,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
98,GPT-4o-mini,,Medium,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
98,Qalb-1.0-8B-Instruct,,Medium,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
98,Qwen2.5-7B-Instruct,,Medium,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
98,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
99,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
99,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
99,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
99,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
100,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
100,Qalb-1.0-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
100,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
100,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
101,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
101,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
101,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,0.0,0.0,0.0,4,,,,,
101,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
102,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
102,GPT-4o-mini,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
102,Qwen2.5-7B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,,
102,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
103,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
103,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
103,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
103,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
104,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
104,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
104,Qwen2.5-7B-Instruct,,High,,,0.5,0.125,0.5,1.0,1.0,1.0,1.0,0.0,1.0,3,,,,,
104,GPT-4o-mini,,High,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
105,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
105,Qwen2.5-7B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
105,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
105,Qalb-1.0-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
106,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
106,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
106,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
106,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
107,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
107,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
107,Qwen2.5-7B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
107,GPT-4o-mini,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
108,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
108,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,1.0,0.0,0.0,4,,,,,
108,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
108,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
109,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
109,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
109,Qwen2.5-7B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
109,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
110,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
110,Qalb-1.0-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
110,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
110,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
111,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
111,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,,,,,
111,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
111,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
112,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
112,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
112,Qalb-1.0-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
112,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
113,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
113,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
113,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
113,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
114,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
114,GPT-4o-mini,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
114,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
114,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
115,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
115,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
115,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
115,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
116,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
116,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
116,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
116,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
117,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,1.0,1.0,1.0,1.0,0.0,1.0,3,,,,,
117,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,3,,,,,
117,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
117,GPT-4o-mini,,High,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
118,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
118,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
118,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
118,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
119,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
119,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
119,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
119,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
120,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
120,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
120,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
120,GPT-4o-mini,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
121,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
121,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
121,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
121,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
122,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
122,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
122,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
122,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
123,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
123,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
123,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
123,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
124,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
124,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
124,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
124,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
125,GPT-4o-mini,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
125,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
125,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,
125,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
126,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
126,GPT-4o-mini,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
126,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
126,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,0.0,0.0,1.0,4,,,,,
127,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
127,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
127,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
127,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
128,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
128,GPT-4o-mini,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
128,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
128,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,3,,,,,
129,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
129,GPT-4o-mini,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
129,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
129,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,0.0,0.0,0.0,4,,,,,
130,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
130,GPT-4o-mini,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
130,Qwen2.5-7B-Instruct,,Low,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,
130,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
131,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
131,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
